Sex	gene_id	gene_name	gene_type	CorrDir	corrTissueN	corrTissues	medianEstimate
Male	ENSMUSG00000085105	Gm12758	lncRNA	-1	4	Gastric_muscle, Epididymal_WAT, Bone_marrow, Hypothalamus	-0.6824987262099435
Male	ENSMUSG00000085112	A530072M11Rik	lncRNA	1	1	Brain	0.5351410466873421
Male	ENSMUSG00000085113	B130011K05Rik	lncRNA	-1	1	Bone_marrow	-0.6437203894934693
Male	ENSMUSG00000085121	5730437C11Rik	lncRNA	1	1	Gastric_muscle	0.6902543935532384
Male	ENSMUSG00000085129	5031425F14Rik	lncRNA	1	4	Epididymal_WAT, Lung, Bone_marrow, Liver	0.5700415497321687
Male	ENSMUSG00000085133	B930095G15Rik	lncRNA	-1	3	Epididymal_WAT, Kidney, Hypothalamus	-0.6514760568367642
Male	ENSMUSG00000085143	Gm11520	lncRNA	1	1	Bone_marrow	0.44982870591109914
Male	ENSMUSG00000085148	Mir22hg	lncRNA	-1	1	Bone_marrow	-0.4653400405976887
Male	ENSMUSG00000085148	Mir22hg	lncRNA	1	1	Liver	0.5894307180904057
Male	ENSMUSG00000085151	1110018N20Rik	lncRNA	-1	2	Epididymal_WAT, Bone_marrow	-0.5002405436425154
Male	ENSMUSG00000085151	1110018N20Rik	lncRNA	1	1	Hypothalamus	0.5506523813739317
Male	ENSMUSG00000085154	C130046K22Rik	lncRNA	1	1	Kidney	0.7522997322995968
Male	ENSMUSG00000085156	Snhg15	lncRNA	-1	1	Kidney	-0.44982870591109914
Male	ENSMUSG00000085156	Snhg15	lncRNA	1	6	Gastric_muscle, Epididymal_WAT, Heart, Bone_marrow, Brown_Adipose, Hypothalamus	0.6941322272248857
Male	ENSMUSG00000085169	Gm10785	lncRNA	1	1	Inginal_WAT	0.5196297120007524
Male	ENSMUSG00000085171	D830026I12Rik	lncRNA	-1	1	Bone_marrow	-0.7522997322995968
Male	ENSMUSG00000085171	D830026I12Rik	lncRNA	1	1	Epididymal_WAT	0.45758437325439394
Male	ENSMUSG00000085175	Gm11423	lncRNA	1	1	Hypothalamus	0.5041183773141628
Male	ENSMUSG00000085184	4933439K11Rik	lncRNA	1	1	Bone_marrow	0.744544064956302
Male	ENSMUSG00000085185	BC028777	lncRNA	-1	3	Heart, Lung, Bone_marrow	-0.5273853793440473
Male	ENSMUSG00000085207	Gm11767	lncRNA	-1	1	Bone_marrow	-0.7290327302697123
Male	ENSMUSG00000085207	Gm11767	lncRNA	1	1	Lung	0.5739193834038161
Male	ENSMUSG00000085208	Brip1os	lncRNA	-1	2	Bone_marrow, Hypothalamus	-0.5506523813739317
Male	ENSMUSG00000085211	B430219N15Rik	lncRNA	-1	5	Brain, Epididymal_WAT, Heart, Lung, Bone_marrow	-0.6282090548068797
Male	ENSMUSG00000085218	BB218582	lncRNA	-1	1	Epididymal_WAT	-0.7135213955831227
Male	ENSMUSG00000085218	BB218582	lncRNA	1	2	Lung, Bone_marrow	0.8065894037026604
Male	ENSMUSG00000085227	6330418K02Rik	lncRNA	-1	1	Brown_Adipose	-0.4653400405976887
Male	ENSMUSG00000085227	6330418K02Rik	lncRNA	1	2	Brain, Gastric_muscle	0.6088198864486427
Male	ENSMUSG00000085235	Gm12576	lncRNA	1	1	Kidney	0.5118740446574576
Male	ENSMUSG00000085237	Gm15406	lncRNA	-1	1	Lung	-0.726762138603044
Male	ENSMUSG00000085241	Snhg3	lncRNA	1	4	Lung, Kidney, Inginal_WAT, Hypothalamus	0.6204533874635849
Male	ENSMUSG00000085242	Gm11537	lncRNA	1	1	Lung	0.5584080487172264
Male	ENSMUSG00000085255	Taco1os	lncRNA	1	1	Inginal_WAT	0.7212770629264175
Male	ENSMUSG00000085260	Med9os	lncRNA	1	1	Lung	0.5506523813739317
Male	ENSMUSG00000085271	E130006D01Rik	lncRNA	1	1	Brown_Adipose	0.4653400405976887
Male	ENSMUSG00000085282	Gm15663	lncRNA	1	1	Epididymal_WAT	0.5196297120007524
Male	ENSMUSG00000085287	4833418N02Rik	lncRNA	-1	1	Bone_marrow	-0.5584080487172264
Male	ENSMUSG00000085287	4833418N02Rik	lncRNA	1	2	Epididymal_WAT, Kidney	0.5273853793440472
Male	ENSMUSG00000085295	4930430E12Rik	lncRNA	1	3	Lung, Bone_marrow, Liver	0.5431009257038476
Male	ENSMUSG00000085304	Gm12802	lncRNA	1	1	Lung	0.45758437325439394
Male	ENSMUSG00000085307	Gm11525	lncRNA	1	1	Liver	0.5273853793440473
Male	ENSMUSG00000085315	A430018G15Rik	lncRNA	-1	2	Lung, Bone_marrow	-0.5816750507471109
Male	ENSMUSG00000085315	A430018G15Rik	lncRNA	1	1	Kidney	0.6359647221501745
Male	ENSMUSG00000085316	D330050G23Rik	lncRNA	-1	1	Kidney	-0.6747430588666486
Male	ENSMUSG00000085316	D330050G23Rik	lncRNA	1	1	Bone_marrow	0.6902543935532384
Male	ENSMUSG00000085317	Gssos2	lncRNA	-1	1	Gastric_muscle	-0.8065894037026604
Male	ENSMUSG00000085322	Gm14261	lncRNA	-1	1	Heart	-0.6980100608965332
Male	ENSMUSG00000085322	Gm14261	lncRNA	1	1	Brown_Adipose	0.8065894037026604
Male	ENSMUSG00000085327	Gm16104	lncRNA	1	1	Bone_marrow	0.7057657282398279
Male	ENSMUSG00000085328	Gm17131	unprocessed_pseudogene	-1	1	Bone_marrow	-0.7910780690160708
Male	ENSMUSG00000085328	Gm17131	unprocessed_pseudogene	1	1	Epididymal_WAT	0.6514760568367642
Male	ENSMUSG00000085334	Gm12940	lncRNA	-1	3	Epididymal_WAT, Bone_marrow, Hypothalamus	-0.5971863854337005
Male	ENSMUSG00000085336	Gm11732	lncRNA	1	1	Lung	0.5428967140306369
Male	ENSMUSG00000085337	Gm15964	lncRNA	1	1	Lung	0.45758437325439394
Male	ENSMUSG00000085347	Hk1os	lncRNA	1	4	Gastric_muscle, Lung, Inginal_WAT, Hypothalamus	0.5506523813739317
Male	ENSMUSG00000085348	Myhas	lncRNA	-1	2	Brown_Adipose, Kidney	-0.5351410466873421
Male	ENSMUSG00000085360	Arhgap27os2	lncRNA	1	1	Gastric_muscle	0.7212770629264175
Male	ENSMUSG00000085379	2310058D17Rik	lncRNA	-1	3	Brain, Heart, Liver	-0.49636270997086795
Male	ENSMUSG00000085382	Gm13861	lncRNA	-1	5	Lung, Bone_marrow, Brown_Adipose, Kidney, Inginal_WAT	-0.5894307180904057
Male	ENSMUSG00000085385	Snhg17	lncRNA	1	2	Heart, Inginal_WAT	0.5933085517620531
Male	ENSMUSG00000085386	Gm13630	lncRNA	-1	1	Kidney	-0.49636270997086795
Male	ENSMUSG00000085395	Gm13056	lncRNA	1	1	Hypothalamus	0.5816750507471109
Male	ENSMUSG00000085396	Firre	lncRNA	-1	2	Gastric_muscle, Hypothalamus	-0.5894307180904057
Male	ENSMUSG00000085399	Foxd2os	lncRNA	1	4	Epididymal_WAT, Heart, Bone_marrow, Liver	0.5196297120007525
Male	ENSMUSG00000085403	Gm13068	lncRNA	-1	1	Hypothalamus	-0.620453387463585
Male	ENSMUSG00000085404	Gm12909	lncRNA	1	1	Brain	0.44982870591109914
Male	ENSMUSG00000085408	C530005A16Rik	lncRNA	-1	3	Heart, Lung, Bone_marrow	-0.6049420527769954
Male	ENSMUSG00000085412	Halr1	lncRNA	-1	1	Epididymal_WAT	-0.5971863854337005
Male	ENSMUSG00000085412	Halr1	lncRNA	1	1	Heart	0.5041183773141628
Male	ENSMUSG00000085417	Gm13919	lncRNA	1	2	Lung, Bone_marrow	0.6514760568367641
Male	ENSMUSG00000085419	Gm11734	lncRNA	1	2	Brown_Adipose, Kidney	0.5933085517620531
Male	ENSMUSG00000085433	Gm16001	lncRNA	-1	1	Heart	-0.5196297120007524
Male	ENSMUSG00000085433	Gm16001	lncRNA	1	2	Lung, Bone_marrow	0.5390188803589894
Male	ENSMUSG00000085436	Zfp335os	lncRNA	-1	1	Bone_marrow	-0.6437203894934693
Male	ENSMUSG00000085436	Zfp335os	lncRNA	1	1	Kidney	0.5428967140306369
Male	ENSMUSG00000085438	Oip5os1	lncRNA	-1	4	Lung, Bone_marrow, Hypothalamus, Liver	-0.6126977201202901
Male	ENSMUSG00000085445	Gm16348	lncRNA	-1	1	Bone_marrow	-0.6669873915233538
Male	ENSMUSG00000085457	1110046J04Rik	lncRNA	1	7	Gastric_muscle, Epididymal_WAT, Heart, Lung, Bone_marrow, Brown_Adipose, Kidney	0.5894307180904057
Male	ENSMUSG00000085468	Gm15343	lncRNA	1	2	Brain, Gastric_muscle	0.6941322272248858
Male	ENSMUSG00000085479	9430073C21Rik	lncRNA	-1	1	Brown_Adipose	-0.5506523813739317
Male	ENSMUSG00000085483	Gm14198	lncRNA	-1	1	Liver	-0.5584080487172264
Male	ENSMUSG00000085492	Trmt61b	lncRNA	1	1	Hypothalamus	0.4653400405976887
Male	ENSMUSG00000085498	Gm14023	lncRNA	-1	1	Heart	-0.4886070426275731
Male	ENSMUSG00000085517	Gm12963	lncRNA	1	2	Lung, Bone_marrow	0.5390188803589895
Male	ENSMUSG00000085525	Gm13166	lncRNA	1	2	Brain, Bone_marrow	0.6902543935532383
Male	ENSMUSG00000085527	Gm15535	lncRNA	1	1	Kidney	0.4886070426275731
Male	ENSMUSG00000085531	Slc36a3os	lncRNA	-1	1	Liver	-0.5661637160605213
Male	ENSMUSG00000085541	Gm16010	lncRNA	1	1	Gastric_muscle	0.5661637160605213
Male	ENSMUSG00000085558	4930412C18Rik	lncRNA	-1	2	Heart, Bone_marrow	-0.65147605683676435
Male	ENSMUSG00000085558	4930412C18Rik	lncRNA	1	1	Hypothalamus	0.5196297120007524
Male	ENSMUSG00000085560	C230038L03Rik	lncRNA	-1	1	Bone_marrow	-0.6126977201202902
Male	ENSMUSG00000085560	C230038L03Rik	lncRNA	1	1	Lung	0.5118740446574576
Male	ENSMUSG00000085566	A730017L22Rik	lncRNA	-1	1	Hypothalamus	-0.49636270997086795
Male	ENSMUSG00000085569	Gm12602	lncRNA	1	2	Lung, Bone_marrow	0.7121796721705607
Male	ENSMUSG00000085586	Gm11613	lncRNA	1	4	Epididymal_WAT, Bone_marrow, Brown_Adipose, Liver	0.5816750507471109
Male	ENSMUSG00000085587	Gm14493	lncRNA	-1	2	Epididymal_WAT, Bone_marrow	-0.5584080487172265
Male	ENSMUSG00000085587	Gm14493	lncRNA	1	2	Lung, Kidney	0.4730957079409835
Male	ENSMUSG00000085596	Gm11476	lncRNA	1	1	Hypothalamus	0.6747430588666486
Male	ENSMUSG00000085603	Gm11346	transcribed_processed_pseudogene	1	2	Bone_marrow, Liver	0.6243312211352323
Male	ENSMUSG00000085604	Dhx58os	lncRNA	1	1	Bone_marrow	0.7290327302697123
Male	ENSMUSG00000085609	1700016P03Rik	lncRNA	-1	1	Brain	-0.4886070426275731
Male	ENSMUSG00000085609	1700016P03Rik	lncRNA	1	2	Heart, Lung	0.47697354161263095
Male	ENSMUSG00000085614	1700123M08Rik	lncRNA	-1	1	Hypothalamus	-0.5971863854337005
Male	ENSMUSG00000085614	1700123M08Rik	lncRNA	1	4	Gastric_muscle, Lung, Kidney, Inginal_WAT	0.5312632130156947
Male	ENSMUSG00000085615	A330035P11Rik	lncRNA	-1	2	Heart, Bone_marrow	-0.6398425558218219
Male	ENSMUSG00000085622	3110056K07Rik	lncRNA	-1	1	Lung	-0.4808513752842783
Male	ENSMUSG00000085628	Appbp2os	lncRNA	1	2	Lung, Kidney	0.5739193834038161
Male	ENSMUSG00000085632	Gm12381	lncRNA	1	1	Lung	0.7212770629264175
Male	ENSMUSG00000085634	Gm15290	lncRNA	-1	1	Liver	-0.4886070426275731
Male	ENSMUSG00000085643	Gm12519	lncRNA	1	1	Epididymal_WAT	0.6514760568367642
Male	ENSMUSG00000085645	Hoxb5os	lncRNA	1	1	Hypothalamus	0.6282090548068797
Male	ENSMUSG00000085651	Gm11695	lncRNA	1	1	Brain	0.5816750507471109
Male	ENSMUSG00000085653	Gm15179	lncRNA	1	1	Epididymal_WAT	0.49636270997086795
Male	ENSMUSG00000085655	Gm15952	lncRNA	-1	1	Bone_marrow	-0.4653400405976887
Male	ENSMUSG00000085658	Gm15704	lncRNA	1	1	Epididymal_WAT	0.5196297120007524
Male	ENSMUSG00000085665	Gm12059	lncRNA	-1	2	Heart, Bone_marrow	-0.5584080487172265
Male	ENSMUSG00000085665	Gm12059	lncRNA	1	2	Epididymal_WAT, Hypothalamus	0.5118740446574577
Male	ENSMUSG00000085667	Gm12992	lncRNA	-1	4	Brain, Epididymal_WAT, Bone_marrow, Hypothalamus	-0.6980100608965331
Male	ENSMUSG00000085667	Gm12992	lncRNA	1	2	Heart, Lung	0.6049420527769953
Male	ENSMUSG00000085680	Gm13327	lncRNA	1	1	Kidney	0.5816750507471109
Male	ENSMUSG00000085696	Hoxaas3	lncRNA	-1	1	Bone_marrow	-0.5971863854337005
Male	ENSMUSG00000085704	4921531C22Rik	lncRNA	-1	1	Brown_Adipose	-0.4808513752842783
Male	ENSMUSG00000085715	Tsix	lncRNA	1	1	Liver	0.5661637160605213
Male	ENSMUSG00000085731	Gm16229	lncRNA	1	1	Lung	0.5971863854337005
Male	ENSMUSG00000085733	Arhgap27os1	lncRNA	1	1	Hypothalamus	0.5584080487172264
Male	ENSMUSG00000085747	Slc13a2os	lncRNA	1	1	Gastric_muscle	0.6282090548068797
Male	ENSMUSG00000085761	4930455G09Rik	lncRNA	1	1	Bone_marrow	0.783322401672776
Male	ENSMUSG00000085766	2810430I11Rik	lncRNA	1	4	Epididymal_WAT, Lung, Bone_marrow, Hypothalamus	0.515751878329105
Male	ENSMUSG00000085767	Gm13563	lncRNA	-1	1	Bone_marrow	-0.5971863854337005
Male	ENSMUSG00000085772	D630024D03Rik	lncRNA	1	2	Epididymal_WAT, Hypothalamus	0.5661637160605213
Male	ENSMUSG00000085773	Gm16233	lncRNA	1	2	Kidney, Inginal_WAT	0.868634742449019
Male	ENSMUSG00000085776	5430402O13Rik	lncRNA	-1	1	Bone_marrow	-0.6669873915233538
Male	ENSMUSG00000085776	5430402O13Rik	lncRNA	1	1	Gastric_muscle	0.45758437325439394
Male	ENSMUSG00000085779	Atcayos	lncRNA	1	1	Epididymal_WAT	0.5739193834038161
Male	ENSMUSG00000085786	Gm15987	lncRNA	1	5	Gastric_muscle, Epididymal_WAT, Heart, Bone_marrow, Hypothalamus	0.7135213955831227
Male	ENSMUSG00000085788	4930470G03Rik	lncRNA	-1	3	Brain, Gastric_muscle, Hypothalamus	-0.5816750507471109
Male	ENSMUSG00000085788	4930470G03Rik	lncRNA	1	1	Lung	0.620453387463585
Male	ENSMUSG00000085823	Gm13012	lncRNA	-1	1	Liver	-0.6359647221501745
Male	ENSMUSG00000085826	Gm15638	lncRNA	-1	1	Gastric_muscle	-0.8763904097923138
Male	ENSMUSG00000085828	Gm15612	lncRNA	-1	1	Hypothalamus	-0.8221007383892501
Male	ENSMUSG00000085829	Gm4285	lncRNA	-1	6	Brain, Gastric_muscle, Heart, Lung, Bone_marrow, Hypothalamus	-0.5312632130156947
Male	ENSMUSG00000085830	Grin1os	lncRNA	-1	1	Hypothalamus	-0.5428967140306369
Male	ENSMUSG00000085837	Kcnmb4os2	lncRNA	1	2	Hypothalamus, Liver	0.6438691722839515
Male	ENSMUSG00000085860	2410003L11Rik	lncRNA	-1	1	Gastric_muscle	-0.44982870591109914
Male	ENSMUSG00000085867	Gm5834	unprocessed_pseudogene	-1	1	Brain	-0.5428967140306369
Male	ENSMUSG00000085873	Ttc39aos1	lncRNA	1	1	Inginal_WAT	0.6747430588666486
Male	ENSMUSG00000085875	Gm12905	lncRNA	1	4	Heart, Lung, Kidney, Inginal_WAT	0.5467745477022843
Male	ENSMUSG00000085881	Gm15912	lncRNA	-1	2	Lung, Bone_marrow	-0.6902543935532383
Male	ENSMUSG00000085881	Gm15912	lncRNA	1	2	Brain, Brown_Adipose	0.5079962109858102
Male	ENSMUSG00000085882	2610507I01Rik	lncRNA	-1	4	Heart, Lung, Bone_marrow, Hypothalamus	-0.6088198864486427
Male	ENSMUSG00000085882	2610507I01Rik	lncRNA	1	3	Brain, Gastric_muscle, Brown_Adipose	0.5118740446574576
Male	ENSMUSG00000085887	Arhgap27os3	lncRNA	1	2	Bone_marrow, Hypothalamus	0.6475982231651168
Male	ENSMUSG00000085888	Gm12224	lncRNA	-1	1	Brown_Adipose	-0.6359647221501745
Male	ENSMUSG00000085888	Gm12224	lncRNA	1	1	Epididymal_WAT	0.8065894037026604
Male	ENSMUSG00000085890	Tnfsf13os	lncRNA	1	2	Bone_marrow, Liver	0.7794445680011286
Male	ENSMUSG00000085891	Gm14634	lncRNA	1	1	Epididymal_WAT	0.6747430588666486
Male	ENSMUSG00000085894	Gm15832	lncRNA	1	1	Bone_marrow	0.7988337363593656
Male	ENSMUSG00000085913	Gm15601	lncRNA	1	1	Lung	0.6359647221501745
Male	ENSMUSG00000085914	Gm14320	lncRNA	-1	1	Bone_marrow	-0.4886070426275731
Male	ENSMUSG00000085929	Gm13421	lncRNA	-1	1	Brain	-0.5196297120007524
Male	ENSMUSG00000085929	Gm13421	lncRNA	1	1	Kidney	0.5816750507471109
Male	ENSMUSG00000085936	2610307P16Rik	lncRNA	1	2	Gastric_muscle, Heart	0.6514760568367641
Male	ENSMUSG00000085945	2310014F06Rik	lncRNA	1	1	Gastric_muscle	0.6359647221501745
Male	ENSMUSG00000085950	Gm13589	lncRNA	1	1	Inginal_WAT	0.49636270997086795
Male	ENSMUSG00000085952	Gm12315	lncRNA	-1	1	Gastric_muscle	-0.6514760568367642
Male	ENSMUSG00000085953	Gm15496	lncRNA	1	1	Kidney	0.5584080487172264
Male	ENSMUSG00000085956	4930481B07Rik	lncRNA	-1	2	Lung, Bone_marrow	-0.5545302150455791
Male	ENSMUSG00000085956	4930481B07Rik	lncRNA	1	1	Kidney	0.5196297120007524
Male	ENSMUSG00000085962	Gm16984	lncRNA	-1	1	Bone_marrow	-0.6669873915233538
Male	ENSMUSG00000085965	2310016D23Rik	lncRNA	-1	1	Brown_Adipose	-0.5506523813739317
Male	ENSMUSG00000085971	Gm15411	lncRNA	-1	1	Lung	-0.7212770629264175
Male	ENSMUSG00000085971	Gm15411	lncRNA	1	2	Brain, Brown_Adipose	0.5273853793440473
Male	ENSMUSG00000085972	1110028F11Rik	lncRNA	1	1	Brain	0.4886070426275731
Male	ENSMUSG00000085982	9530051G07Rik	lncRNA	1	1	Kidney	0.6126977201202902
Male	ENSMUSG00000085984	1700001G11Rik	lncRNA	-1	1	Kidney	-0.4886070426275731
Male	ENSMUSG00000085990	Gm16731	lncRNA	-1	2	Lung, Bone_marrow	-0.6747430588666486
Male	ENSMUSG00000086003	B230206L02Rik	lncRNA	1	3	Lung, Kidney, Inginal_WAT	0.5118740446574576
Male	ENSMUSG00000086013	Gm15706	lncRNA	1	3	Gastric_muscle, Hypothalamus, Liver	0.5816750507471109
Male	ENSMUSG00000086043	Gm12473	lncRNA	-1	1	Hypothalamus	-0.5428967140306369
Male	ENSMUSG00000086054	Hnf1aos1	lncRNA	-1	1	Gastric_muscle	-0.5506523813739317
Male	ENSMUSG00000086058	Unc45bos	lncRNA	-1	2	Brown_Adipose, Hypothalamus	-0.7561775659712442
Male	ENSMUSG00000086067	Gm16183	lncRNA	1	1	Heart	0.5816750507471109
Male	ENSMUSG00000086075	Gm15728	lncRNA	1	1	Hypothalamus	0.6126977201202902
Male	ENSMUSG00000086095	Gm15328	lncRNA	1	1	Epididymal_WAT	0.7367883976130072
Male	ENSMUSG00000086096	Gm12688	lncRNA	-1	1	Lung	-0.620453387463585
Male	ENSMUSG00000086109	Gm13391	lncRNA	1	2	Bone_marrow, Liver	0.6651848589121387
Male	ENSMUSG00000086111	Gm15326	lncRNA	1	2	Lung, Bone_marrow	0.6049420527769953
Male	ENSMUSG00000086119	Gm2415	lncRNA	-1	3	Bone_marrow, Brown_Adipose, Hypothalamus	-0.5506523813739317
Male	ENSMUSG00000086155	9430041J12Rik	lncRNA	-1	1	Inginal_WAT	-0.45758437325439394
Male	ENSMUSG00000086179	Gm14317	lncRNA	-1	1	Kidney	-0.5196297120007524
Male	ENSMUSG00000086181	C230034O21Rik	lncRNA	-1	1	Kidney	-0.5894307180904057
Male	ENSMUSG00000086189	Gm15462	lncRNA	1	2	Kidney, Inginal_WAT	0.5118740446574577
Male	ENSMUSG00000086191	Zfp652os	lncRNA	1	1	Brown_Adipose	0.5816750507471109
Male	ENSMUSG00000086193	Gm11508	lncRNA	-1	2	Brain, Bone_marrow	-0.5273853793440473
Male	ENSMUSG00000086199	Bcas3os1	lncRNA	-1	1	Hypothalamus	-0.6902543935532384
Male	ENSMUSG00000086212	Mkln1os	lncRNA	-1	3	Epididymal_WAT, Heart, Bone_marrow	-0.6747430588666486
Male	ENSMUSG00000086213	A330040F15Rik	lncRNA	-1	2	Bone_marrow, Kidney	-0.5777972170754635
Male	ENSMUSG00000086216	Gm13610	lncRNA	-1	4	Brain, Epididymal_WAT, Bone_marrow, Hypothalamus	-0.6475982231651167
Male	ENSMUSG00000086216	Gm13610	lncRNA	1	2	Lung, Kidney	0.5273853793440473
Male	ENSMUSG00000086219	Srrm4os	lncRNA	1	2	Brain, Brown_Adipose	0.5739193834038161
Male	ENSMUSG00000086233	Gm11816	lncRNA	1	1	Bone_marrow	0.5584080487172264
Male	ENSMUSG00000086245	Gm16170	lncRNA	-1	3	Gastric_muscle, Epididymal_WAT, Brown_Adipose	-0.5041183773141628
Male	ENSMUSG00000086245	Gm16170	lncRNA	1	2	Lung, Bone_marrow	0.4886070426275732
Male	ENSMUSG00000086247	Gm15787	lncRNA	-1	1	Heart	-0.49636270997086795
Male	ENSMUSG00000086253	Gm13773	lncRNA	-1	1	Brain	-0.6282090548068797
Male	ENSMUSG00000086266	Igf2os	lncRNA	1	1	Hypothalamus	0.45758437325439394
Male	ENSMUSG00000086272	BC039966	lncRNA	1	2	Kidney, Inginal_WAT	0.7367883976130072
Male	ENSMUSG00000086283	2810433D01Rik	lncRNA	1	2	Gastric_muscle, Lung	0.6475982231651168
Male	ENSMUSG00000086287	Gm15972	lncRNA	-1	1	Liver	-0.44982870591109914
Male	ENSMUSG00000086289	Gm16933	lncRNA	-1	2	Hypothalamus, Liver	-0.6320868884785271
Male	ENSMUSG00000086289	Gm16933	lncRNA	1	1	Lung	0.8143450710459553
Male	ENSMUSG00000086290	Snhg12	lncRNA	1	2	Heart, Inginal_WAT	0.6824987262099436
Male	ENSMUSG00000086291	Gm15513	lncRNA	1	3	Lung, Bone_marrow, Hypothalamus	0.744544064956302
Male	ENSMUSG00000086296	D030055H07Rik	lncRNA	-1	2	Brain, Gastric_muscle	-0.6010642191053479
Male	ENSMUSG00000086296	D030055H07Rik	lncRNA	1	1	Lung	0.620453387463585
Male	ENSMUSG00000086298	Gm11716	lncRNA	-1	1	Epididymal_WAT	-0.5584080487172264
Male	ENSMUSG00000086320	Gm12840	lncRNA	1	1	Lung	0.49636270997086795
Male	ENSMUSG00000086327	Slfn5os	lncRNA	-1	1	Hypothalamus	-0.5351410466873421
Male	ENSMUSG00000086328	2700033N17Rik	lncRNA	-1	1	Bone_marrow	-0.6282090548068797
Male	ENSMUSG00000086350	B230369F24Rik	lncRNA	-1	4	Epididymal_WAT, Heart, Lung, Bone_marrow	-0.6282090548068798
Male	ENSMUSG00000086353	Gm13481	lncRNA	1	1	Epididymal_WAT	0.6980100608965332
Male	ENSMUSG00000086370	Ftx	lncRNA	1	3	Bone_marrow, Kidney, Inginal_WAT	0.4886070426275731
Male	ENSMUSG00000086382	Chrna1os	lncRNA	1	1	Brain	0.7755667343294812
Male	ENSMUSG00000086384	Banf2os	lncRNA	1	1	Epididymal_WAT	0.5118740446574576
Male	ENSMUSG00000086390	1810019D21Rik	lncRNA	1	1	Hypothalamus	0.5971863854337005
Male	ENSMUSG00000086392	Mccc1os	lncRNA	-1	3	Gastric_muscle, Lung, Bone_marrow	-0.6824987262099435
Male	ENSMUSG00000086395	A630014C17Rik	lncRNA	-1	1	Hypothalamus	-0.5506523813739317
Male	ENSMUSG00000086417	Gm12996	lncRNA	-1	1	Bone_marrow	-0.7290327302697123
Male	ENSMUSG00000086425	F730016J06Rik	lncRNA	-1	1	Hypothalamus	-0.7057657282398279
Male	ENSMUSG00000086429	Gt(ROSA)26Sor	lncRNA	-1	1	Bone_marrow	-0.6282090548068797
Male	ENSMUSG00000086432	B430119L08Rik	lncRNA	-1	1	Bone_marrow	-0.620453387463585
Male	ENSMUSG00000086437	Gm13021	lncRNA	1	1	Brain	0.7910780690160708
Male	ENSMUSG00000086443	4933421A08Rik	lncRNA	1	1	Brain	0.659231724180059
Male	ENSMUSG00000086448	9330162012Rik	lncRNA	1	1	Kidney	0.45758437325439394
Male	ENSMUSG00000086451	4933431K23Rik	lncRNA	1	1	Epididymal_WAT	0.5506523813739317
Male	ENSMUSG00000086454	Platr14	lncRNA	-1	1	Bone_marrow	-0.659231724180059
Male	ENSMUSG00000086460	Gm12236	lncRNA	1	1	Lung	0.7988337363593656
Male	ENSMUSG00000086472	Gm16172	lncRNA	-1	1	Hypothalamus	-0.6514760568367642
Male	ENSMUSG00000086474	9130204K15Rik	lncRNA	-1	1	Gastric_muscle	-0.44982870591109914
Male	ENSMUSG00000086474	9130204K15Rik	lncRNA	1	1	Brown_Adipose	0.5506523813739317
Male	ENSMUSG00000086477	Gm15506	transcribed_unitary_pseudogene	1	1	Hypothalamus	0.5351410466873421
Male	ENSMUSG00000086482	1700012C08Rik	lncRNA	1	1	Hypothalamus	0.8301685578615956
Male	ENSMUSG00000086494	2210417A02Rik	lncRNA	1	1	Brain	0.8531234077624292
Male	ENSMUSG00000086496	Gm14204	lncRNA	1	1	Kidney	0.5196297120007524
Male	ENSMUSG00000086502	B130055M24Rik	lncRNA	1	2	Epididymal_WAT, Lung	0.5428967140306369
Male	ENSMUSG00000086514	Gm11747	lncRNA	-1	2	Brain, Hypothalamus	-0.744544064956302
Male	ENSMUSG00000086514	Gm11747	lncRNA	1	1	Lung	0.8608790751057241
Male	ENSMUSG00000086533	Mypopos	lncRNA	-1	1	Lung	-0.5273853793440473
Male	ENSMUSG00000086534	Gm16758	lncRNA	-1	1	Kidney	-0.4730957079409836
Male	ENSMUSG00000086537	Gnasas1	lncRNA	1	1	Kidney	0.45758437325439394
Male	ENSMUSG00000086539	Gm16759	lncRNA	1	1	Kidney	0.5739193834038161
Male	ENSMUSG00000086544	Chn1os3	lncRNA	-1	1	Heart	-0.5041183773141628
Male	ENSMUSG00000086544	Chn1os3	lncRNA	1	3	Brain, Gastric_muscle, Liver	0.5661637160605213
Male	ENSMUSG00000086552	Dlx4os	lncRNA	1	1	Bone_marrow	0.9151687465087879
Male	ENSMUSG00000086583	Gm15500	transcribed_processed_pseudogene	1	8	Brain, Gastric_muscle, Epididymal_WAT, Heart, Lung, Bone_marrow, Brown_Adipose, Kidney	0.6863765598815909
Male	ENSMUSG00000086584	Gm12002	lncRNA	-1	3	Epididymal_WAT, Heart, Bone_marrow	-0.5118740446574576
Male	ENSMUSG00000086600	C030005K06Rik	lncRNA	-1	1	Gastric_muscle	-0.7988337363593656
Male	ENSMUSG00000086602	Gm15609	lncRNA	-1	1	Hypothalamus	-0.5661637160605213
Male	ENSMUSG00000086602	Gm15609	lncRNA	1	1	Lung	0.5506523813739317
Male	ENSMUSG00000086604	Gm15510	lncRNA	-1	1	Brown_Adipose	-0.6514760568367642
Male	ENSMUSG00000086606	Gm13205	lncRNA	1	1	Bone_marrow	0.6824987262099435
Male	ENSMUSG00000086610	Gm15408	lncRNA	-1	2	Lung, Bone_marrow	-0.678620892538296
