circID	seqnames	start	end	width	type	gene_id	strand	SameGflag	OverGflag	OverGeneID	OverGeneName
cRNA_0994	chr17	5090855	5177299	86445	JNC-JNC	ENSMUSG00000069729.15	+	TRUE	1	NA	NA
cRNA_0995	chr17	24306978	24330091	23114	JNC-JNC	ENSMUSG00000024122.17	-	TRUE	1	NA	NA
cRNA_0996	chr17	25211244	25222379	11136	JNC-JNC	ENSMUSG00000038002.10	-	TRUE	1	NA	NA
cRNA_0997	chr17	25599199	25600547	1349	JNC-JNC	ENSMUSG00000024112.17	-	TRUE	1	NA	NA
cRNA_0998	chr17	26955763	26982422	26660	JNC-JNC	ENSMUSG00000048249.15	+	TRUE	1	NA	NA
cRNA_0999	chr17	28647326	28660027	12702	JNC-JNC	ENSMUSG00000024222.18	-	TRUE	1	NA	NA
cRNA_1000	chr17	43348486	43351080	2595	JNC-JNC	ENSMUSG00000023915.6	+	TRUE	1	NA	NA
cRNA_1001	chr17	51224555	51242586	18032	JNC-JNC	ENSMUSG00000023923.11	-	TRUE	1	NA	NA
cRNA_1002	chr17	63778403	63797882	19480	JNC-JNC	ENSMUSG00000023965.14	-	TRUE	1	NA	NA
cRNA_1003	chr17	64931523	64958318	26796	JNC-JNC	ENSMUSG00000024085.14	+	TRUE	1	NA	NA
cRNA_1004	chr17	65017699	65021707	4009	JNC-JNC	ENSMUSG00000024085.14	+	TRUE	1	NA	NA
cRNA_1005	chr17	75532151	75534236	2086	JNC-JNC	ENSMUSG00000001870.17	+	TRUE	1	NA	NA
cRNA_1006	chr17	79957731	79980002	22272	JNC-JNC	ENSMUSG00000036368.9	+	TRUE	1	NA	NA
cRNA_1007	chr17	80961291	80963350	2060	JNC-JNC	ENSMUSG00000024242.16	-	TRUE	1	NA	NA
cRNA_1008	chr17	85301108	85312994	11887	JNC-JNC	ENSMUSG00000061130.14	+	TRUE	1	NA	NA
cRNA_1009	chr17	86405940	86428174	22235	JNC-JNC	ENSMUSG00000024135.11	-	TRUE	1	NA	NA
cRNA_1010	chr17	86795588	86803539	7952	JNC-JNC	ENSMUSG00000045038.15	+	TRUE	1	NA	NA
cRNA_1011	chr16	3955230	3972897	17668	JNC-JNC	ENSMUSG00000022521.11	-	TRUE	1	NA	NA
cRNA_1012	chr16	11231090	11265372	34283	JNC-JNC	ENSMUSG00000071669.15	+	TRUE	1	NA	NA
cRNA_1013	chr16	16043165	16048640	5476	JNC-JNC	ENSMUSG00000041957.16	+	TRUE	1	NA	NA
cRNA_1014	chr16	16841316	16844353	3038	JNC-JNC	ENSMUSG00000063358.18	+	TRUE	1	NA	NA
cRNA_1015	chr16	18125834	18134598	8765	JNC-JNC	ENSMUSG00000013539.15	-	TRUE	1	NA	NA
cRNA_1016	chr16	32437036	32437994	959	JNC-JNC	ENSMUSG00000022797.17	+	TRUE	1	NA	NA
cRNA_1017	chr16	32772427	32782114	9688	JNC-JNC	ENSMUSG00000022801.14	+	TRUE	1	NA	NA
cRNA_1018	chr16	33241691	33288553	46863	JNC-JNC	ENSMUSG00000022811.18	+	TRUE	1	NA	NA
cRNA_1019	chr16	46274987	46284522	9536	JNC-JNC	ENSMUSG00000022656.16	-	TRUE	1	NA	NA
cRNA_1020	chr16	87512219	87519496	7278	JNC-JNC	ENSMUSG00000025612.6	+	TRUE	1	NA	NA
cRNA_1021	chr16	93646018	93650786	4769	JNC-JNC	ENSMUSG00000039456.11	+	TRUE	1	NA	NA
cRNA_1022	chr15	3357456	3487490	130035	JNC-JNC	ENSMUSG00000055737.13	-	TRUE	1	NA	NA
cRNA_1023	chr15	3370401	3377083	6683	JNC-JNC	ENSMUSG00000055737.13	-	TRUE	1	NA	NA
cRNA_1024	chr15	35099580	35115791	16212	JNC-JNC	ENSMUSG00000022329.16	-	TRUE	1	NA	NA
cRNA_1025	chr15	38676272	38681409	5138	JNC-JNC	ENSMUSG00000022295.9	+	TRUE	1	NA	NA
cRNA_1026	chr15	43371041	43377245	6205	JNC-JNC	ENSMUSG00000022337.8	+	TRUE	1	NA	NA
cRNA_1027	chr15	77692068	77697431	5364	JNC-JNC	ENSMUSG00000022443.18	-	TRUE	1	NA	NA
cRNA_1028	chr15	79425235	79428057	2823	JNC-JNC	ENSMUSG00000055065.8	-	TRUE	1	NA	NA
cRNA_1029	chr15	81485109	81485746	638	FULLEX	ENSMUSG00000055024.13	+	TRUE	NA	NA	NA
cRNA_1030	chr15	81512494	81512938	445	JNC-JNC	ENSMUSG00000055024.13	+	TRUE	1	NA	NA
cRNA_1031	chr15	81515815	81516713	899	JNC-JNC	ENSMUSG00000055024.13	+	TRUE	1	NA	NA
cRNA_1032	chr15	81906646	81907262	617	JNC-JNC	ENSMUSG00000022471.15	+	TRUE	1	NA	NA
cRNA_1033	chr15	89126363	89130543	4181	JNC-JNC	ENSMUSG00000036561.10	+	TRUE	1	NA	NA
cRNA_1034	chr15	89152706	89154165	1460	JNC-JNC	ENSMUSG00000036561.10	+	TRUE	1	NA	NA
cRNA_1035	chr15	101096665	101102458	5794	JNC-JNC	ENSMUSG00000000532.12	+	TRUE	1	NA	NA
cRNA_1036	chr14	6175090	6191964	16875	JNC-JNC	ENSMUSG00000021785.9	-	TRUE	1	NA	NA
cRNA_1037	chr14	8379654	8382480	2827	JNC-JNC	ENSMUSG00000021738.6	-	TRUE	1	NA	NA
cRNA_1038	chr14	21668959	21687708	18750	JNC-JNC	ENSMUSG00000021767.20	+	TRUE	1	NA	NA
cRNA_1039	chr14	27160556	27164577	4022	JNC-JNC	ENSMUSG00000040651.10	+	TRUE	1	NA	NA
cRNA_1040	chr14	30828306	30829064	759	FULLIN	ENSMUSG00000042323.18	+	TRUE	NA	NA	NA
cRNA_1041	chr14	31204748	31214413	9666	JNC-JNC	ENSMUSG00000021891.9	-	TRUE	1	NA	NA
cRNA_1042	chr14	36660541	36663221	2681	JNC-JNC	ENSMUSG00000058690.15	-	TRUE	1	NA	NA
cRNA_1043	chr14	47253734	47254252	519	FULLEX	ENSMUSG00000021838.18	+	TRUE	NA	NA	NA
cRNA_1044	chr14	58094067	58103098	9032	JNC-JNC	ENSMUSG00000021969.9	-	TRUE	1	NA	NA
cRNA_1045	chr14	60476930	60484915	7986	JNC-JNC	ENSMUSG00000114797.2	-	TRUE	1	NA	NA
cRNA_1046	chr14	60944163	60947018	2856	JNC-JNC	ENSMUSG00000021990.17	+	TRUE	1	NA	NA
cRNA_1047	chr14	72800924	72822284	21361	JNC-JNC	ENSMUSG00000033487.15	-	TRUE	1	NA	NA
cRNA_1048	chr14	73499969	73503072	3104	JNC-JNC	ENSMUSG00000022105.7	-	TRUE	1	NA	NA
cRNA_1049	chr14	79219676	79221742	2067	JNC-JNC	ENSMUSG00000058997.9	+	TRUE	1	NA	NA
cRNA_1050	chr14	79219676	79232603	12928	JNC-JNC	ENSMUSG00000058997.9	+	TRUE	1	NA	NA
cRNA_1051	chr14	79773563	79773862	300	FULLEX	ENSMUSG00000036461.17	+	TRUE	NA	NA	NA
cRNA_1052	chr14	87709512	87724723	15212	JNC-JNC	ENSMUSG00000022019.17	+	TRUE	1	NA	NA
cRNA_1053	chr14	99370672	99388177	17506	JNC-JNC	ENSMUSG00000022064.11	+	TRUE	1	NA	NA
cRNA_1054	chr14	104740783	104747873	7091	JNC-JNC	ENSMUSG00000022120.5	-	TRUE	1	NA	NA
cRNA_1055	chr14	122142535	122145732	3198	JNC-JNC	ENSMUSG00000041765.7	+	TRUE	1	NA	NA
cRNA_1056	chr14	123209152	123210697	1546	JNC-JNC	ENSMUSG00000041594.19	-	TRUE	1	NA	NA
cRNA_1057	chr18	4379569	4380887	1319	JNC-JNC	ENSMUSG00000024234.8	+	TRUE	1	NA	NA
cRNA_1058	chr18	6061847	6070091	8245	JNC-JNC	ENSMUSG00000041225.17	-	TRUE	1	NA	NA
cRNA_1059	chr18	6448905	6450639	1735	JNC-JNC	ENSMUSG00000024240.14	-	TRUE	1	NA	NA
cRNA_1060	chr18	10129305	10132272	2968	JNC-JNC	ENSMUSG00000024290.10	-	TRUE	1	NA	NA
cRNA_1061	chr18	31727630	31740317	12688	JNC-JNC	ENSMUSG00000024259.10	-	TRUE	1	NA	NA
cRNA_1062	chr18	31799394	31800062	669	JNC-JNC	ENSMUSG00000024260.15	+	TRUE	1	NA	NA
cRNA_1063	chr18	39360421	39379977	19557	JNC-JNC	ENSMUSG00000036452.19	+	TRUE	1	NA	NA
cRNA_1064	chr18	42453829	42457263	3435	JNC-JNC	ENSMUSG00000024491.17	+	TRUE	1	NA	NA
cRNA_1065	chr18	45725073	45725491	419	FULLEX	ENSMUSG00000054477.17	+	TRUE	NA	NA	NA
cRNA_1066	chr18	54028603	54039741	11139	JNC-JNC	ENSMUSG00000073563.4	+	TRUE	1	NA	NA
cRNA_1067	chr18	56940736	56945147	4412	JNC-JNC	ENSMUSG00000032656.15	-	TRUE	1	NA	NA
cRNA_1068	chr18	60845795	60846704	910	FULLEX	ENSMUSG00000054008.10	-	TRUE	NA	NA	NA
cRNA_1069	chr18	65307116	65331797	24682	JNC-JNC	ENSMUSG00000024589.19	+	TRUE	1	NA	NA
cRNA_1070	chr18	65771821	65789703	17883	JNC-JNC	ENSMUSG00000042439.14	+	TRUE	1	NA	NA
cRNA_1071	chr18	68197288	68197757	470	FULLEX	ENSMUSG00000024544.10	+	TRUE	NA	NA	NA
cRNA_1072	chr18	70713724	70726411	12688	JNC-JNC	ENSMUSG00000024513.17	+	TRUE	1	NA	NA
cRNA_1073	chr18	74702838	74713605	10768	JNC-JNC	ENSMUSG00000025885.19	+	TRUE	1	NA	NA
cRNA_1074	chr18	80952807	80961093	8287	JNC-JNC	ENSMUSG00000024566.11	-	TRUE	1	NA	NA
cRNA_1075	chr18	82682963	82700412	17450	JNC-JNC	ENSMUSG00000041258.19	-	TRUE	1	NA	NA
cRNA_1076	chr18	82686697	82700412	13716	JNC-JNC	ENSMUSG00000041258.19	-	TRUE	1	NA	NA
cRNA_1077	chr18	84333931	84372816	38886	JNC-JNC	ENSMUSG00000048410.18	-	TRUE	1	NA	NA
cRNA_1078	chr18	84570995	84581171	10177	JNC-JNC	ENSMUSG00000048410.18	-	TRUE	1	NA	NA
cRNA_1079	chr19	14493723	14541815	48093	JNC-JNC	ENSMUSG00000024642.18	-	TRUE	1	NA	NA
cRNA_1080	chr19	24332482	24337515	5034	JNC-JNC	ENSMUSG00000024867.15	-	TRUE	1	NA	NA
cRNA_1081	chr19	25386450	25389128	2679	FULLEX	ENSMUSG00000032702.17	+	TRUE	NA	NA	NA
cRNA_1082	chr19	28508273	28517808	9536	JNC-JNC	ENSMUSG00000052942.14	-	TRUE	1	NA	NA
cRNA_1083	chr19	29720933	29732417	11485	JNC-JNC	ENSMUSG00000046138.16	-	TRUE	1	NA	NA
cRNA_1084	chr19	32020881	32038802	17922	JNC-JNC	ENSMUSG00000024887.11	-	TRUE	1	NA	NA
cRNA_1085	chr19	34818157	34818509	353	FULLEX	ENSMUSG00000033610.17	-	TRUE	NA	NA	NA
cRNA_1086	chr19	38512359	38513896	1538	FULLEX	ENSMUSG00000024998.18	+	TRUE	NA	NA	NA
cRNA_1087	chr19	40300113	40306512	6400	JNC-JNC	ENSMUSG00000025006.19	-	TRUE	1	NA	NA
cRNA_1088	chr19	40325430	40353610	28181	JNC-JNC	ENSMUSG00000025006.19	-	TRUE	1	NA	NA
cRNA_1089	chr19	41227117	41244779	17663	JNC-JNC	ENSMUSG00000025016.12	-	TRUE	1	NA	NA
cRNA_1090	chr19	42550991	42571982	20992	JNC-JNC	ENSMUSG00000025184.11	+	TRUE	1	NA	NA
cRNA_1091	chr19	47063252	47064571	1320	JNC-JNC	ENSMUSG00000025049.7	+	TRUE	1	NA	NA
cRNA_1092	chr19	57617517	57631060	13544	JNC-JNC	ENSMUSG00000054843.10	+	TRUE	1	NA	NA
cRNA_1093	chr19	60201105	60209736	8632	JNC-JNC	ENSMUSG00000057858.9	-	TRUE	1	NA	NA
cRNA_1094	chr19	60531448	60552732	21285	JNC-JNC	ENSMUSG00000033417.17	-	TRUE	1	NA	NA
cRNA_1095	chr7	34052815	34070609	17795	JNC-JNC	ENSMUSG00000066568.13	-	TRUE	1	NA	NA
cRNA_1096	chr7	65629895	65633597	3703	JNC-JNC	ENSMUSG00000030513.15	+	TRUE	1	NA	NA
cRNA_1097	chr7	66914613	66918148	3536	JNC-JNC	ENSMUSG00000030557.18	-	TRUE	1	NA	NA
cRNA_1098	chr7	89809656	89826811	17156	JNC-JNC	ENSMUSG00000039361.12	+	TRUE	1	NA	NA
cRNA_1099	chr7	115258751	115301020	42270	JNC-JNC	ENSMUSG00000051910.14	-	TRUE	1	NA	NA
cRNA_1100	chr7	122742973	122762100	19128	JNC-JNC	ENSMUSG00000052707.9	+	TRUE	1	NA	NA
cRNA_1101	chr7	127124465	127125077	613	JNC-JNC	ENSMUSG00000053877.13	+	TRUE	1	NA	NA
cRNA_1102	chr7	130642617	130648318	5702	JNC-JNC	ENSMUSG00000047517.14	+	TRUE	1	NA	NA
cRNA_1103	chr7	130712650	130713979	1330	JNC-JNC	ENSMUSG00000047517.14	+	TRUE	1	NA	NA
cRNA_1104	chr7	132361118	132361896	779	FULLEX	ENSMUSG00000030956.16	-	TRUE	NA	NA	NA
cRNA_1105	chr7	132361118	132381114	19997	JNC-JNC	ENSMUSG00000030956.16	-	TRUE	1	NA	NA
cRNA_1106	chr7	132568236	132575352	7117	JNC-JNC	ENSMUSG00000030967.16	+	TRUE	1	NA	NA
cRNA_1107	chr7	137046708	137055343	8636	JNC-JNC	ENSMUSG00000031068.9	+	TRUE	1	NA	NA
cRNA_1108	chr6	3522683	3562358	39676	JNC-JNC	ENSMUSG00000001376.18	+	TRUE	1	NA	NA
cRNA_1109	chr6	3545510	3555466	9957	JNC-JNC	ENSMUSG00000001376.18	+	TRUE	1	NA	NA
cRNA_1110	chr6	8537817	8573298	35482	JNC-JNC	ENSMUSG00000029638.18	+	TRUE	1	NA	NA
cRNA_1111	chr6	31116664	31174786	58123	JNC-JNC	ENSMUSG00000044471.14	-	TRUE	1	NA	NA
cRNA_1112	chr6	37880468	37896425	15958	JNC-JNC	ENSMUSG00000029833.18	+	TRUE	1	NA	NA
cRNA_1113	chr6	38417390	38468866	51477	JNC-JNC	ENSMUSG00000038538.18	+	TRUE	1	NA	NA
cRNA_1114	chr6	38447087	38461060	13974	JNC-JNC	ENSMUSG00000038538.18	+	TRUE	1	NA	NA
cRNA_1115	chr6	38795165	38796248	1084	FULLEX	ENSMUSG00000061436.16	-	TRUE	NA	NA	NA
cRNA_1116	chr6	47528666	47535228	6563	JNC-JNC	ENSMUSG00000029687.17	-	TRUE	1	NA	NA
cRNA_1117	chr6	56766204	56766685	482	FULLEX	ENSMUSG00000059486.12	-	TRUE	NA	NA	NA
cRNA_1118	chr6	71845564	71848542	2979	JNC-JNC	ENSMUSG00000052337.16	+	TRUE	1	NA	NA
cRNA_1119	chr6	84106453	84129391	22939	JNC-JNC	ENSMUSG00000033788.16	+	TRUE	1	NA	NA
cRNA_1120	chr6	99609218	99628752	19535	JNC-JNC	ENSMUSG00000093661.2	-	TRUE	1	NA	NA
cRNA_1121	chr6	101146095	101149408	3314	JNC-JNC	ENSMUSG00000035357.18	-	TRUE	1	NA	NA
cRNA_1122	chr6	112649085	112658637	9553	JNC-JNC	ENSMUSG00000030254.17	-	TRUE	1	NA	NA
cRNA_1123	chr6	119888009	119891198	3190	JNC-JNC	ENSMUSG00000030166.15	+	TRUE	1	NA	NA
cRNA_1124	chr6	127444995	127455092	10098	JNC-JNC	ENSMUSG00000037997.13	+	TRUE	1	NA	NA
cRNA_1125	chr6	134483159	134490382	7224	JNC-JNC	ENSMUSG00000030201.16	-	TRUE	1	NA	NA
cRNA_1126	chr6	137755122	137760061	4940	JNC-JNC	ENSMUSG00000030225.12	+	TRUE	1	NA	NA
cRNA_1127	chr6	142610258	142621289	11032	JNC-JNC	ENSMUSG00000030249.16	-	TRUE	1	NA	NA
cRNA_1128	chr6	143126313	143132360	6048	JNC-JNC	ENSMUSG00000030275.7	+	TRUE	1	NA	NA
cRNA_1129	chr6	148312536	148327482	14947	JNC-JNC	ENSMUSG00000030306.15	-	TRUE	1	NA	NA
cRNA_1130	chr6	148723093	148725983	2891	JNC-JNC	ENSMUSG00000040029.16	-	TRUE	1	NA	NA
cRNA_1131	chr5	18016179	18034547	18369	JNC-JNC	ENSMUSG00000002944.16	-	TRUE	1	NA	NA
cRNA_1132	chr5	21124523	21132728	8206	JNC-JNC	ENSMUSG00000039968.10	-	TRUE	1	NA	NA
cRNA_1133	chr5	24184486	24196835	12350	JNC-JNC	ENSMUSG00000028995.15	-	TRUE	1	NA	NA
cRNA_1134	chr5	24184486	24205017	20532	JNC-JNC	ENSMUSG00000028995.15	-	TRUE	1	NA	NA
cRNA_1135	chr5	24185485	24191812	6328	JNC-JNC	ENSMUSG00000028995.15	-	TRUE	1	NA	NA
cRNA_1136	chr5	25552359	25554938	2580	JNC-JNC	ENSMUSG00000038056.16	-	TRUE	1	NA	NA
cRNA_1137	chr5	28536109	28557641	21533	JNC-JNC	ENSMUSG00000048271.15	+	TRUE	1	NA	NA
cRNA_1138	chr5	34000456	34026222	25767	JNC-JNC	ENSMUSG00000057406.17	+	TRUE	1	NA	NA
cRNA_1139	chr5	34567925	34602257	34333	JNC-JNC	ENSMUSG00000037210.17	+	TRUE	1	NA	NA
cRNA_1140	chr5	51629940	51631753	1814	JNC-JNC	ENSMUSG00000029167.14	-	TRUE	1	NA	NA
cRNA_1141	chr5	72579368	72611849	32482	JNC-JNC	ENSMUSG00000005220.11	-	TRUE	1	NA	NA
cRNA_1142	chr5	89176152	89232577	56426	JNC-JNC	ENSMUSG00000060961.17	+	TRUE	1	NA	NA
cRNA_1143	chr5	89232501	89283679	51179	JNC-JNC	ENSMUSG00000060961.17	+	TRUE	1	NA	NA
cRNA_1144	chr5	89232501	89304461	71961	JNC-JNC	ENSMUSG00000060961.17	+	TRUE	1	NA	NA
cRNA_1145	chr5	89270261	89327703	57443	JNC-JNC	ENSMUSG00000060961.17	+	TRUE	1	NA	NA
cRNA_1146	chr5	91094649	91122274	27626	JNC-JNC	ENSMUSG00000029376.9	+	TRUE	1	NA	NA
cRNA_1147	chr5	106767406	106786501	19096	JNC-JNC	ENSMUSG00000049606.17	-	TRUE	1	NA	NA
cRNA_1148	chr5	106783476	106786501	3026	FULLEX	ENSMUSG00000049606.17	-	TRUE	NA	NA	NA
cRNA_1149	chr5	107912542	107938374	25833	JNC-JNC	ENSMUSG00000011831.17	-	TRUE	1	NA	NA
cRNA_1150	chr5	108336798	108345836	9039	JNC-JNC	ENSMUSG00000056531.12	+	TRUE	1	NA	NA
cRNA_1151	chr5	118731398	118731635	238	FULLEX	ENSMUSG00000018076.13	+	TRUE	NA	NA	NA
cRNA_1152	chr5	122729143	122732751	3609	JNC-JNC	ENSMUSG00000029469.15	-	TRUE	1	NA	NA
cRNA_1153	chr5	123845332	123855121	9790	JNC-JNC	ENSMUSG00000029427.12	-	TRUE	1	NA	NA
cRNA_1154	chr5	134525083	134529003	3921	JNC-JNC	ENSMUSG00000063146.12	-	TRUE	1	NA	NA
cRNA_1155	chr5	134650803	134656629	5827	JNC-JNC	ENSMUSG00000040731.14	-	TRUE	1	NA	NA
cRNA_1156	chr5	137433890	137442238	8349	JNC-JNC	ENSMUSG00000079173.12	-	TRUE	1	NA	NA
cRNA_1157	chr5	140281542	140289452	7911	JNC-JNC	ENSMUSG00000029554.16	-	TRUE	1	NA	NA
cRNA_1158	chr5	143075498	143076684	1187	JNC-JNC	ENSMUSG00000045078.13	-	TRUE	1	NA	NA
cRNA_1159	chr5	146205025	146223049	18025	JNC-JNC	ENSMUSG00000029635.16	+	TRUE	1	NA	NA
cRNA_1160	chr5	146688505	146691409	2905	JNC-JNC	ENSMUSG00000029640.18	-	TRUE	1	NA	NA
cRNA_1161	chr5	146688505	146700224	11720	JNC-JNC	ENSMUSG00000029640.18	-	TRUE	1	NA	NA
cRNA_1162	chr5	147387463	147425068	37606	JNC-JNC	ENSMUSG00000029647.16	+	TRUE	1	NA	NA
cRNA_1163	chr4	6822905	6842426	19522	JNC-JNC	ENSMUSG00000041272.12	-	TRUE	1	NA	NA
cRNA_1164	chr4	8169596	8189392	19797	JNC-JNC	ENSMUSG00000041261.10	-	TRUE	1	NA	NA
cRNA_1165	chr4	8577955	8582493	4539	JNC-JNC	ENSMUSG00000047187.10	+	TRUE	1	NA	NA
cRNA_1166	chr4	9508627	9532065	23439	JNC-JNC	ENSMUSG00000028207.19	-	TRUE	1	NA	NA
cRNA_1167	chr4	9594663	9610938	16276	JNC-JNC	ENSMUSG00000028207.19	-	TRUE	1	NA	NA
cRNA_1168	chr4	11338722	11353463	14742	JNC-JNC	ENSMUSG00000040728.16	-	TRUE	1	NA	NA
cRNA_1169	chr4	33320519	33339092	18574	JNC-JNC	ENSMUSG00000028274.18	+	TRUE	1	NA	NA
cRNA_1170	chr4	43087903	43101874	13972	JNC-JNC	ENSMUSG00000028456.19	+	TRUE	1	NA	NA
cRNA_1171	chr4	44052771	44060227	7457	JNC-JNC	ENSMUSG00000028479.19	-	TRUE	1	NA	NA
cRNA_1172	chr4	46460090	46468787	8698	JNC-JNC	ENSMUSG00000028333.11	+	TRUE	1	NA	NA
cRNA_1173	chr4	48636840	48650418	13579	JNC-JNC	ENSMUSG00000028347.15	+	TRUE	1	NA	NA
cRNA_1174	chr4	53107006	53133015	26010	JNC-JNC	ENSMUSG00000015243.5	-	TRUE	1	NA	NA
cRNA_1175	chr4	53127597	53133015	5419	JNC-JNC	ENSMUSG00000015243.5	-	TRUE	1	NA	NA
cRNA_1176	chr4	53481464	53517681	36218	JNC-JNC	ENSMUSG00000028412.18	+	TRUE	1	NA	NA
cRNA_1177	chr4	59207761	59213977	6217	JNC-JNC	ENSMUSG00000028381.9	+	TRUE	1	NA	NA
cRNA_1178	chr4	59493186	59494610	1425	JNC-JNC	ENSMUSG00000028382.16	-	TRUE	1	NA	NA
cRNA_1179	chr4	59514274	59517755	3482	JNC-JNC	ENSMUSG00000028382.16	-	TRUE	1	NA	NA
cRNA_1180	chr4	62247585	62254784	7200	JNC-JNC	ENSMUSG00000066151.13	-	TRUE	1	NA	NA
cRNA_1181	chr4	75957518	75978066	20549	JNC-JNC	ENSMUSG00000028399.19	-	TRUE	1	NA	NA
cRNA_1182	chr4	82268626	82301898	33273	JNC-JNC	ENSMUSG00000008575.18	-	TRUE	1	NA	NA
cRNA_1183	chr4	84464442	84474141	9700	JNC-JNC	ENSMUSG00000028487.19	-	TRUE	1	NA	NA
cRNA_1184	chr4	84889368	84897758	8391	JNC-JNC	ENSMUSG00000038070.16	+	TRUE	1	NA	NA
cRNA_1185	chr4	84889368	84924761	35394	JNC-JNC	ENSMUSG00000038070.16	+	TRUE	1	NA	NA
cRNA_1186	chr4	86754617	86755813	1197	JNC-JNC	ENSMUSG00000038024.18	+	TRUE	1	NA	NA
cRNA_1187	chr4	98344367	98411738	67372	JNC-JNC	ENSMUSG00000061859.18	+	TRUE	1	NA	NA
cRNA_1188	chr4	108336070	108343814	7745	JNC-JNC	ENSMUSG00000034610.15	+	TRUE	1	NA	NA
cRNA_1189	chr4	117439797	117450359	10563	JNC-JNC	ENSMUSG00000033423.17	+	TRUE	1	NA	NA
cRNA_1190	chr4	118259600	118260191	592	JNC-JNC	ENSMUSG00000033253.19	-	TRUE	1	NA	NA
cRNA_1191	chr4	120319210	120341030	21821	JNC-JNC	ENSMUSG00000000085.17	+	TRUE	1	NA	NA
cRNA_1192	chr4	121039803	121047455	7653	JNC-JNC	ENSMUSG00000049878.14	-	TRUE	1	NA	NA
cRNA_1193	chr4	126816857	126819816	2960	JNC-JNC	ENSMUSG00000042446.17	-	TRUE	1	NA	NA
cRNA_1194	chr4	130396236	130396609	374	FULLEX	ENSMUSG00000028580.16	+	TRUE	NA	NA	NA
cRNA_1195	chr4	130396236	130428421	32186	JNC-JNC	ENSMUSG00000028580.16	+	TRUE	1	NA	NA
cRNA_1196	chr4	131931443	131933026	1584	FULLEX	ENSMUSG00000040025.18	-	TRUE	NA	NA	NA
cRNA_1197	chr4	137056024	137063440	7417	JNC-JNC	ENSMUSG00000006699.18	-	TRUE	1	NA	NA
cRNA_1198	chr4	137331834	137335493	3660	JNC-JNC	ENSMUSG00000043411.16	+	TRUE	1	NA	NA
cRNA_1199	chr4	140895024	140907843	12820	JNC-JNC	ENSMUSG00000028920.10	+	TRUE	1	NA	NA
cRNA_1200	chr4	141211036	141221709	10674	JNC-JNC	ENSMUSG00000040761.17	-	TRUE	1	NA	NA
cRNA_1201	chr4	144743305	144746839	3535	JNC-JNC	ENSMUSG00000020220.17	-	TRUE	1	NA	NA
cRNA_1202	chr4	144881139	144883352	2214	FULLEX	ENSMUSG00000020220.17	-	TRUE	NA	NA	NA
cRNA_1203	chr4	150490653	150516050	25398	JNC-JNC	ENSMUSG00000039852.18	+	TRUE	1	NA	NA
cRNA_1204	chr4	151914875	151920340	5466	JNC-JNC	ENSMUSG00000014592.22	-	TRUE	1	NA	NA
cRNA_1205	chr3	32915920	32920115	4196	JNC-JNC	ENSMUSG00000056900.14	+	TRUE	1	NA	NA
cRNA_1206	chr3	37019024	37029911	10888	JNC-JNC	ENSMUSG00000037270.19	+	TRUE	1	NA	NA
cRNA_1207	chr3	55992663	55998541	5879	JNC-JNC	ENSMUSG00000027799.13	-	TRUE	1	NA	NA
cRNA_1208	chr3	57676461	57703706	27246	JNC-JNC	ENSMUSG00000036503.14	+	TRUE	1	NA	NA
cRNA_1209	chr3	66901850	66903923	2074	JNC-JNC	ENSMUSG00000034544.18	+	TRUE	1	NA	NA
cRNA_1210	chr3	68926508	68933318	6811	JNC-JNC	ENSMUSG00000034349.15	+	TRUE	1	NA	NA
cRNA_1211	chr3	86198734	86212040	13307	JNC-JNC	ENSMUSG00000028080.17	+	TRUE	1	NA	NA
cRNA_1212	chr3	86198734	86235663	36930	JNC-JNC	ENSMUSG00000028080.17	+	TRUE	1	NA	NA
cRNA_1213	chr3	88873119	88915184	42066	JNC-JNC	ENSMUSG00000028053.14	+	TRUE	1	NA	NA
cRNA_1214	chr3	94426355	94438696	12342	JNC-JNC	ENSMUSG00000028136.16	-	TRUE	1	NA	NA
cRNA_1215	chr3	116439015	116445148	6134	JNC-JNC	ENSMUSG00000089911.5	-	TRUE	1	NA	NA
cRNA_1216	chr3	132768327	132790786	22460	JNC-JNC	ENSMUSG00000028018.16	-	TRUE	1	NA	NA
cRNA_1217	chr3	141983578	142010230	26653	JNC-JNC	ENSMUSG00000028273.16	-	TRUE	1	NA	NA
cRNA_1218	chr3	142009704	142058646	48943	JNC-JNC	ENSMUSG00000028273.16	-	TRUE	1	NA	NA
cRNA_1219	chr2	14120628	14122346	1719	JNC-JNC	ENSMUSG00000026718.18	+	TRUE	1	NA	NA
cRNA_1220	chr2	15570028	15570366	339	JNC-JNC	ENSMUSG00000075520.6	+	TRUE	1	NA	NA
cRNA_1221	chr2	18097595	18131040	33446	JNC-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_1222	chr2	18097595	18151683	54089	JNC-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_1223	chr2	20860165	20864847	4683	JNC-JNC	ENSMUSG00000036591.17	-	TRUE	1	NA	NA
cRNA_1224	chr2	24746618	24767638	21021	JNC-JNC	ENSMUSG00000036893.18	-	TRUE	1	NA	NA
cRNA_1225	chr2	25842690	25856960	14271	JNC-JNC	ENSMUSG00000026933.18	-	TRUE	1	NA	NA
cRNA_1226	chr2	29868389	29870214	1826	JNC-JNC	ENSMUSG00000057738.15	+	TRUE	1	NA	NA
