group	seqnames	start	end	strand	N	ID	Sample	Njunc
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_113_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_114_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_14_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_15_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_17_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_18_terrace.gtf	4
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_19_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_2_terrace.gtf	7
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_21_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_22_terrace.gtf	5
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_23_terrace.gtf	4
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_24_terrace.gtf	6
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_25_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_26_terrace.gtf	5
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_27_terrace.gtf	11
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_28_terrace.gtf	9
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_29_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_3_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_30_terrace.gtf	6
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_31_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_32_terrace.gtf	4
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_33_terrace.gtf	11
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_34_terrace.gtf	5
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_35_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_36_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_37_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_39_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_4_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_40_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_47_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_5_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_50_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_51_terrace.gtf	4
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_52_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_56_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_6_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_62_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_63_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_65_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_66_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_72_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_73_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_78_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_8_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_81_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_82_terrace.gtf	2
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_83_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_84_terrace.gtf	3
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_87_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_89_terrace.gtf	4
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_90_terrace.gtf	11
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_91_terrace.gtf	7
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_92_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_93_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_94_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_96_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_98_terrace.gtf	1
770	chr5	3822517	3822787	-	200	chr5:3822517-3822787	Tube_99_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_1_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_100_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_101_terrace.gtf	13
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_102_terrace.gtf	6
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_103_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_104_terrace.gtf	13
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_105_terrace.gtf	13
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_106_terrace.gtf	17
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_107_terrace.gtf	6
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_108_terrace.gtf	10
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_109_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_11_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_110_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_111_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_112_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_113_terrace.gtf	8
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_114_terrace.gtf	8
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_12_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_13_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_15_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_16_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_17_terrace.gtf	3
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_18_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_19_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_2_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_21_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_22_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_23_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_24_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_25_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_26_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_27_terrace.gtf	10
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_28_terrace.gtf	6
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_29_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_3_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_30_terrace.gtf	3
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_31_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_32_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_33_terrace.gtf	11
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_34_terrace.gtf	3
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_35_terrace.gtf	11
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_36_terrace.gtf	9
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_37_terrace.gtf	3
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_38_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_39_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_40_terrace.gtf	11
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_41_terrace.gtf	8
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_42_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_43_terrace.gtf	12
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_44_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_45_terrace.gtf	8
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_46_terrace.gtf	19
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_47_terrace.gtf	14
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_48_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_49_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_50_terrace.gtf	11
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_51_terrace.gtf	12
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_52_terrace.gtf	8
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_53_terrace.gtf	12
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_54_terrace.gtf	6
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_55_terrace.gtf	8
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_56_terrace.gtf	9
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_57_terrace.gtf	6
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_58_terrace.gtf	12
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_59_terrace.gtf	18
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_6_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_60_terrace.gtf	7
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_61_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_63_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_67_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_68_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_70_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_71_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_72_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_73_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_74_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_76_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_77_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_79_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_8_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_81_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_82_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_83_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_84_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_85_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_88_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_89_terrace.gtf	1
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_90_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_91_terrace.gtf	3
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_92_terrace.gtf	2
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_93_terrace.gtf	9
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_94_terrace.gtf	4
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_95_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_96_terrace.gtf	6
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_98_terrace.gtf	5
793	chr6	119897071	119897989	+	526	chr6:119897071-119897989	Tube_99_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_1_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_100_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_101_terrace.gtf	13
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_102_terrace.gtf	6
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_103_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_104_terrace.gtf	13
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_105_terrace.gtf	13
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_106_terrace.gtf	17
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_107_terrace.gtf	6
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_108_terrace.gtf	10
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_109_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_11_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_110_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_111_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_112_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_113_terrace.gtf	8
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_114_terrace.gtf	8
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_12_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_13_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_15_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_16_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_17_terrace.gtf	3
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_18_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_19_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_2_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_21_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_22_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_23_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_24_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_25_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_26_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_27_terrace.gtf	10
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_28_terrace.gtf	6
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_29_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_3_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_30_terrace.gtf	3
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_31_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_32_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_33_terrace.gtf	11
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_34_terrace.gtf	3
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_35_terrace.gtf	11
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_36_terrace.gtf	9
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_37_terrace.gtf	3
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_38_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_39_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_40_terrace.gtf	11
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_41_terrace.gtf	8
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_42_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_43_terrace.gtf	12
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_44_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_45_terrace.gtf	8
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_46_terrace.gtf	19
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_47_terrace.gtf	14
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_48_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_49_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_50_terrace.gtf	11
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_51_terrace.gtf	12
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_52_terrace.gtf	8
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_53_terrace.gtf	12
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_54_terrace.gtf	6
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_55_terrace.gtf	8
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_56_terrace.gtf	9
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_57_terrace.gtf	6
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_58_terrace.gtf	12
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_59_terrace.gtf	18
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_6_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_60_terrace.gtf	7
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_61_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_63_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_67_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_68_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_70_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_71_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_72_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_73_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_74_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_76_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_77_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_79_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_8_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_81_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_82_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_83_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_84_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_85_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_88_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_89_terrace.gtf	1
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_90_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_91_terrace.gtf	3
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_92_terrace.gtf	2
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_93_terrace.gtf	9
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_94_terrace.gtf	4
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_95_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_96_terrace.gtf	6
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_98_terrace.gtf	5
794	chr6	119897071	119897151	+	526	chr6:119897071-119897151	Tube_99_terrace.gtf	7
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_1_terrace.gtf	2
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_100_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_101_terrace.gtf	13
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_102_terrace.gtf	6
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_103_terrace.gtf	7
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_104_terrace.gtf	13
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_105_terrace.gtf	13
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_106_terrace.gtf	17
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_107_terrace.gtf	6
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_108_terrace.gtf	10
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_109_terrace.gtf	7
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_11_terrace.gtf	2
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_110_terrace.gtf	5
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_111_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_112_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_113_terrace.gtf	8
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_114_terrace.gtf	8
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_12_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_13_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_15_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_16_terrace.gtf	7
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_17_terrace.gtf	3
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_18_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_19_terrace.gtf	2
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_2_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_21_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_22_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_23_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_24_terrace.gtf	5
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_25_terrace.gtf	5
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_26_terrace.gtf	5
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_27_terrace.gtf	10
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_28_terrace.gtf	6
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_29_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_3_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_30_terrace.gtf	3
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_31_terrace.gtf	1
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_32_terrace.gtf	7
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_33_terrace.gtf	11
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_34_terrace.gtf	3
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_35_terrace.gtf	11
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_36_terrace.gtf	9
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_37_terrace.gtf	3
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_38_terrace.gtf	2
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_39_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_40_terrace.gtf	11
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_41_terrace.gtf	8
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_42_terrace.gtf	7
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_43_terrace.gtf	12
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_44_terrace.gtf	4
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_45_terrace.gtf	8
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_46_terrace.gtf	19
795	chr6	119897768	119897989	+	526	chr6:119897768-119897989	Tube_47_terrace.gtf	14
