circID	circAtlas	circBank	circBase	circPedia	Ntools
cRNA_0852	mmu-Snrk_0006	mmu_Snrk_0006000		MMU_CIRCpedia_5705	3
cRNA_0853	mmu-Snrk_0007	mmu_Snrk_0021000		MMU_CIRCpedia_5715	3
cRNA_0854	mmu-Insr_0016	mmu_Insr_0057000		MMU_CIRCpedia_16558	3
cRNA_0855	mmu-Efnb2_0001	mmu_Efnb2_0010000		MMU_CIRCpedia_32422	3
cRNA_0856	mmu-Cul4a_0002	mmu_Cul4a_0027000	mm9_circ_002139	MMU_CIRCpedia_7695	4
cRNA_0857	mmu-Grtp1_0001	mmu_Grtp1_0003000			2
cRNA_0858	mmu-Adam9_0007	mmu_Adam9_0017000	mm9_circ_004102	MMU_CIRCpedia_14334	4
cRNA_0859	mmu-Fgfr1_0008	mmu_Fgfr1_0008000			2
cRNA_0860	mmu-Whsc1l1_0029	mmu_Nsd3_0010000		MMU_CIRCpedia_14583	3
cRNA_0861	mmu-Whsc1l1_0015	mmu_Nsd3_0034000	mm9_circ_014333	MMU_CIRCpedia_14593	4
cRNA_0862	mmu-Hook3_0003	mmu_Hook3_0045000		MMU_CIRCpedia_14707	3
cRNA_0863	mmu-Mtus1_0003	mmu_Mtus1_0031000		MMU_CIRCpedia_19543	3
cRNA_0864	mmu-Mtus1_0010	mmu_Mtus1_0036000		MMU_CIRCpedia_19545	3
cRNA_0865	mmu-Fat1_0001	mmu_Fat1_0001000			2
cRNA_0866	mmu-Sorbs2_0008	mmu_Sorbs2_0053000		MMU_CIRCpedia_20677	3
cRNA_0867	mmu-Sorbs2_0007	mmu_Sorbs2_0096000		MMU_CIRCpedia_20698	3
cRNA_0868	mmu-Trappc11_0001	mmu_Trappc11_0034000	mm9_circ_010314	MMU_CIRCpedia_21100	4
cRNA_0869	mmu-Galnt7_0001	mmu_Galnt7_0014000		MMU_CIRCpedia_23862	3
cRNA_0870	mmu-Sh3rf1_0001	mmu_Sh3rf1_0005000		MMU_CIRCpedia_25056	3
cRNA_0871	mmu-Psd3_0017,mmu-Psd3_0010	mmu_Psd3_0063000,mmu_Psd3_0064000	mm9_circ_006613,mm9_circ_006238	MMU_CIRCpedia_26894	4
cRNA_0872	mmu-Psd3_0011,mmu-Psd3_0009	mmu_Psd3_0089000,mmu_Psd3_0088000	mm9_circ_001914	MMU_CIRCpedia_26900	4
cRNA_0873	mmu-Sh2d4a_0001	mmu_Sh2d4a_0004000		MMU_CIRCpedia_229635	3
cRNA_0874	mmu-Eps15l1_0005	mmu_Eps15l1_0014000	mm9_circ_003878	MMU_CIRCpedia_28052	4
cRNA_0875	mmu-Tmem38a_0001	mmu_Tmem38a_0003000		MMU_CIRCpedia_28102	3
cRNA_0876	mmu-Arhgap10_0021	mmu_Arhgap10_0016000		MMU_CIRCpedia_29601	3
cRNA_0877	mmu-Arhgap10_0010	mmu_Arhgap10_0028000	mm9_circ_003169	MMU_CIRCpedia_29609	4
cRNA_0878	mmu-Arhgap10_0015	mmu_Arhgap10_0045000		MMU_CIRCpedia_29631	3
cRNA_0879	mmu-Arhgap10_0013	mmu_Arhgap10_0046000		MMU_CIRCpedia_29632	3
cRNA_0880	mmu-Arhgap10_0012	mmu_Arhgap10_0047000	mm9_circ_015986	MMU_CIRCpedia_29633	4
cRNA_0881	mmu-Arhgap10_0023	mmu_Arhgap10_0073000		MMU_CIRCpedia_29641	3
cRNA_0882	mmu-Arhgap10_0026	mmu_Arhgap10_0116000		MMU_CIRCpedia_29662	3
cRNA_0883	mmu-Zfp827_0001	mmu_Zfp827_0006000		MMU_CIRCpedia_30057	3
cRNA_0884	mmu-Zfp827_0008	mmu_Zfp827_0043000	mm9_circ_004746	MMU_CIRCpedia_30077	4
cRNA_0885	mmu-Smad1_0001	mmu_Smad1_0014000	mm9_circ_001473	MMU_CIRCpedia_30120	4
cRNA_0886	mmu-Gab1_0001	mmu_Gab1_0013000	mm9_circ_015224	MMU_CIRCpedia_30620	4
cRNA_0887	mmu-Nfix_0002	mmu_Nfix_0030000	mm9_circ_002886	MMU_CIRCpedia_31796	4
cRNA_0888	mmu-Farsa_0004	mmu_Farsa_0007000	mm9_circ_009099	MMU_CIRCpedia_31839	4
cRNA_0889	mmu-N4bp1_0002,mmu-N4bp1_0014	mmu_N4bp1_0013000,mmu_N4bp1_0011000	mm9_circ_009789	MMU_CIRCpedia_32654	4
cRNA_0890	mmu-Chd9_0021	mmu_Chd9_0017000	mm9_circ_003987	MMU_CIRCpedia_33874	4
cRNA_0891	mmu-Fto_0002	mmu_Fto_0030000	mm9_circ_005797	MMU_CIRCpedia_34086	4
cRNA_0892	mmu-Mmp15_0002	mmu_Mmp15_0001000	mm9_circ_012938	MMU_CIRCpedia_35067	4
cRNA_0893	mmu-Cbfb_0003	mmu_Cbfb_0003000		MMU_CIRCpedia_1407	3
cRNA_0894	mmu-Cbfb_0001	mmu_Cbfb_0004000		MMU_CIRCpedia_1408	3
cRNA_0895	mmu-Nfatc3_0014	mmu_Nfatc3_0032000		MMU_CIRCpedia_1682	3
cRNA_0896	mmu-Zfhx3_0004	mmu_Zfhx3_0027000	mm9_circ_004962	MMU_CIRCpedia_2507	4
cRNA_0897	mmu-Cfdp1_0005	mmu_Cfdp1_0013000		MMU_CIRCpedia_3251	3
cRNA_0898	mmu-Tcf25_0004	mmu_Tcf25_0009000	mm9_circ_005749	MMU_CIRCpedia_6041	4
cRNA_0899	mmu-BC021891_0003	mmu_Map3k21_0003000		MMU_CIRCpedia_6581	3
cRNA_0900	mmu-Uty_0009	mmu_Uty_0030000		MMU_CIRCpedia_3485	3
cRNA_0901	mmu-Lamp2_0006	mmu_Lamp2_0011000		MMU_CIRCpedia_18878	3
cRNA_0902	mmu-Mtm1_0005	mmu_Mtm1_0003000		MMU_CIRCpedia_27736	3
cRNA_0903	mmu-Gyk_0001	mmu_Gk_0001000			2
cRNA_0904				MMU_CIRCpedia_38745	1
cRNA_0905	mmu-Heph_0007	mmu_Heph_0011000		MMU_CIRCpedia_214591	3
cRNA_0906	mmu-Snx12_0001	mmu_Snx12_0005000	mm9_circ_018166	MMU_CIRCpedia_458	4
cRNA_0907	mmu-Fam120c_0011	mmu_Fam120c_0015000	mm9_circ_004592	MMU_CIRCpedia_10195	4
cRNA_0908	mmu-Smc1a_0002	mmu_Smc1a_0028000		MMU_CIRCpedia_10303	3
cRNA_0909	mmu-Kdm5c_0016	mmu_Kdm5c_0012000		MMU_CIRCpedia_10331	3
cRNA_0910	mmu-Wdr37_0003	mmu_Wdr37_0029000		MMU_CIRCpedia_212253	3
cRNA_0911	mmu-Zmynd11_0007	mmu_Zmynd11_0038000	mm9_circ_001794	MMU_CIRCpedia_35531	4
cRNA_0912	mmu-Cdk13_0010	mmu_Cdk13_0018000	mm9_circ_008656	MMU_CIRCpedia_12118	4
cRNA_0913	mmu-Gmds_0004	mmu_Gmds_0025000		MMU_CIRCpedia_16448	3
cRNA_0914	mmu-Ranbp9_0018	mmu_Ranbp9_0031000	mm9_circ_001791	MMU_CIRCpedia_20073	4
cRNA_0915		mmu_Jarid2_0041000	mm9_circ_002234		2
cRNA_0916				MMU_CIRCpedia_20658	1
cRNA_0917	mmu-Atxn1_0001,mmu-Atxn1_0002	mmu_Atxn1_0059000,mmu_Atxn1_0058000		MMU_CIRCpedia_20702	3
cRNA_0918	mmu-Atxn1_0004,mmu-Atxn1_0009	mmu_Atxn1_0074000,mmu_Atxn1_0073000		MMU_CIRCpedia_20716	3
cRNA_0919	mmu-Ubqln1_0009	mmu_Ubqln1_0017000		MMU_CIRCpedia_24103	3
cRNA_0920	NA	NA	NA	NA	0
cRNA_0921	mmu-Fbp1_0002	mmu_Fbp1_0009000		MMU_CIRCpedia_38781	3
cRNA_0922	mmu-Papd7_0003	mmu_Tent4a_0020000	mm9_circ_006518	MMU_CIRCpedia_27193	4
cRNA_0923	mmu-2210408I21Rik_0010	mmu_2210408I21Rik_0008000		MMU_CIRCpedia_29572	3
cRNA_0924	mmu-Msh3_0006	mmu_Msh3_0031000	mm9_circ_009822	MMU_CIRCpedia_34331	4
cRNA_0925	mmu-Arhgef28_0003	mmu_Arhgef28_0019000		MMU_CIRCpedia_225751	3
cRNA_0926	mmu-Arhgef28_0002	mmu_Arhgef28_0046000		MMU_CIRCpedia_35715	3
cRNA_0927	mmu-Fcho2_0002,mmu-Fcho2_0004	mmu_Fcho2_0013000,mmu_Fcho2_0014000		MMU_CIRCpedia_35864	3
cRNA_0928	mmu-Erbb2ip_0037	mmu_Erbin_0081000		MMU_CIRCpedia_36292	3
cRNA_0929	mmu-Pde4d_0010	mmu_Pde4d_0103000		MMU_CIRCpedia_2719	3
cRNA_0930	mmu-Gpbp1_0020	mmu_Gpbp1_0011000		MMU_CIRCpedia_3166	3
cRNA_0931	mmu-Asxl2_0021	mmu_Asxl2_0005000	mm9_circ_003099	MMU_CIRCpedia_17305	4
cRNA_0932	mmu-Itsn2_0003	mmu_Itsn2_0030000		MMU_CIRCpedia_20843	3
cRNA_0933	mmu-Asap2_0020	mmu_Asap2_0067000		MMU_CIRCpedia_13172	3
cRNA_0934	mmu-Mboat2_0007	mmu_Mboat2_0015000	mm9_circ_013240	MMU_CIRCpedia_14284	4
cRNA_0935		mmu_Pnpla8_0003000		MMU_CIRCpedia_20267	2
cRNA_0936	mmu-Ap4s1_0001	mmu_Ap4s1_0005000	mm9_circ_001580	MMU_CIRCpedia_22160	4
cRNA_0937	mmu-Arhgap5_0006,mmu-Arhgap5_0001	mmu_Arhgap5_0022000,mmu_Arhgap5_0027000		MMU_CIRCpedia_22400	3
cRNA_0938	mmu-Psma6_0003	mmu_Psma6_0006000		MMU_CIRCpedia_23152	3
cRNA_0939	mmu-Ctage5_0001	mmu_Mia2_0029000		MMU_CIRCpedia_24405	3
cRNA_0940	mmu-Nemf_0006	mmu_Nemf_0013000	mm9_circ_016657	MMU_CIRCpedia_27149	4
cRNA_0941	mmu-Fut8_0007	mmu_Fut8_0005000		MMU_CIRCpedia_29604	3
cRNA_0942	mmu-Fut8_0019	mmu_Fut8_0018000		MMU_CIRCpedia_29621	3
cRNA_0943	mmu-Fut8_0021	mmu_Fut8_0025000	mm9_circ_010231	MMU_CIRCpedia_29628	4
cRNA_0944	mmu-Gphn_0016	mmu_Gphn_0088000		MMU_CIRCpedia_29925	3
cRNA_0945	mmu-Dcaf5_0004	mmu_Dcaf5_0009000		MMU_CIRCpedia_30447	3
cRNA_0946	mmu-Dcaf5_0006	mmu_Dcaf5_0025000		MMU_CIRCpedia_30479	3
cRNA_0947	mmu-Ptgr2_0003	mmu_Ptgr2_0005000		MMU_CIRCpedia_31593	3
cRNA_0948	mmu-Dlst_0007	mmu_Dlst_0018000		MMU_CIRCpedia_31985	3
cRNA_0949	mmu-Gpatch2l_0001	mmu_Gpatch2l_0015000	mm9_circ_004188	MMU_CIRCpedia_32353	4
cRNA_0950	mmu-Tc2n_0014	mmu_Tc2n_0019000		MMU_CIRCpedia_550	3
cRNA_0951	mmu-Btbd7_0017	mmu_Btbd7_0023000		MMU_CIRCpedia_775	3
cRNA_0952	mmu-Papola_0033	mmu_Papola_0069000		MMU_CIRCpedia_1605	3
cRNA_0953	mmu-Cdc42bpb_0001	mmu_Cdc42bpb_0026000		MMU_CIRCpedia_3148	3
cRNA_0954	mmu-Eif4enif1_0001	mmu_Eif4enif1_0021000		MMU_CIRCpedia_16423	3
cRNA_0955	mmu-Mtmr3_0024	mmu_Mtmr3_0062000		MMU_CIRCpedia_20545	3
cRNA_0956	mmu-Spred2_0005	mmu_Spred2_0016000	mm9_circ_005654	MMU_CIRCpedia_12787	4
cRNA_0957	mmu-Xpo1_0007	mmu_Xpo1_0006000	mm9_circ_017722	MMU_CIRCpedia_13728	4
cRNA_0958	mmu-Ebf1_0004	mmu_Ebf1_0006000		MMU_CIRCpedia_20355	3
cRNA_0959	mmu-Cyfip2_0005	mmu_Cyfip2_0011000		MMU_CIRCpedia_20828	3
cRNA_0960	mmu-Canx_0020	mmu_Canx_0045000		MMU_CIRCpedia_21802	3
cRNA_0961	mmu-Clk4_0001	mmu_Clk4_0012000		MMU_CIRCpedia_22043	3
cRNA_0962	mmu-Skp1a_0002,mmu-ENSMUSG00000097219,ENSMUSG00000036309_0002	mmu_Skp1a_0002000,mmu_Skp1a_0008000		MMU_CIRCpedia_22344	3
cRNA_0963	mmu-Tom1l2_0006	mmu_Tom1l2_0018000	mm9_circ_000592	MMU_CIRCpedia_24840	4
cRNA_0964	mmu-Rabep1_0025	mmu_Rabep1_0053000	mm9_circ_008094	MMU_CIRCpedia_27644	4
cRNA_0965	mmu-Smyd4_0001	mmu_Smyd4_0003000	mm9_circ_016597	MMU_CIRCpedia_29052	4
cRNA_0966	mmu-Myo1d_0020	mmu_Myo1d_0027000		MMU_CIRCpedia_213978	3
cRNA_0967	mmu-Ppm1d_0001,mmu-Ppm1d_0010	mmu_Ppm1d_0001000,mmu_Ppm1d_0006000		MMU_CIRCpedia_32034	3
cRNA_0968	mmu-Vmp1_0002	mmu_Vmp1_0032000		MMU_CIRCpedia_32532	3
cRNA_0969	mmu-Gdpd1_0007,mmu-Gdpd1_0013	mmu_Gdpd1_0011000,mmu_Gdpd1_0008000		MMU_CIRCpedia_32714	3
cRNA_0970	mmu-Vezf1_0002	mmu_Vezf1_0004000	mm9_circ_015947	MMU_CIRCpedia_33002	4
cRNA_0971	mmu-Mbtd1_0018,mmu-Mbtd1_0017	mmu_Mbtd1_0014000,mmu_Mbtd1_0025000	mm9_circ_012849	MMU_CIRCpedia_34642	4
cRNA_0972	mmu-Gm53_0001	mmu_Gm53_0003000			2
cRNA_0973	mmu-Kansl1_0021	mmu_Kansl1_0072000	mm9_circ_017136	MMU_CIRCpedia_1209	4
cRNA_0974	mmu-Tlk2_0033	mmu_Tlk2_0039000		MMU_CIRCpedia_1427	3
cRNA_0975	mmu-Pecam1_0001	mmu_Pecam1_0011000		MMU_CIRCpedia_216877	3
cRNA_0976	mmu-Helz_0023	mmu_Helz_0016000		MMU_CIRCpedia_2119	3
cRNA_0977	mmu-Cnksr3_0008	mmu_Cnksr3_0022000		MMU_CIRCpedia_27841	3
cRNA_0978	mmu-Reps1_0010	mmu_Reps1_0008000	mm9_circ_017338	MMU_CIRCpedia_12324	4
cRNA_0979	mmu-Akap7_0004	mmu_Akap7_0036000		MMU_CIRCpedia_14452	3
cRNA_0980	mmu-Epb4.1l2_0009	mmu_Epb41l2_0009000		MMU_CIRCpedia_219405	3
cRNA_0981	mmu-Tbc1d32_0014	mmu_Tbc1d32_0045000	mm9_circ_014615	MMU_CIRCpedia_23481	4
cRNA_0982	mmu-Ascc1_0002	mmu_Ascc1_0023000		MMU_CIRCpedia_24780	3
cRNA_0983	mmu-Ccdc6_0002,mmu-Ccdc6_0015	mmu_Ccdc6_0009000,mmu_Ccdc6_0014000		MMU_CIRCpedia_27394	3
cRNA_0984	mmu-Cabin1_0005	mmu_Cabin1_0016000	mm9_circ_010009	MMU_CIRCpedia_29116	4
cRNA_0985	mmu-Acss3_0007	mmu_Acss3_0020000		MMU_CIRCpedia_39033	3
cRNA_0986	mmu-Ppp1r12a_0012	mmu_Ppp1r12a_0037000		MMU_CIRCpedia_2266	3
cRNA_0987	mmu-Ppp1r12a_0014	mmu_Ppp1r12a_0034000		MMU_CIRCpedia_2267	3
cRNA_0988	mmu-Ppp1r12a_0013	mmu_Ppp1r12a_0081000		MMU_CIRCpedia_2285	3
cRNA_0989	mmu-Zfc3h1_0001	mmu_Zfc3h1_0051000		MMU_CIRCpedia_3825	3
cRNA_0990	mmu-Rab3ip_0010,mmu-Rab3ip_0004	mmu_Rab3ip_0026000,mmu_Rab3ip_0025000		MMU_CIRCpedia_4177	3
cRNA_0991	mmu-Cpsf6_0011	mmu_Cpsf6_0042000		MMU_CIRCpedia_4246	3
cRNA_0992	mmu-Usp15_0001	mmu_Usp15_0052000	mm9_circ_004360	MMU_CIRCpedia_5993	4
cRNA_0993	mmu-Usp15_0008	mmu_Usp15_0073000		MMU_CIRCpedia_5997	3
cRNA_0994	mmu-Arid1b_0002	mmu_Arid1b_0010000		MMU_CIRCpedia_21839	3
cRNA_0995	mmu-Pdpk1_0016	mmu_Pdpk1_0019000		MMU_CIRCpedia_14042	3
cRNA_0996	mmu-Cramp1l_0001,mmu-Cramp1l_0002	mmu_Cramp1l_0020000,mmu_Cramp1l_0018000	mm9_circ_011433	MMU_CIRCpedia_14341	4
cRNA_0997	mmu-Cacna1h_0001	mmu_Cacna1h_0005000		MMU_CIRCpedia_14498	3
cRNA_0998	mmu-Crebrf_0011	mmu_Crebrf_0023000		MMU_CIRCpedia_14833	3
cRNA_0999	mmu-Fkbp5_0004	mmu_Fkbp5_0019000		MMU_CIRCpedia_15194	3
cRNA_1000	mmu-Tnfrsf21_0001	mmu_Tnfrsf21_0001000		MMU_CIRCpedia_19989	3
cRNA_1001	mmu-Tbc1d5_0003	mmu_Tbc1d5_0071000		MMU_CIRCpedia_21985	3
cRNA_1002	mmu-Fbxl17_0001	mmu_Fbxl17_0053000	mm9_circ_008387	MMU_CIRCpedia_25589	4
cRNA_1003	mmu-Man2a1_0026	mmu_Man2a1_0004000		MMU_CIRCpedia_25886	3
cRNA_1004	mmu-Man2a1_0025	mmu_Man2a1_0056000	mm9_circ_016806	MMU_CIRCpedia_25902	4
cRNA_1005	mmu-Ltbp1_0007	mmu_Ltbp1_0017000		MMU_CIRCpedia_29005	3
cRNA_1006	mmu-Rmdn2_0001	mmu_Rmdn2_0011000		MMU_CIRCpedia_30226	3
cRNA_1007	mmu-Map4k3_0023	mmu_Map4k3_0094000	mm9_circ_018162	MMU_CIRCpedia_30570	4
cRNA_1008	mmu-Ppm1b_0006	mmu_Ppm1b_0008000		MMU_CIRCpedia_31899	3
cRNA_1009	mmu-Srbd1_0034	mmu_Srbd1_0059000	mm9_circ_004411	MMU_CIRCpedia_32289	4
cRNA_1010	mmu-Prkce_0006	mmu_Prkce_0039000	mm9_circ_003451	MMU_CIRCpedia_32462	4
cRNA_1011	mmu-Crebbp_0013	mmu_Crebbp_0066000		MMU_CIRCpedia_19623	3
cRNA_1012	mmu-Snx29_0008	mmu_Snx29_0035000		MMU_CIRCpedia_3662	3
cRNA_1013	mmu-Pkp2_0001	mmu_Pkp2_0001000		MMU_CIRCpedia_11264	3
cRNA_1014	mmu-Mapk1_0004	mmu_Mapk1_0020000		MMU_CIRCpedia_11798	3
cRNA_1015	mmu-Tango2_0001	mmu_Tango2_0008000		MMU_CIRCpedia_12473	3
cRNA_1016	mmu-Tfrc_0002	mmu_Tfrc_0025000		MMU_CIRCpedia_16575	3
cRNA_1017	mmu-Lrch3_0005	mmu_Lrch3_0023000		MMU_CIRCpedia_16727	3
cRNA_1018	mmu-Zfp148_0010	mmu_Zfp148_0018000	mm9_circ_018765	MMU_CIRCpedia_16909	4
cRNA_1019	mmu-Pvrl3_0005	mmu_Nectin3_0025000		MMU_CIRCpedia_20872	3
cRNA_1020	mmu-Bach1_0003	mmu_Bach1_0001000		MMU_CIRCpedia_32902	3
cRNA_1021	mmu-Morc3_0038	mmu_Morc3_0038000	mm9_circ_017370	MMU_CIRCpedia_34629	4
cRNA_1022	mmu-Ghr_0002	mmu_Ghr_0009000		MMU_CIRCpedia_39157	3
cRNA_1023	mmu-Ghr_0003	mmu_Ghr_0019000		MMU_CIRCpedia_16905	3
cRNA_1024	mmu-Stk3_0007	mmu_Stk3_0049000	mm9_circ_003167	MMU_CIRCpedia_17627	4
cRNA_1025	mmu-Atp6v1c1_0025	mmu_Atp6v1c1_0013000		MMU_CIRCpedia_18954	3
cRNA_1026	mmu-Emc2_0001	mmu_Emc2_0009000		MMU_CIRCpedia_20104	3
cRNA_1027	mmu-Myh9_0019	mmu_Myh9_0064000		MMU_CIRCpedia_29771	3
cRNA_1028	mmu-Ddx17_0008	mmu_Ddx17_0035000	mm9_circ_011064	MMU_CIRCpedia_30195	4
cRNA_1029	mmu-Ep300_0005	mmu_Ep300_0003000		MMU_CIRCpedia_30873	3
cRNA_1030	mmu-Ep300_0007	mmu_Ep300_0046000	mm9_circ_005365	MMU_CIRCpedia_30888	4
cRNA_1031	mmu-Ep300_0006	mmu_Ep300_0052000	mm9_circ_008242	MMU_CIRCpedia_30889	4
cRNA_1032	mmu-Xrcc6_0002	mmu_Xrcc6_0008000		MMU_CIRCpedia_30995	3
cRNA_1033	mmu-intergenic_001078	mmu_Ppp6r2_0006000		MMU_CIRCpedia_33397	3
cRNA_1034	mmu-Ppp6r2_0007	mmu_Ppp6r2_0036000	mm9_circ_013868	MMU_CIRCpedia_33406	4
cRNA_1035	mmu-Acvr1b_0002	mmu_Acvr1b_0008000		MMU_CIRCpedia_450	3
cRNA_1036	mmu-Ngly1_0001	mmu_Ngly1_0013000		MMU_CIRCpedia_11315	3
cRNA_1037	mmu-Atxn7_0008	mmu_Atxn7_0039000		MMU_CIRCpedia_9017	3
cRNA_1038	mmu-Kat6b_0013	mmu_Kat6b_0035000	mm9_circ_015449	MMU_CIRCpedia_13313	4
cRNA_1039	mmu-Fam208a_0018	mmu_Tasor_0005000		MMU_CIRCpedia_14938	3
cRNA_1040	mmu-ENSMUSG00000042323,ENSMUSG00000058351_0001	mmu_Pbrm1_0115000			2
cRNA_1041	mmu-Mettl6_0002	mmu_Mettl6_0010000		MMU_CIRCpedia_16162	3
cRNA_1042	mmu-Ccser2_0001,mmu-Ccser2_0015	mmu_Ccser2_0031000,mmu_Ccser2_0032000	mm9_circ_012693	MMU_CIRCpedia_18325	4
cRNA_1043	mmu-Samd4_0001	mmu_Samd4_0040000	mm9_circ_005305	MMU_CIRCpedia_21017	4
cRNA_1044	mmu-Zdhhc20_0012	mmu_Zdhhc20_0029000		MMU_CIRCpedia_24000	3
cRNA_1045	mmu-Nupl1_0005	mmu_Gm49336_0022000		MMU_CIRCpedia_24831	3
cRNA_1046	mmu-Spata13_0002	mmu_Spata13_0008000	mm9_circ_001751	MMU_CIRCpedia_24950	4
cRNA_1047	mmu-Fndc3a_0009	mmu_Fndc3a_0035000	mm9_circ_007325	MMU_CIRCpedia_28096	4
cRNA_1048	mmu-Rb1_0002	mmu_Rb1_0026000		MMU_CIRCpedia_28349	3
cRNA_1049	mmu-Vwa8_0031	mmu_Vwa8_0057000		MMU_CIRCpedia_30034	3
cRNA_1050	mmu-Vwa8_0005,mmu-Vwa8_0135	mmu_Vwa8_0064000,mmu_Vwa8_0068000		MMU_CIRCpedia_30035	3
cRNA_1051	mmu-Elf1_0003	mmu_Elf1_0006000		MMU_CIRCpedia_39266	3
cRNA_1052	mmu-Tdrd3_0009	mmu_Tdrd3_0021000	mm9_circ_005369	MMU_CIRCpedia_32854	4
cRNA_1053	mmu-Pibf1_0011	mmu_Pibf1_0012000		MMU_CIRCpedia_36055	3
cRNA_1054		mmu_Rnf219_0003000		MMU_CIRCpedia_1244	2
cRNA_1055	mmu-Ubac2_0001	mmu_Ubac2_0003000	mm9_circ_010355	MMU_CIRCpedia_5644	4
cRNA_1056	mmu-Tmtc4_0003	mmu_Tmtc4_0017000		MMU_CIRCpedia_5946	3
cRNA_1057	mmu-Mtpap_0001	mmu_Mtpap_0001000		MMU_CIRCpedia_20158	3
cRNA_1058	mmu-Arhgap12_0002	mmu_Arhgap12_0049000		MMU_CIRCpedia_24935	3
cRNA_1059	mmu-Epc1_0002	mmu_Epc1_0004000	mm9_circ_009979	MMU_CIRCpedia_25857	4
cRNA_1060	mmu-Rock1_0013,mmu-Rock1_0052	mmu_Rock1_0098000,mmu_Rock1_0090000	mm9_circ_009280	MMU_CIRCpedia_470	4
cRNA_1061	mmu-Slc25a46_0003,mmu-Slc25a46_0001	mmu_Slc25a46_0017000,mmu_Slc25a46_0018000			2
cRNA_1062	mmu-Sap130_0009	mmu_Sap130_0019000		MMU_CIRCpedia_16219	3
cRNA_1063	mmu-Arhgap26_0014	mmu_Arhgap26_0089000	mm9_circ_013712	MMU_CIRCpedia_19089	4
cRNA_1064	mmu-Rbm27_0025	mmu_Rbm27_0044000		MMU_CIRCpedia_19850	3
cRNA_1065	mmu-Kcnn2_0003	mmu_Kcnn2_0007000	mm9_circ_008701	MMU_CIRCpedia_20606	4
cRNA_1066	mmu-Csnk1g3_0004	mmu_Csnk1g3_0006000	mm9_circ_004424	MMU_CIRCpedia_22767	4
cRNA_1067	mmu-March3_0001	mmu_March3_0005000		MMU_CIRCpedia_23642	3
cRNA_1068	mmu-intergenic_001301	mmu_Ndst1_0017000		MMU_CIRCpedia_24952	3
cRNA_1069	mmu-Nedd4l_0023	mmu_Nedd4l_0066000		MMU_CIRCpedia_217088	3
cRNA_1070	mmu-Zfp532_0019,mmu-Zfp532_0009	mmu_Zfp532_0019000,mmu_Zfp532_0025000	mm9_circ_001096	MMU_CIRCpedia_26225	4
cRNA_1071	mmu-Ldlrad4_0004	mmu_Ldlrad4_0019000		MMU_CIRCpedia_26921	3
cRNA_1072	mmu-Mbd2_0007	mmu_Mbd2_0001000		MMU_CIRCpedia_27522	3
cRNA_1073	mmu-Myo5b_0001	mmu_Myo5b_0005000		MMU_CIRCpedia_28785	3
cRNA_1074	mmu-Atp9b_0006	mmu_Atp9b_0128000	mm9_circ_012897	MMU_CIRCpedia_30670	4
cRNA_1075	mmu-Zfp236_0019	mmu_Zfp236_0061000	mm9_circ_010094	MMU_CIRCpedia_31088	4
cRNA_1076	mmu-Zfp236_0001	mmu_Zfp236_0068000	mm9_circ_002334	MMU_CIRCpedia_31090	4
cRNA_1077	mmu-Zfp407_0006	mmu_Zfp407_0017000	mm9_circ_015342	MMU_CIRCpedia_31612	4
cRNA_1078	mmu-Zfp407_0001	mmu_Zfp407_0048000	mm9_circ_001339	MMU_CIRCpedia_31712	4
cRNA_1079	mmu-Tle4_0007	mmu_Tle4_0015000			2
cRNA_1080	mmu-Pip5k1b_0019	mmu_Pip5k1b_0020000		MMU_CIRCpedia_220628	3
cRNA_1081	mmu-Kank1_0002	mmu_Kank1_0009000		MMU_CIRCpedia_14513	3
cRNA_1082	mmu-Glis3_0003	mmu_Glis3_0025000		MMU_CIRCpedia_15221	3
cRNA_1083	mmu-9930021J03Rik_0011	mmu_9930021J03Rik_0017000	mm9_circ_005834	MMU_CIRCpedia_15574	4
cRNA_1084	mmu-Asah2_0005,mmu-Asah2_0006	mmu_Asah2_0008000,mmu_Asah2_0010000		MMU_CIRCpedia_16370,MMU_CIRCpedia_16369	3
cRNA_1085	mmu-Pank1_0003	mmu_Pank1_0034000		MMU_CIRCpedia_17513	3
cRNA_1086	mmu-Plce1_0006	mmu_Plce1_0006000		MMU_CIRCpedia_18925	3
cRNA_1087	mmu-Sorbs1_0058	mmu_Sorbs1_0016000		MMU_CIRCpedia_19306	3
cRNA_1088	mmu-Sorbs1_0055	mmu_Sorbs1_0063000		MMU_CIRCpedia_19320	3
cRNA_1089	mmu-Tm9sf3_0009	mmu_Tm9sf3_0023000		MMU_CIRCpedia_19571	3
cRNA_1090	mmu-R3hcc1l_0004	mmu_R3hcc1l_0004000		MMU_CIRCpedia_19888	3
cRNA_1091	mmu-Taf5_0001	mmu_Taf5_0003000		MMU_CIRCpedia_21029	3
cRNA_1092	mmu-Atrnl1_0007	mmu_Atrnl1_0013000		MMU_CIRCpedia_23875	3
cRNA_1093	mmu-Fam204a_0001,mmu-Fam204a_0009	mmu_Fam204a_0010000,mmu_Fam204a_0008000		MMU_CIRCpedia_24809	3
cRNA_1094	mmu-Cacul1_0003	mmu_Cacul1_0018000	mm9_circ_009035	MMU_CIRCpedia_24923	4
cRNA_1095	mmu-Lsm14a_0003	mmu_Lsm14a_0020000		MMU_CIRCpedia_17256	3
