ID	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_10	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_11	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_1	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_2	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_3	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_4	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_5	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_6	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_7	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_8	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99	Tube_9
chr16:93644176-93650105	2	11	3	8	3	22	16	5	10	10	6	4	7	37	15	11	2	10	2	1	8	8	5	4	11	2	2	6	11	4	9	5	10	4	7	12	5	5	3	6	13	2	9	7	3	6	3	12	5	4	2	16	2	8	11	8	8	11	8	5	1	3	7	2	0	10	4	1	4	9	4	7	0	3	4	0	5	2	1	0	2	2	3	0	1	3	0	1	0	0	0	8	1	10	5	3	3	9	4	5	7	7	9	13	1	7	5	2	6	4	1	2	0	11
chr17:79957731-79966902	0	17	7	11	11	26	24	1	12	9	1	7	9	7	9	11	1	3	5	2	1	8	3	1	0	1	2	10	1	6	2	2	9	5	5	7	2	8	3	9	5	9	12	14	7	3	3	0	7	5	7	7	8	4	12	7	6	5	1	6	6	17	11	13	6	7	12	5	8	0	7	52	59	31	23	22	13	21	40	18	3	26	16	36	44	37	27	39	30	44	37	0	40	1	6	2	0	8	0	11	1	4	2	2	3	4	7	3	0	2	3	0	3	0
chr18:10129305-10132272	1	2	6	6	5	14	4	3	7	8	3	1	6	15	1	15	3	7	6	2	11	11	10	0	11	0	3	6	13	8	16	16	19	22	7	8	1	17	4	4	1	2	8	8	15	0	5	6	4	8	8	0	3	4	5	1	2	8	5	6	6	2	6	4	2	1	1	0	1	7	6	2	3	0	5	8	4	2	4	4	20	7	1	0	2	4	0	11	5	4	5	7	3	1	5	2	8	4	1	2	0	10	5	6	3	3	6	3	5	3	0	2	4	4
chr18:39253172-39265203	3	41	57	24	54	76	64	37	42	38	6	23	36	26	69	60	5	12	2	4	14	4	9	3	6	2	4	4	9	5	12	14	4	10	2	3	11	2	14	7	20	6	15	6	8	5	2	6	12	6	2	2	5	1	3	1	9	3	2	7	0	1	3	3	6	3	6	2	0	5	3	1	0	3	1	1	2	0	0	0	4	0	1	2	2	2	1	0	3	0	0	18	2	4	3	2	3	4	4	1	8	5	7	8	10	2	7	3	3	3	2	3	4	8
chr2:116983473-117002567	0	9	4	1	10	3	10	3	4	4	1	2	9	10	9	12	4	4	3	5	1	5	5	0	4	1	4	9	6	5	21	1	6	16	2	1	1	19	7	8	10	1	9	4	2	3	5	7	7	1	0	1	3	1	9	3	1	2	0	8	9	2	1	0	5	2	2	1	10	2	3	3	6	4	7	2	1	6	8	1	3	2	4	4	5	8	7	10	5	6	2	0	0	2	2	0	7	1	1	2	7	1	2	2	4	1	11	7	13	3	0	2	0	1
chr2:155279780-155282705	3	8	7	4	13	9	5	5	1	8	5	2	4	5	4	7	1	4	9	4	6	6	9	1	0	4	11	9	11	8	21	5	14	24	11	15	5	14	10	8	9	4	15	13	4	3	6	2	8	0	3	4	0	2	4	5	0	4	2	4	1	0	2	6	5	1	3	3	3	4	8	1	2	3	2	7	3	2	4	2	5	0	3	5	1	1	0	9	1	0	2	1	6	0	0	5	5	2	6	13	6	1	5	2	2	3	2	4	2	3	1	4	2	2
chr2:165890375-165893626	6	10	10	1	8	25	11	4	11	1	9	1	4	4	5	7	3	10	1	0	1	3	12	5	4	4	1	2	1	7	15	1	9	4	4	9	2	6	2	2	3	2	1	1	8	3	1	5	3	8	4	0	4	4	16	3	1	6	2	5	3	1	0	0	2	2	2	1	3	6	1	4	10	0	7	4	2	4	4	2	11	4	2	0	2	0	1	1	4	3	3	12	2	5	4	5	7	11	1	14	10	9	5	4	1	7	3	0	4	1	0	0	1	4
chr2:166676391-166678377	6	19	14	3	11	18	8	13	10	9	1	11	8	5	8	3	1	5	1	2	1	0	2	1	3	4	1	6	4	9	17	11	4	8	1	6	3	7	4	5	6	0	8	7	4	6	5	9	6	11	0	4	3	4	7	5	5	6	5	8	6	6	4	0	5	3	4	4	9	1	6	2	3	5	2	1	3	5	7	1	3	0	2	4	0	4	0	1	0	2	6	3	0	5	6	1	1	5	4	6	3	5	2	1	8	7	0	2	2	3	1	4	6	8
chr2:169725446-169728379	10	3	4	0	0	3	2	0	5	0	8	2	0	4	5	1	5	2	0	3	1	7	3	2	1	7	5	0	4	4	4	6	6	0	6	20	2	6	2	7	8	6	4	2	8	2	3	9	2	7	9	6	11	4	3	4	7	1	1	8	5	4	3	1	7	1	2	6	0	4	8	1	9	2	4	5	5	4	0	4	10	3	3	7	4	2	2	2	3	2	6	8	9	5	6	14	3	7	2	16	6	11	7	5	4	7	7	11	6	3	10	1	1	1
chr3:51207204-51233456	2	7	4	12	18	4	14	1	6	2	4	7	12	12	11	6	3	8	2	5	4	12	3	8	2	1	3	9	2	5	13	6	11	5	11	3	2	3	16	5	17	12	14	2	12	3	9	1	4	12	0	9	10	8	9	15	8	7	0	15	9	10	16	3	14	5	4	5	5	1	8	1	0	2	6	1	4	7	2	1	10	1	0	1	0	3	4	0	2	0	0	4	3	1	1	6	3	12	0	2	3	4	3	10	1	5	4	3	1	8	5	3	4	0
chr4:137056024-137063440	7	8	8	3	15	4	3	3	12	3	8	1	13	5	8	4	0	7	5	9	12	25	2	6	13	0	10	4	10	7	12	2	21	12	9	5	5	15	4	7	14	5	17	6	4	4	7	5	8	6	4	1	5	1	3	4	1	4	3	7	1	5	3	6	5	1	1	1	2	6	2	0	0	1	0	0	5	2	2	1	11	1	0	4	1	1	4	3	2	3	1	3	2	8	5	2	11	6	0	0	9	5	4	12	3	7	14	9	4	1	3	0	2	7
chr5:100953764-100960068	6	9	12	10	4	5	16	6	6	10	3	8	7	12	12	4	2	7	5	2	7	0	2	1	4	2	7	12	12	11	13	18	13	16	14	5	4	5	11	7	17	2	11	17	7	3	9	5	13	4	9	0	3	6	4	6	1	0	3	1	1	4	4	2	3	5	2	3	0	2	2	3	2	4	1	5	1	3	3	1	6	0	1	4	1	1	4	0	3	4	6	0	7	4	4	2	2	4	0	11	3	1	3	2	9	14	6	11	1	0	2	2	3	0
chr5:106782697-106814711	0	16	7	4	7	17	21	8	6	5	0	10	8	10	13	11	2	6	8	4	5	1	2	7	7	0	1	20	32	16	16	24	20	23	13	20	4	16	25	13	21	9	16	14	20	9	13	5	9	8	5	2	10	2	8	10	5	6	2	5	7	5	9	6	2	7	4	4	7	8	11	4	5	3	3	1	7	2	0	4	0	3	0	1	5	3	2	4	0	3	2	3	3	1	1	8	3	10	1	3	2	1	7	2	11	12	0	8	2	0	1	5	3	0
chr5:143075875-143076684	5	7	1	2	4	3	5	0	2	3	4	3	8	4	2	3	4	16	4	3	3	3	8	7	5	6	4	7	6	6	14	5	7	8	10	16	6	13	4	10	13	13	10	13	2	3	1	4	8	1	0	1	0	3	7	0	1	11	6	5	0	0	3	3	2	1	6	0	3	7	2	1	4	2	5	2	6	5	5	6	13	2	4	5	4	2	2	0	3	2	3	0	2	12	3	5	6	11	0	11	9	6	6	9	4	9	6	10	5	3	5	2	3	2
chr5:28563272-28573311	5	4	6	5	6	3	10	3	7	0	3	4	5	13	8	1	1	10	8	6	2	3	5	8	3	2	5	6	11	2	2	7	3	5	2	4	5	7	7	6	7	1	4	1	4	7	2	12	8	1	3	1	5	1	7	1	0	5	4	2	0	7	2	0	4	0	2	0	2	5	1	3	4	4	2	1	0	5	3	3	4	4	1	5	6	13	5	8	4	1	2	3	4	3	3	3	3	2	0	5	4	0	2	10	7	5	7	9	6	0	1	7	1	1
chr6:37880468-37908435	7	14	8	11	13	16	2	4	2	7	6	12	15	10	9	7	9	4	6	9	9	3	3	5	15	1	2	8	5	10	5	7	13	14	3	4	1	9	8	9	10	5	12	10	16	10	7	6	5	11	4	4	1	4	1	0	7	6	1	9	2	2	4	4	5	8	0	5	3	0	0	2	4	7	3	4	5	1	3	1	2	0	3	4	4	5	7	0	1	2	0	0	2	9	7	4	3	13	0	8	8	3	3	3	15	10	4	8	6	7	5	7	3	0
chr8:105905225-105929179	0	10	19	13	15	11	18	12	10	10	4	4	13	15	17	11	10	5	3	3	5	8	4	4	11	1	4	4	0	7	9	3	12	5	2	8	4	4	6	6	5	1	8	6	6	2	2	6	9	6	12	8	11	12	3	17	19	10	9	5	12	10	13	19	11	14	13	10	14	0	15	2	6	0	2	1	2	2	4	1	9	0	1	11	2	0	2	5	1	3	0	7	8	3	2	8	6	4	1	0	6	2	2	9	4	2	7	2	4	3	1	0	0	1
chr8:79844804-79863292	46	52	43	35	47	54	38	21	40	26	51	48	48	33	56	73	77	107	54	48	80	121	86	62	98	21	35	90	85	124	116	151	113	137	114	97	79	77	100	98	104	75	109	89	90	71	60	92	67	25	9	9	14	6	11	15	20	13	67	17	12	15	23	33	23	15	40	12	12	61	27	2	0	0	1	0	0	0	2	0	95	1	4	0	4	3	1	0	0	2	3	47	0	42	62	72	61	85	20	83	66	59	75	97	38	56	65	69	54	35	10	27	21	43
chr9:55714297-55767202	1	8	9	11	17	15	19	5	3	4	5	3	4	6	13	8	7	3	3	2	1	4	3	3	1	3	0	8	18	12	13	19	18	26	4	16	7	19	6	8	6	2	8	3	3	6	1	5	10	10	2	8	1	3	8	3	6	4	3	10	4	5	0	7	8	2	4	4	1	10	5	7	2	1	2	4	7	1	2	5	10	2	1	2	1	2	0	5	0	0	0	5	3	4	3	4	8	10	0	5	5	13	6	5	5	5	2	2	2	0	0	1	0	6
chr1:13291531-13356249	3	6	4	11	6	17	3	2	9	2	6	1	5	1	4	7	2	3	6	0	0	2	9	1	3	2	1	3	7	10	12	2	11	8	8	10	1	1	6	3	9	3	4	6	1	7	8	3	3	6	0	2	4	2	1	5	2	1	3	2	2	0	2	2	3	4	2	1	0	1	3	4	5	2	3	1	2	1	1	1	4	3	3	3	5	1	2	7	0	2	2	5	0	1	2	4	0	2	6	4	1	6	3	7	1	4	4	3	2	3	0	0	5	0
chr1:160528282-160530030	0	7	13	9	21	7	9	9	15	2	3	4	13	10	4	13	0	7	6	3	5	1	6	0	1	0	0	10	14	13	16	8	12	9	6	13	7	14	18	15	12	9	8	19	3	7	7	5	4	5	1	1	2	1	6	4	6	2	2	1	4	8	0	9	0	4	3	3	0	5	2	7	9	4	2	1	2	3	9	2	5	6	5	5	12	5	2	16	9	5	3	7	7	1	2	6	3	11	0	8	0	0	8	2	4	7	6	4	2	2	2	1	2	3
chr1:24653330-24653775	4	0	61	57	62	36	81	0	72	28	6	55	0	97	74	61	12	24	28	23	18	10	10	12	42	1	3	105	74	91	105	125	64	101	82	113	6	90	65	66	75	0	96	56	48	68	71	18	66	0	43	47	46	35	21	34	72	39	16	59	54	55	45	78	39	73	80	70	47	3	78	21	23	30	25	20	25	26	42	37	9	18	30	24	26	0	15	39	32	23	18	9	29	18	26	53	16	24	0	40	35	29	12	10	32	26	0	10	6	0	3	0	3	0
chr14:87709512-87724723	1	11	20	17	11	13	27	8	20	9	3	15	18	15	13	7	8	11	5	0	3	11	1	2	3	0	2	14	6	10	10	16	13	15	15	7	4	12	22	23	20	13	23	8	19	6	15	7	9	19	6	10	16	18	14	12	11	8	0	16	11	16	7	17	6	15	15	13	4	2	13	3	2	0	0	0	3	3	3	2	11	1	0	2	3	1	1	1	1	3	4	5	1	5	0	4	2	8	0	9	7	2	9	5	8	9	1	7	3	0	4	0	3	6
chr1:5159232-5171346	2	5	6	1	2	1	6	4	6	3	8	0	5	1	0	6	14	2	3	0	2	2	4	2	5	4	3	3	7	17	11	7	14	10	8	10	4	6	9	8	3	6	6	3	10	2	11	1	10	6	1	3	5	0	4	1	1	2	1	4	2	0	7	1	1	4	1	0	1	5	4	1	2	2	1	1	1	2	0	5	7	1	0	1	3	3	2	2	2	1	1	5	1	12	3	4	8	7	0	9	4	1	4	9	7	6	1	3	4	6	1	0	0	1
chr16:16833762-16836339	3	5	5	11	4	9	4	5	11	3	5	2	25	30	11	23	5	4	10	4	8	7	11	6	7	4	4	8	5	10	13	10	12	22	9	18	5	21	7	0	2	5	13	11	2	5	7	8	4	3	2	0	4	3	4	1	1	2	6	25	0	4	0	1	6	1	2	1	8	3	0	5	5	0	3	2	2	5	0	0	13	4	1	4	1	1	1	3	5	1	0	3	0	5	6	3	7	6	4	5	10	3	17	10	7	9	10	5	8	3	0	3	5	2
chr17:58900655-58901371	5	1	4	3	4	4	4	1	1	1	1	1	6	2	2	0	2	7	6	4	7	7	4	1	6	3	2	0	1	4	2	1	8	9	3	4	3	8	1	2	5	6	6	3	7	3	0	3	1	2	0	0	0	1	5	1	2	1	3	2	3	4	1	4	1	1	0	2	0	7	0	1	6	4	3	6	0	8	3	3	5	4	1	2	3	5	1	1	2	2	1	2	1	6	3	10	3	4	0	8	7	3	4	9	5	3	3	4	6	2	1	2	4	6
chr17:86795588-86803539	13	9	12	13	16	6	10	12	9	7	2	15	13	8	15	20	4	10	3	5	0	4	7	2	7	0	4	0	3	9	6	5	3	3	3	5	0	7	9	7	9	1	5	3	2	5	2	3	4	3	0	5	9	4	5	5	7	7	4	5	2	9	6	4	1	4	7	4	3	3	6	1	1	1	1	1	1	0	6	0	3	2	1	3	3	0	1	5	7	0	5	1	9	3	1	4	8	1	0	6	4	1	2	1	3	10	0	14	2	2	2	2	1	1
chr4:103176219-103188576	7	3	5	5	6	2	6	1	4	1	4	4	3	2	4	2	1	5	7	4	5	5	7	5	9	2	1	8	4	10	8	7	6	1	3	5	1	3	8	6	5	1	9	2	3	3	2	10	2	2	3	1	3	0	2	1	1	0	4	6	4	2	5	0	3	1	1	3	0	3	0	2	1	2	1	1	1	2	1	1	11	2	0	2	4	0	0	0	0	1	3	3	0	7	15	24	2	17	5	14	16	16	8	5	5	4	3	12	6	9	7	5	1	1
chr4:108574986-108584742	4	10	19	13	9	11	30	3	6	8	3	14	16	6	11	2	1	8	8	2	7	5	1	6	2	2	7	10	1	9	13	11	11	12	7	16	7	10	18	18	17	12	22	9	22	10	10	9	7	10	1	5	3	0	3	1	2	7	5	4	4	0	1	7	6	1	4	1	2	6	2	0	2	0	1	0	2	2	3	4	10	0	1	4	3	0	0	0	0	1	4	3	2	4	5	13	5	14	2	7	10	3	4	9	4	2	2	5	1	4	1	0	1	2
chr5:24184486-24196835	0	8	26	9	14	21	22	7	11	15	4	10	22	22	14	17	4	9	2	3	1	5	5	1	5	0	3	5	6	2	1	3	6	7	3	3	2	3	6	2	6	5	11	7	2	1	3	4	3	3	2	3	4	1	4	1	3	1	1	6	2	2	1	5	6	2	2	1	3	1	0	0	4	2	1	1	3	2	1	1	0	0	0	4	6	1	0	1	2	3	1	2	4	2	6	4	4	4	0	7	8	4	4	0	2	6	5	2	6	5	1	1	2	0
chr5:28536109-28544306	0	0	1	3	5	8	3	5	7	5	2	4	2	7	2	1	3	7	7	8	1	7	10	7	4	1	3	3	4	4	5	7	3	6	7	1	0	8	7	4	1	1	3	3	2	1	1	5	1	0	2	1	1	1	0	0	3	2	2	2	2	2	0	1	1	1	2	2	1	5	1	2	12	3	3	3	3	6	5	6	6	2	3	5	4	8	3	6	7	5	11	2	2	0	0	1	1	4	0	3	3	5	3	3	3	7	1	5	5	0	4	3	2	4
chr7:115959231-115967424	1	3	5	5	2	5	7	2	2	1	3	2	0	4	2	5	6	4	12	7	0	4	6	7	10	2	5	19	9	22	17	16	15	16	6	16	7	22	13	8	6	2	12	7	8	6	6	7	6	8	0	0	1	2	3	4	4	6	8	2	2	0	0	3	3	4	1	2	0	5	1	1	2	5	0	3	1	2	2	1	15	3	7	3	2	1	1	1	0	1	5	2	3	5	7	9	2	14	1	7	5	4	3	2	3	8	5	5	5	0	3	2	0	2
chr8:91658877-91660490	10	2	1	2	0	5	3	0	2	1	6	4	0	4	5	0	3	3	4	4	0	4	3	2	5	7	9	2	7	6	4	2	11	4	6	6	5	10	10	5	1	1	3	10	2	2	1	2	1	9	2	0	1	0	1	3	1	7	3	3	4	2	0	1	1	3	1	1	6	5	0	3	9	5	1	8	1	6	7	11	6	5	1	3	1	2	1	2	3	6	4	1	0	1	2	7	4	11	4	6	6	4	12	9	4	1	2	0	7	4	2	2	4	6
chr9:100658809-100685407	1	3	1	5	2	5	6	3	1	2	2	3	5	11	10	2	6	4	9	1	3	6	2	0	9	3	0	2	8	5	8	5	9	3	4	11	2	5	9	4	8	2	12	6	1	2	3	5	3	5	3	3	4	4	1	1	1	1	1	5	3	4	5	1	7	1	1	2	0	4	0	2	4	5	0	0	2	3	1	7	10	1	1	1	2	1	1	1	2	0	0	8	1	4	1	3	5	4	0	6	2	0	8	0	1	7	1	4	7	1	4	2	2	1
chr9:3441055-3460131	4	13	21	14	23	21	23	16	14	12	7	15	6	7	15	8	12	5	1	0	2	4	3	2	1	5	5	8	14	9	5	9	6	13	6	3	7	3	1	1	2	1	8	2	3	3	3	4	3	8	3	12	2	5	1	6	4	7	4	2	4	7	1	5	7	8	5	2	1	5	3	2	2	0	3	2	0	3	1	0	5	5	3	0	1	0	1	1	2	0	4	2	2	5	1	2	2	4	0	6	0	6	3	11	1	4	7	1	0	1	0	1	5	2
chrX:133162326-133168310	6	13	37	4	54	24	24	15	20	9	3	16	10	16	14	18	6	6	5	1	1	7	6	0	5	3	3	3	5	9	8	6	6	5	2	5	6	11	4	8	7	4	13	4	12	3	12	7	9	4	0	1	0	2	1	4	1	2	9	11	9	5	5	3	2	8	7	0	2	3	2	3	6	4	0	1	1	0	4	0	2	0	1	2	2	2	0	2	2	0	1	0	5	5	1	5	2	5	3	6	6	5	6	5	3	3	6	4	4	1	5	2	4	6
chrX:59349585-59366913	2	7	8	3	6	2	8	9	3	2	3	3	4	3	3	2	2	1	5	3	2	2	3	3	7	1	4	4	2	5	3	7	10	6	6	1	0	4	2	3	0	3	0	2	2	0	1	2	2	4	3	2	2	4	2	2	1	7	3	1	1	2	1	2	2	1	3	0	2	1	1	4	7	5	4	1	2	4	2	5	3	4	2	2	0	6	1	1	6	1	1	2	2	1	1	4	2	3	0	4	4	0	4	8	3	3	0	6	2	0	4	0	2	6
chr10:50624902-50643603	10	4	1	1	3	13	11	3	6	1	3	3	8	8	2	8	0	11	10	4	14	15	3	7	6	2	5	9	5	8	11	4	4	10	0	6	4	0	12	4	1	7	13	4	5	9	4	6	1	2	2	0	0	3	1	4	1	0	13	2	0	0	0	2	0	1	3	0	1	12	1	3	5	2	7	5	1	3	1	5	21	6	5	5	2	1	3	3	6	6	3	2	3	5	5	3	3	2	0	3	4	4	7	9	11	6	9	4	11	4	2	4	3	1
chr11:120853175-120853602	3	3	3	1	1	0	3	4	2	2	2	2	3	5	2	6	11	7	7	3	4	1	1	4	1	0	0	2	6	3	9	4	5	5	2	5	1	8	0	14	4	3	14	6	7	8	12	10	2	15	4	6	1	4	5	6	0	2	1	5	8	8	11	6	2	12	3	3	4	2	6	2	7	0	1	8	4	1	1	6	8	0	1	7	0	6	1	8	9	3	1	0	3	3	2	2	2	11	0	6	4	3	5	3	3	1	0	4	6	1	0	2	7	1
chr1:150303871-150305296	0	3	5	4	10	2	3	8	1	5	0	5	3	15	8	4	2	3	3	4	1	5	4	1	3	4	1	1	6	7	4	3	4	6	3	11	0	7	7	8	7	5	5	1	1	1	2	1	7	4	3	0	1	7	1	1	2	5	0	7	4	3	5	1	2	3	1	3	2	0	1	3	6	0	3	1	3	6	2	2	2	4	3	1	2	8	3	5	0	7	4	1	2	3	0	6	8	2	2	2	1	3	5	3	2	3	2	2	5	4	0	0	1	0
chr15:33250072-33302693	0	9	16	3	4	6	13	3	9	2	4	5	6	2	8	5	5	5	5	5	1	8	6	4	5	2	5	4	6	4	6	11	3	10	10	6	4	8	4	7	14	2	6	5	2	3	7	3	7	1	0	2	2	0	1	3	3	0	4	3	5	4	8	1	3	3	0	0	3	5	3	8	0	1	3	1	5	0	0	2	6	2	3	5	5	3	0	2	5	3	4	5	4	4	1	2	2	8	4	6	5	1	1	9	3	14	3	1	1	2	1	3	0	0
chr16:3955230-3956849	1	10	2	4	11	9	20	4	4	0	2	4	6	4	2	3	4	4	2	1	0	1	3	2	1	1	2	1	9	7	11	3	13	6	3	7	1	7	6	3	5	0	5	3	4	5	6	2	6	12	9	12	4	19	7	19	4	20	0	10	7	13	20	6	6	12	14	13	8	6	3	2	3	0	0	3	2	1	1	0	2	1	0	4	1	4	1	1	7	4	3	2	3	1	1	1	3	4	2	1	0	2	1	3	2	3	2	8	5	1	2	0	0	0
chr16:62647527-62651176	4	8	11	8	9	10	24	7	5	6	0	16	17	10	14	6	7	8	2	7	6	12	12	3	5	1	0	1	4	4	5	6	1	7	5	3	4	12	6	2	9	1	2	10	4	0	3	2	2	5	3	10	7	0	5	4	3	1	3	4	2	7	6	12	2	3	4	6	3	3	4	3	0	5	1	3	4	0	4	3	5	2	1	3	0	3	5	0	1	0	0	3	13	3	4	2	3	3	3	3	2	2	1	6	0	10	6	8	5	3	1	6	0	4
chr16:94184771-94194033	6	17	13	6	11	18	8	6	10	8	5	7	3	17	9	16	12	11	15	15	4	10	9	3	9	3	18	6	4	9	8	4	1	8	5	0	2	4	6	6	7	4	8	3	3	0	3	10	2	1	1	3	1	1	1	0	3	2	0	1	2	2	2	2	3	2	1	3	2	12	4	1	1	1	0	1	1	0	2	0	14	2	0	0	4	0	1	1	0	1	0	8	3	7	3	17	12	20	2	17	5	3	2	18	9	19	5	4	8	5	6	6	5	13
chr17:50913323-50918223	10	1	1	6	0	0	3	1	1	0	10	1	3	7	8	3	10	7	20	10	12	7	10	11	21	10	1	3	0	10	12	4	1	4	2	0	3	1	5	5	3	2	3	4	6	3	12	11	13	1	1	1	4	1	1	2	1	0	10	0	1	2	7	0	3	1	2	2	0	7	3	0	6	2	0	1	4	1	2	1	23	4	4	5	2	2	6	2	3	0	5	10	6	11	5	2	17	4	4	12	6	10	14	17	9	15	8	5	10	13	11	11	5	9
chr18:82682963-82700412	1	3	13	3	13	9	5	6	7	6	2	3	1	10	6	8	0	1	4	0	2	3	1	1	6	0	2	6	2	4	1	1	7	4	9	8	0	3	4	3	7	1	5	4	1	5	3	2	2	3	8	7	2	3	3	3	1	8	4	3	2	8	7	12	1	1	3	2	14	4	2	1	3	1	3	0	1	2	0	6	3	2	0	6	3	0	3	4	2	1	6	3	3	4	2	3	1	7	0	2	3	0	1	2	5	0	7	3	5	1	3	0	5	1
chr19:29731000-29763849	6	11	1	3	4	4	10	4	4	3	5	4	5	10	6	5	6	2	4	4	1	1	4	0	15	1	14	7	4	10	3	0	7	15	2	3	3	15	3	9	2	2	8	3	3	4	6	9	12	12	0	5	4	2	1	2	2	3	6	3	0	3	4	6	4	2	2	1	1	6	4	0	1	2	1	1	0	4	4	1	14	0	4	0	0	1	5	1	0	0	2	6	0	2	12	14	5	7	1	6	6	13	2	5	9	9	2	10	6	2	2	5	3	4
chr19:37302547-37308011	5	1	4	0	8	3	3	0	5	8	0	12	3	6	5	11	2	7	3	5	1	5	3	1	3	0	7	2	2	1	4	4	3	5	1	8	2	2	7	2	4	0	7	3	8	4	5	0	6	7	7	1	1	5	2	2	4	2	0	7	17	4	12	17	10	8	6	4	6	3	8	1	0	1	2	2	0	1	3	2	3	1	2	9	9	3	4	6	3	2	5	4	8	1	2	4	2	3	0	1	0	5	1	3	2	3	3	2	5	1	1	3	0	3
chr2:129652408-129653157	10	3	1	0	12	3	0	3	0	3	2	1	3	0	2	3	5	13	4	0	10	7	8	3	12	1	7	3	4	12	9	12	3	5	2	4	2	4	9	7	9	1	6	12	2	5	12	1	6	0	4	6	6	3	2	14	10	10	3	12	5	3	13	4	6	7	9	8	9	16	6	3	2	0	2	1	1	0	1	11	9	1	3	2	0	2	0	0	0	6	3	3	2	10	2	5	11	10	2	12	5	5	7	8	6	11	3	6	8	4	8	3	1	5
chr2:156019553-156020872	2	9	6	3	6	13	1	3	5	8	1	5	21	48	12	23	3	6	6	2	18	9	8	6	4	0	14	8	10	10	6	5	8	4	7	5	5	5	2	6	4	5	2	2	5	1	4	7	5	1	6	11	2	2	3	4	4	5	3	6	5	5	2	2	2	1	3	0	2	4	4	7	0	2	0	3	0	2	2	2	12	0	0	0	0	1	4	6	5	1	1	6	0	8	4	1	8	4	0	10	1	6	9	9	7	2	4	3	2	3	12	0	3	6
chr2:181188164-181189346	4	6	4	2	6	11	7	6	4	4	0	5	3	6	7	4	7	4	1	3	3	2	1	4	4	1	0	3	4	5	4	2	6	0	3	3	3	6	1	6	1	2	1	1	4	3	2	3	2	7	3	2	14	2	8	8	6	5	3	18	2	3	3	6	3	9	5	4	5	3	3	3	2	3	3	4	4	3	4	2	0	0	0	2	3	0	4	6	1	3	0	3	4	3	0	4	1	5	1	2	1	2	3	1	5	3	3	4	0	2	0	0	3	6
chr2:5978280-5993283	3	10	4	4	1	9	16	8	7	5	3	2	4	2	4	9	4	3	2	2	10	7	7	1	3	1	1	4	7	10	19	3	3	14	2	8	1	11	9	4	3	3	15	10	1	3	3	2	1	0	0	1	4	4	2	0	0	4	2	3	1	4	3	2	4	1	0	3	4	6	1	10	6	2	5	1	8	3	7	1	5	7	0	7	4	2	3	3	2	5	4	2	4	1	3	2	1	2	1	5	5	9	0	7	0	1	5	0	2	0	0	0	1	2
chr2:68221258-68240485	6	59	64	50	53	86	54	22	38	27	10	25	61	36	36	29	6	10	25	4	4	6	8	5	8	2	3	78	82	80	106	60	118	102	66	72	5	75	68	60	68	49	73	74	40	38	29	4	30	11	6	7	14	8	10	3	13	8	4	12	7	6	11	9	13	8	10	6	8	6	4	1	0	0	0	0	3	1	0	0	10	1	0	2	4	2	0	0	0	2	0	4	0	11	5	17	3	25	3	18	10	15	4	5	3	22	8	10	29	11	5	6	6	4
chr5:104001899-104002345	4	1	0	6	0	2	11	0	4	1	2	4	1	6	5	3	4	7	5	7	2	7	5	3	12	1	7	17	14	13	14	20	12	7	8	17	5	5	9	8	15	15	14	0	13	13	16	12	21	12	9	3	2	8	13	0	8	3	8	15	7	3	6	15	1	4	3	9	7	18	5	5	0	1	4	3	1	3	3	0	5	1	0	4	0	4	1	7	4	4	3	7	0	9	6	6	9	4	0	4	7	6	5	7	8	10	2	13	2	0	6	3	3	8
chr5:118230561-118233794	0	13	11	11	14	15	9	3	17	8	0	14	12	14	13	20	3	15	8	1	3	5	4	4	10	1	1	7	8	13	13	18	20	11	2	17	3	6	20	10	12	6	13	7	8	8	4	6	12	7	11	9	9	17	15	6	10	6	3	13	12	8	5	13	3	6	6	11	9	7	8	0	2	1	5	3	1	0	2	2	5	4	2	4	1	6	0	4	2	6	3	3	2	0	2	2	18	3	1	9	3	2	0	0	2	7	0	2	3	3	2	0	0	0
