ID	seqnames	end	start	jxntype	overlapL	overlapR	MedianAS	GenomicSize	SplicedSize	LeftBorder	RightBorder	LeftEnvelope	RightEnvelope	EnvelopingStrand	EnvelopingJxnType	Exons	ExonStarts	Exonsizes
chr19:45624174-45628960	chr19	45628960	45624174	1	2	0	296.5	4786	416	4775	152	.	.	.	.	3	0,527,4690	133,187,96
chr2:165647107-165649849	chr2	165649849	165647107	2	0	0	296	2742	446	7172	4419	.	.	.	.	2	0,2487	191,255
chr2:68189158-68240485	chr2	68240485	68189158	2	1	2	297	51327	888	44210	61492	.	.	.	.	9	0,171,7259,9582,10181,32099,33296,39609,51214	66,50,135,103,111,57,143,110,113
chr4:121039803-121047455	chr4	121047455	121039803	2	0	2	296.75	7652	371	11119	24576	.	.	.	.	3	0,5608,7497	133,83,155
chr4:144743305-144746839	chr4	144746839	144743305	2	0	2	297	3534	329	33285	24691	.	.	.	.	2	0,3401	196,133
chr5:103930990-103932379	chr5	103932379	103930990	2	0	2	297	1389	979	28378	26549	.	.	.	.	2	0,531	121,858
chr9:22798877-22799292	chr9	22799292	22798877	2	3	2	298	415	243	75037	.	.	.	.	.	2	0,280	108,135
chr10:8656283-8665365	chr10	8665365	8656283	2	2	0	298	9082	345	23757	24639	.	.	.	.	4	0,3678,5828,9041	102,114,88,41
chr11:80141034-80141952	chr11	80141952	80141034	2	0	1	296	918	215	1669	1840	.	.	.	.	2	0,834	131,84
chr12:3885027-3923428	chr12	3923428	3885027	2	1	2	297	38401	801	27906	22114	.	.	.	.	5	0,14607,30957,37807,38254	234,106,269,45,147
chr12:51668563-51708496	chr12	51708496	51668563	2	1	1	298	39933	1502	1858	6653	.	.	.	.	12	0,1395,5329,5732,5924,7593,26213,28323,30891,33621,39370,39829	141,169,123,49,177,135,143,128,175,83,75,104
chr14:4506375-4506635	chr14	4506635	4506375	2	0	2	296.5	260	260	39206	37401	.	.	.	.	1	0	260
chr16:84810515-84840631	chr16	84840631	84810515	1	1	0	298	30116	769	35341	12580	.	.	.	.	6	0,1604,11225,11795,16604,29948	100,130,160,76,135,168
chr19:38512359-38513896	chr19	38513896	38512359	2	1	1	296	1537	1537	17390	94990	.	.	.	.	1	0	1537
chr2:152144072-152150351	chr2	152150351	152144072	2	0	2	298	6279	558	7632	1954	.	.	.	.	4	0,2793,5836,6177	186,82,188,102
chr2:166781555-166783412	chr2	166783412	166781555	2	0	0	297	1857	546	2195	522	.	.	.	.	4	0,274,1582,1771	151,210,99,86
chr2:70599206-70617339	chr2	70617339	70599206	2	2	2	296	18133	261	11312	15984	.	.	.	.	3	0,1141,18014	69,73,119
chr3:88907035-88915184	chr3	88915184	88907035	2	0	2	296	8149	987	13937	15140	.	.	.	.	3	0,2044,7413	148,103,736
chr3:95948650-95950240	chr3	95950240	95948650	2	0	2	298	1590	418	7514	3423	.	.	.	.	3	0,970,1455	168,115,135
chr4:108940286-108959789	chr4	108959789	108940286	2	1	0	299	19503	626	9939	5288	.	.	.	.	8	0,3237,4305,8571,15413,16831,18026,19407	160,106,92,40,52,31,49,96
chr4:117439797-117472438	chr4	117472438	117439797	2	1	2	297.5	32641	344	17701	34065	.	.	.	.	4	0,6497,10470,32568	117,61,93,73
chr4:150515980-150523925	chr4	150523925	150515980	2	0	1	294	7945	197	24858	29226	.	.	.	.	2	0,7819	71,126
chr4:156405278-156409050	chr4	156409050	156405278	2	0	2	295	3772	589	252	401	.	.	.	.	4	0,310,3078,3564	69,103,209,208
chr4:53127597-53133015	chr4	53133015	53127597	2	0	0	297	5418	356	18311	10914	.	.	.	.	3	0,1123,5324	119,143,94
chr5:113323071-113341773	chr5	113341773	113323071	2	0	1	296	18702	4630	73627	25497	.	.	.	.	5	0,6848,13080,15398,18555	135,2665,89,1594,147
chr7:109626278-109630973	chr7	109630973	109626278	2	1	0	297	4695	396	8562	5177	.	.	.	.	3	0,2619,4536	82,155,159
chr8:95558401-95559328	chr8	95559328	95558401	2	0	2	297	927	339	2542	5253	.	.	.	.	2	0,741	153,186
chr9:64632784-64635711	chr9	64635711	64632784	2	0	2	297	2927	472	8513	9154	.	.	.	.	3	0,1121,2731	81,195,196
chr9:72577237-72584816	chr9	72584816	72577237	0	0	5	300	7579	359	7341	8526	.	.	.	.	4	0,1274,7359,7537	162,75,80,42
chr10:42665296-42673729	chr10	42673729	42665296	2	1	1	299.25	8433	403	5640	1013	.	.	.	.	5	0,1878,5474,6905,8382	115,114,63,60,51
chr11:54434405-54459322	chr11	54459322	54434405	2	1	1	298	24917	429	20460	42291	.	.	.	.	5	0,2793,9210,17745,24773	71,58,85,71,144
chr11:75642707-75650254	chr11	75650254	75642707	2	0	1	296	7547	653	18789	5191	.	.	.	.	4	0,3692,4935,7410	200,108,208,137
chr12:85168761-85170645	chr12	85170645	85168761	2	0	2	298	1884	329	2642	4439	.	.	.	.	3	0,792,1786	153,78,98
chr13:36416105-36430477	chr13	36430477	36416105	2	0	3	297	14372	292	24375	95442	.	.	.	.	2	0,14240	160,132
chr14:31204748-31214413	chr14	31214413	31204748	2	0	1	297	9665	449	2980	1140	.	.	.	.	3	0,4779,9530	142,172,135
chr14:6175090-6191964	chr14	6191964	6175090	1	1	3	296	16874	957	15640	7158	.	.	.	.	6	0,3737,11199,12787,13858,16651	186,166,112,147,123,223
chr1:52747323-52748914	chr1	52748914	52747323	2	0	3	296	1591	1591	31588	16954	.	.	.	.	1	0	1591
chr15:88978340-88981022	chr15	88981022	88978340	2	0	1	296.5	2682	600	1229	1812	.	.	.	.	3	0,1461,2401	187,132,281
chr17:28647326-28660027	chr17	28660027	28647326	2	2	2	298	12701	531	12326	486	.	.	.	.	4	0,868,9639,12575	115,144,146,126
chr17:5090855-5177299	chr17	5177299	5090855	2	1	0	296	86444	466	44087	115803	.	.	.	.	3	0,56993,86333	195,160,111
chr17:74548900-74565500	chr17	74565500	74548900	2	1	2	297	16600	378	15253	17469	.	.	.	.	4	0,3069,13322,16518	112,114,70,82
chr18:80952807-80961093	chr18	80961093	80952807	2	3	1	297	8286	440	17668	15945	.	.	.	.	3	0,3204,8112	114,152,174
chr2:14120628-14122346	chr2	14122346	14120628	2	0	2	298	1718	320	13331	11010	.	.	.	.	3	0,160,1571	76,97,147
chr3:88253752-88256751	chr3	88256751	88253752	2	0	3	298	2999	366	986	571	.	.	.	.	4	0,1072,2696,2930	90,80,127,69
chr4:43087903-43115160	chr4	43115160	43087903	2	0	0	298.5	27257	508	28617	46282	.	.	.	.	6	0,3324,7842,8995,13897,27199	30,101,119,125,75,58
chr4:44133640-44137661	chr4	44137661	44133640	2	0	0	297	4021	315	1996	1008	.	.	.	.	3	0,1249,3914	122,86,107
chr5:21124523-21132728	chr5	21132728	21124523	2	0	4	294	8205	749	11280	17549	.	.	.	.	2	0,8094	638,111
chr6:38417390-38447157	chr6	38447157	38417390	2	0	0	297.5	29767	1002	5856	8841	.	.	.	.	6	0,12414,21019,22507,23098,29696	93,103,139,105,491,71
chr7:117792673-117795258	chr7	117795258	117792673	2	2	1	296	2585	598	2534	2155	.	.	.	.	3	0,1585,2360	270,103,225
chr8:65264332-65287220	chr8	65287220	65264332	2	0	3	297	22888	356	31437	15064	.	.	.	.	3	0,11310,22762	122,108,126
chr9:121556382-121560631	chr9	121560631	121556382	2	0	0	299	4249	347	7770	6822	.	.	.	.	5	0,1261,2319,2680,4161	75,109,46,29,88
chr9:55083475-55093044	chr9	55093044	55083475	2	0	2	300	9569	438	7883	6081	.	.	.	.	5	0,4281,6910,8712,9478	57,142,86,62,91
chr11:84083905-84086513	chr11	84086513	84083905	2	0	2	295.5	2608	297	8202	18470	.	.	.	.	2	0,2358	47,250
chr12:110745730-110746324	chr12	110746324	110745730	2	1	3	296	594	594	36972	13223	.	.	.	.	1	0	594
chr12:84344785-84355206	chr12	84355206	84344785	2	0	2	298	10421	786	1654	2486	.	.	.	.	5	0,4225,7914,9764,10333	192,172,211,123,88
chr1:37529341-37537821	chr1	37537821	37529341	2	0	2	296	8480	444	23676	37298	.	.	.	.	3	0,5612,8312	134,142,168
chr14:47253734-47254252	chr14	47254252	47253734	2	1	0	296	518	518	131260	36054	.	.	.	.	1	0	518
chr14:79246604-79263517	chr14	79263517	79246604	2	1	2	298	16913	404	294	12047	.	.	.	.	4	0,9442,11415,16841	116,108,108,72
chr15:57915620-57918478	chr15	57918478	57915620	2	2	0	296	2858	2858	570	8972	57912182	57932714	2	2	1	0	2858
chr16:20475293-20476359	chr16	20476359	20475293	2	1	1	298.5	1066	383	601	364	.	.	.	.	3	0,324,938	147,108,128
chr1:64117866-64118493	chr1	64118493	64117866	2	0	5	296	627	627	36269	41565	.	.	.	.	1	0	627
chr16:91579049-91590655	chr16	91590655	91579049	2	1	1	297	11606	380	52561	7759	.	.	.	.	4	0,1901,3126,11445	60,94,65,161
chr17:50343969-50362655	chr17	50362655	50343969	2	2	0	296	18686	712	32583	30940	.	.	.	.	3	0,10355,18295	116,205,391
chr19:4370180-4371084	chr19	4371084	4370180	2	1	3	298	904	375	870	1330	.	.	.	.	2	0,745	216,159
chr2:104606517-104610605	chr2	104610605	104606517	2	0	1	296	4088	797	5496	6259	.	.	.	.	4	0,1146,1964,3762	218,135,118,326
chr5:138614828-138615316	chr5	138615316	138614828	2	2	2	296	488	488	.	.	.	.	.	.	1	0	488
chr5:20994627-20999479	chr5	20999479	20994627	2	2	2	297	4852	343	7137	7420	.	.	.	.	2	0,4665	156,187
chr6:31426431-31436002	chr6	31436002	31426431	0	0	2	295	9571	258	947	9063	.	.	.	.	3	0,2022,9458	78,67,113
chr9:77682361-77686917	chr9	77686917	77682361	2	3	1	297	4556	411	8779	1448	.	.	.	.	3	0,1046,4442	113,184,114
chr10:117191840-117203893	chr10	117203893	117191840	1	2	1	296	12053	1605	82	8850	.	.	.	.	8	0,3057,4504,4920,6078,7039,10145,11843	190,155,117,506,175,147,105,210
chr11:62324389-62329341	chr11	62329341	62324389	2	2	2	296.25	4952	315	10495	8282	.	.	.	.	2	0,4774	137,178
chr12:111744454-111755893	chr12	111755893	111744454	2	1	0	298	11439	832	982	4189	.	.	.	.	8	0,578,3631,3923,7251,7414,9467,11304	88,103,175,101,51,69,110,135
chr13:55393331-55395890	chr13	55395890	55393331	2	2	2	296	2559	2559	6655	12266	.	.	.	.	1	0	2559
chr14:14718190-14730314	chr14	14730314	14718190	2	0	1	295.5	12124	748	5085	.	.	.	.	.	4	0,6599,7504,11895	113,193,213,229
chr14:21284901-21290639	chr14	21290639	21284901	2	0	0	296	5738	282	64954	77441	.	.	.	.	2	0,5629	173,109
chr15:35668847-35675098	chr15	35675098	35668847	2	1	2	297	6251	476	4065	34173	.	.	.	.	3	0,2597,6107	204,128,144
chr17:26955763-26982422	chr17	26982422	26955763	2	0	1	296.75	26659	1998	20960	7843	.	.	.	.	7	0,2753,5252,21015,22970,25448,26536	195,127,1091,196,191,75,123
chr17:51224555-51242586	chr17	51242586	51224555	2	2	0	297.75	18031	489	42818	28134	.	.	.	.	5	0,1464,1634,2987,17928	173,71,52,90,103
chr18:54028603-54039741	chr18	54039741	54028603	2	0	2	296.25	11138	536	32930	10305	.	.	.	.	3	0,7321,11068	424,42,70
chr18:61273863-61274862	chr18	61274862	61273863	2	2	2	298	999	317	3168	4638	.	.	.	.	2	0,867	185,132
chr18:65771821-65789703	chr18	65789703	65771821	2	0	2	296	17882	806	13415	26262	65758406	65815965	1	1	4	0,5442,12809,17600	182,178,164,282
chr2:70568765-70617339	chr2	70617339	70568765	1	2	2	296.25	48574	1106	6354	15984	.	.	.	.	11	0,3632,7081,7512,10813,12013,13813,16018,19052,31582,48455	67,190,138,112,94,91,97,48,77,73,119
chr2:72800499-72801858	chr2	72801858	72800499	2	0	3	296.5	1359	1359	8790	7383	.	.	.	.	1	0	1359
chr2:91310658-91312325	chr2	91312325	91310658	2	0	0	297.25	1667	519	1646	3773	.	.	.	.	3	0,379,1544	218,178,123
chr4:129072034-129077510	chr4	129077510	129072034	2	1	2	297	5476	730	22731	5654	.	.	.	.	6	0,1947,3500,3725,4090,5359	92,84,100,135,202,117
chr4:87758919-87759626	chr4	87759626	87758919	1	0	1	296	707	707	46670	32448	.	.	.	.	1	0	707
chr5:104033773-104034156	chr5	104034156	104033773	2	0	2	296	383	383	9617	4424	.	.	.	.	1	0	383
chr9:110402680-110403342	chr9	110403342	110402680	2	0	2	296	662	662	1545	2847	.	.	.	.	1	0	662
chr9:45802102-45811554	chr9	45811554	45802102	1	2	0	296	9452	854	18836	4513	.	.	.	.	4	0,5280,7627,8941	140,142,61,511
chr11:105131187-105138421	chr11	105138421	105131187	2	1	0	298	7234	439	19007	1889	.	.	.	.	4	0,1207,6412,7097	96,94,112,137
chr11:74819819-74881041	chr11	74881041	74819819	2	0	2	297	61222	2785	227	48397	.	.	.	.	9	0,2583,3347,6001,6365,16528,17013,52858,61076	1756,194,112,108,80,112,214,63,146
chr13:3606314-3607057	chr13	3607057	3606314	2	1	2	296.5	743	331	1767	2934	.	.	.	.	2	0,611	199,132
chr1:66840208-66846763	chr1	66846763	66840208	2	0	0	296	6555	1200	21415	699	.	.	.	.	2	0,6475	1120,80
chr16:94063451-94069557	chr16	94069557	94063451	2	2	2	297	6106	1279	31256	19093	.	.	.	.	3	0,4783,5943	183,933,163
chr17:50354325-50362655	chr17	50362655	50354325	1	1	2	296	8330	595	10240	30940	.	.	.	.	2	0,7939	204,391
chr17:65017699-65021707	chr17	65021707	65017699	2	3	1	297.5	4008	628	29078	16491	.	.	.	.	4	0,1547,2857,3893	166,223,124,115
chr2:24746618-24767638	chr2	24767638	24746618	1	1	0	297	21020	700	3803	6519	.	.	.	.	5	0,1566,6616,7165,20848	121,79,190,138,172
chr4:35083770-35084389	chr4	35084389	35083770	2	1	1	296	619	619	97651	72862	.	.	.	.	1	0	619
chr5:123847445-123857591	chr5	123857591	123847445	2	0	0	300	10146	403	121	.	.	.	.	.	5	0,4683,5242,7601,10109	104,79,107,76,37
chr6:29863142-29871285	chr6	29871285	29863142	2	0	0	298	8143	355	1730	7242	.	.	.	.	3	0,7424,8042	109,145,101
chr8:61782253-61783052	chr8	61783052	61782253	2	1	2	298	799	372	102900	19381	.	.	.	.	2	0,703	276,96
chr9:41968567-41983642	chr9	41983642	41968567	2	0	0	298	15075	750	10609	9441	.	.	.	.	6	0,6443,6715,10525,13800,14973	89,75,119,194,171,102
chrX:70274997-70303432	chrX	70303432	70274997	2	2	1	298	28435	455	16243	24774	.	.	.	.	5	0,1680,3460,22859,28333	71,74,96,112,102
chr1:128079481-128081136	chr1	128081136	128079481	2	1	2	296	1655	420	48260	8802	.	.	.	.	2	0,1444	209,211
chr11:4467741-4496268	chr11	4496268	4467741	2	0	2	298	28527	625	10054	2960	.	.	.	.	6	0,3090,10094,10575,13480,28447	167,84,118,91,85,80
chr14:56986292-57009463	chr14	57009463	56986292	2	1	0	297	23171	792	20257	5784	.	.	.	.	5	0,9794,12998,15313,22869	109,86,198,97,302
chr15:72871821-72903492	chr15	72903492	72871821	2	3	1	297	31671	611	36285	10533	.	.	.	.	4	0,12833,25989,31549	144,218,127,122
chr16:44020977-44025443	chr16	44025443	44020977	2	0	2	295	4466	178	1446	3675	.	.	.	.	3	0,1123,4383	65,30,83
chr17:26958517-26982422	chr17	26982422	26958517	2	0	1	297	23905	1802	2559	7843	.	.	.	.	6	0,2498,18261,20216,22694,23782	126,1091,196,191,75,123
chr17:26976779-26982422	chr17	26982422	26976779	2	2	1	297	5643	584	14673	7843	.	.	.	.	4	0,1954,4432,5520	195,191,75,123
chr18:36779744-36781793	chr18	36781793	36779744	2	2	1	296	2049	1760	1451	5352	.	.	.	.	2	0,439	150,1610
chr18:70713724-70727470	chr18	70727470	70713724	2	0	0	297	13746	423	11685	22165	.	.	.	.	3	0,12549,13622	160,139,124
chr19:24323601-24337515	chr19	24337515	24323601	1	3	2	297	13914	735	42090	18650	.	.	.	.	6	0,3896,8880,11792,11973,13702	145,157,86,50,85,212
chr19:25386450-25389128	chr19	25389128	25386450	2	0	2	296	2678	2678	1895	10379	.	.	.	.	1	0	2678
chr2:146866635-146868359	chr2	146868359	146866635	2	0	0	297	1724	284	79	75	.	.	.	.	3	0,479,1665	112,113,59
chr3:109433185-109435700	chr3	109435700	109433185	2	0	0	297	2515	330	4341	34358	.	.	.	.	3	0,1544,2405	86,134,110
chr4:109719006-109748187	chr4	109748187	109719006	2	0	2	297	29181	382	19439	34307	.	.	.	.	3	0,21826,29092	155,138,89
chr5:36728640-36729381	chr5	36729381	36728640	2	0	2	296	741	741	27998	1342	.	.	.	.	1	0	741
chr5:3805594-3822787	chr5	3822787	3805594	1	2	0	296	17193	756	8455	22641	.	.	.	.	3	0,13834,16922	183,302,271
chr6:35041833-35057161	chr6	35057161	35041833	2	2	2	297	15328	908	8629	53275	.	.	.	.	6	0,3689,4471,5318,13082,15062	125,127,103,88,199,266
chr6:99412177-99433541	chr6	99433541	99412177	2	0	1	294	21364	252	5676	3753	.	.	.	.	2	0,21242	130,122
chr7:97893156-97915454	chr7	97915454	97893156	2	1	1	297.75	22298	398	13433	43100	.	.	.	.	6	0,7940,13746,15455,17637,22187	59,37,83,54,54,111
chr8:41535651-41537877	chr8	41537877	41535651	1	1	1	296	2226	2226	6186	27852	41529465	41586517	2	2	1	0	2226
chr10:17965196-17972084	chr10	17972084	17965196	2	0	2	296.5	6888	987	33332	7817	.	.	.	.	7	0,3396,3721,4330,4961,5396,6733	124,198,155,126,164,65,155
chr10:75520126-75535929	chr10	75535929	75520126	1	0	0	296	15803	630	25494	13357	.	.	.	.	3	0,10422,15620	114,333,183
chr1:133680827-133681487	chr1	133681487	133680827	1	2	0	296.5	660	660	12977	31118	.	.	.	.	1	0	660
chr1:16510547-16579632	chr1	16579632	16510547	2	0	2	296	69085	496	46112	9764	.	.	.	.	4	0,22711,45696,69018	136,161,132,67
chr11:74547249-74548165	chr11	74548165	74547249	2	0	2	298	916	375	2621	1846	.	.	.	.	2	0,744	203,172
chr13:63208849-63216099	chr13	63216099	63208849	2	1	3	297	7250	406	27845	88260	.	.	.	.	2	0,7004	160,246
chr13:98065919-98073369	chr13	98073369	98065919	2	2	1	297	7450	870	29594	2598	.	.	.	.	4	0,1366,7263,7411	295,487,49,39
chr15:55072127-55081669	chr15	55081669	55072127	2	0	2	297	9542	499	27687	33733	.	.	.	.	4	0,3460,6756,9437	186,136,72,105
chr18:10119885-10132272	chr18	10132272	10119885	2	1	1	297.5	12387	600	3022	2143	.	.	.	.	5	0,2723,9419,11644,12242	61,161,93,140,145
chr18:6448905-6450639	chr18	6450639	6448905	1	1	0	297	1734	768	6992	1593	.	.	.	.	4	0,1163,1391,1560	353,150,91,174
chr19:32769949-32777499	chr19	32777499	32769949	2	2	3	293.5	7550	329	16449	11596	.	.	.	.	3	0,5521,7311	45,45,239
chr3:132456948-132480357	chr3	132480357	132456948	2	0	1	287.5	23409	376	8099	26907	.	.	.	.	3	0,1320,23233	37,163,176
chr3:133026697-133053951	chr3	133053951	133026697	2	0	1	298	27254	502	10654	19632	.	.	.	.	6	0,1635,5711,9456,18326,27127	65,46,55,121,88,127
chr4:130445465-130457859	chr4	130457859	130445465	2	0	3	296	12394	728	11304	10914	130428422	130468773	1	1	4	0,1018,9843,12123	109,180,168,271
chr4:84209930-84211899	chr4	84211899	84209930	2	1	2	296	1969	1969	15245	97226	.	.	.	.	1	0	1969
chr5:96239443-96246172	chr5	96246172	96239443	2	0	0	297	6729	383	5290	7902	.	.	.	.	3	0,2576,6660	155,159,69
chr6:119029562-119034476	chr6	119034476	119029562	2	2	1	297	4914	428	272276	50411	.	.	.	.	2	0,4592	106,322
chr8:78037360-78091789	chr8	78091789	78037360	2	3	1	297	54429	643	33423	17564	.	.	.	.	6	0,33908,35540,40882,47815,54354	151,161,107,60,89,75
chr1:139013621-139038223	chr1	139038223	139013621	2	0	2	297	24602	378	4609	23185	.	.	.	.	4	0,4570,16084,24500	46,103,127,102
chr12:76078050-76085859	chr12	76085859	76078050	2	0	2	297	7809	824	1375	1268	.	.	.	.	5	0,220,2318,4253,7612	120,199,175,133,197
chr12:98719037-98730237	chr12	98730237	98719037	2	0	2	298	11200	1205	5255	10266	.	.	.	.	7	0,3406,4230,5733,6940,7531,11044	115,42,197,431,162,102,156
chr13:18994602-18998463	chr13	18998463	18994602	2	0	2	296	3861	335	1973	9486	.	.	.	.	3	0,1134,3794	120,148,67
chr15:4076947-4089478	chr15	4089478	4076947	2	1	2	297	12531	456	10283	31171	.	.	.	.	4	0,6249,10203,12470	136,151,108,61
chr16:35269773-35287027	chr16	35287027	35269773	2	2	0	298.25	17254	503	11222	24071	.	.	.	.	6	0,4047,6692,7058,14931,17127	61,94,47,85,89,127
chr17:25329201-25332231	chr17	25332231	25329201	2	0	1	297	3030	600	2831	1679	.	.	.	.	4	0,479,888,2752	103,149,70,278
chr19:28508273-28517808	chr19	28517808	28508273	2	1	1	296	9535	1322	172920	125344	.	.	.	.	2	0,9327	1114,208
chr19:4392875-4444920	chr19	4444920	4392875	2	1	2	296	52045	1547	11577	1418	.	.	.	.	11	0,2670,5798,7329,8889,9420,13900,18690,19129,19928,51944	395,128,117,155,95,108,180,48,80,140,101
chr2:144097260-144099913	chr2	144099913	144097260	2	0	0	298	2653	404	397	1063	.	.	.	.	4	0,158,1759,2529	76,107,97,124
chr3:55987280-55998541	chr3	55998541	55987280	1	2	0	296.5	11261	950	21028	91851	.	.	.	.	7	0,2512,5382,6303,7115,7537,11029	147,121,128,123,97,102,232
chr4:128951977-128952242	chr4	128952242	128951977	0	0	4	296	265	265	.	.	.	.	.	.	1	0	265
chr5:25552359-25558406	chr5	25558406	25552359	2	2	1	297	6047	641	2322	926	.	.	.	.	5	0,2450,3690,4865,5937	120,130,214,67,110
chr6:31116664-31158084	chr6	31158084	31116664	2	1	2	296	41420	350	46133	16630	.	.	.	.	3	0,26746,41292	58,164,128
chr8:91732342-91733338	chr8	91733338	91732342	2	1	2	298	996	348	3898	2009	.	.	.	.	2	0,816	168,180
chr9:32157743-32162083	chr9	32162083	32157743	2	1	2	297	4340	682	384	3279	.	.	.	.	5	0,660,1038,1932,4194	83,109,147,197,146
chrX:37519795-37531017	chrX	37531017	37519795	2	1	1	297	11222	827	5491	7666	.	.	.	.	5	0,931,4477,9212,11106	123,213,160,215,116
chr12:111559011-111570998	chr12	111570998	111559011	2	0	2	296	11987	246	17475	10831	111541536	111581829	1	1	2	0,11933	192,54
chr12:51763725-51769831	chr12	51769831	51763725	1	1	2	295	6106	366	11696	7688	.	.	.	.	3	0,3693,6037	209,88,69
chr12:82404007-82419316	chr12	82419316	82404007	2	0	0	296	15309	496	14733	12108	.	.	.	.	3	0,5709,15134	131,190,175
chr14:27160556-27172006	chr14	27172006	27160556	2	0	0	297	11450	1045	9214	4425	.	.	.	.	10	0,1551,2830,3287,3859,7785,8891,9555,11157,11346	146,94,74,93,163,126,33,107,105,104
chr14:70493809-70504955	chr14	70504955	70493809	2	0	0	298	11146	436	8640	12342	.	.	.	.	3	0,10269,10948	112,126,198
chr15:55012737-55015307	chr15	55015307	55012737	2	1	0	297	2570	303	36721	28953	.	.	.	.	2	0,2446	179,124
chr1:89555483-89562016	chr1	89562016	89555483	2	2	1	297	6533	364	17465	29366	.	.	.	.	3	0,2626,6398	86,143,135
chr19:28508273-28509386	chr19	28509386	28508273	2	2	1	296	1113	1113	172920	8214	.	.	.	.	1	0	1113
chr2:131115831-131129517	chr2	131129517	131115831	1	0	0	296.5	13686	910	2259	984	.	.	.	.	4	0,6245,8680,13562	353,255,178,124
chr2:144096646-144101098	chr2	144101098	144096646	2	0	2	298.5	4452	656	904	1546	.	.	.	.	7	0,176,613,772,2373,3143,4330	87,41,77,107,97,125,122
chr3:131305626-131313224	chr3	131313224	131305626	2	1	1	297	7598	570	14698	11557	.	.	.	.	4	0,2109,5979,7462	114,113,207,136
chr3:153117099-153117508	chr3	153117508	153117099	2	0	3	296	409	409	204736	97431	.	.	.	.	1	0	409
chr4:150490653-150491121	chr4	150491121	150490653	2	0	2	296	468	468	3836	13973	.	.	.	.	1	0	468
chr4:57709451-57710143	chr4	57710143	57709451	2	0	2	296	692	692	19906	47457	57689545	57757600	1	1	1	0	692
chr4:84889368-84924761	chr4	84924761	84889368	2	2	0	297	35393	1021	13951	27263	.	.	.	.	7	0,2731,8192,23497,25323,33791,35273	134,164,199,154,127,123,120
chr5:52338324-52342245	chr5	52342245	52338324	2	1	0	296	3921	630	9398	5376	.	.	.	.	2	0,3485	194,436
chr6:72835757-72838908	chr6	72838908	72835757	2	2	1	296	3151	308	8289	37054	.	.	.	.	2	0,2983	140,168
chr7:14312661-14343264	chr7	14343264	14312661	2	0	1	297	30603	1246	8445	11806	.	.	.	.	9	0,2197,4255,7881,13909,19538,24403,28503,30525	171,172,172,172,169,178,52,82,78
chr9:32093138-32119561	chr9	32119561	32093138	2	1	3	297	26423	517	11665	30996	.	.	.	.	5	0,4486,5791,8141,26341	138,94,124,79,82
chr10:66993686-67025628	chr10	67025628	66993686	2	2	2	295	31942	279	30484	25420	.	.	.	.	2	0,31828	165,114
chr10:88644944-88645947	chr10	88645947	88644944	2	0	0	298.5	1003	352	1604	3831	.	.	.	.	3	0,632,847	106,90,156
chr10:95825424-95831552	chr10	95831552	95825424	2	1	1	299	6128	529	11275	1246	.	.	.	.	6	0,692,837,3861,5322,6006	128,56,67,41,115,122
chr11:23657523-23675574	chr11	23675574	23657523	2	0	0	297	18051	781	576	3361	.	.	.	.	9	0,1234,3672,4676,10038,11052,11225,12580,17908	46,66,87,127,58,78,57,119,143
chr11:61423344-61426209	chr11	61426209	61423344	2	0	1	298	2865	400	9324	8774	.	.	.	.	3	0,1052,2752	175,112,113
chr1:24750593-24770980	chr1	24770980	24750593	2	0	2	297	20387	444	5467	11983	.	.	.	.	4	0,3396,17033,20234	89,75,127,153
chr12:59191485-59196354	chr12	59196354	59191485	2	0	3	299.5	4869	390	6912	4787	.	.	.	.	5	0,1636,2147,3152,4764	72,28,112,73,105
chr13:64391448-64396280	chr13	64396280	64391448	2	0	1	299	4832	324	17985	.	.	.	.	.	4	0,2890,3593,4770	93,77,92,62
chr13:98871527-98882412	chr13	98882412	98871527	2	0	0	297	10885	347	2345	2311	.	.	.	.	3	0,8391,10781	112,131,104
chr14:36660541-36663221	chr14	36663221	36660541	2	0	0	296	2680	1650	11654	27277	.	.	.	.	2	0,1227	197,1453
chr17:57726322-57727524	chr17	57727524	57726322	2	1	2	294.5	1202	262	5560	20730	.	.	.	.	2	0,1024	84,178
chr17:86405940-86428174	chr17	86428174	86405940	2	1	1	298	22234	807	40744	5364	.	.	.	.	7	0,692,4330,10714,16680,21401,22137	108,92,159,109,105,137,97
chr18:44538277-44538827	chr18	44538827	44538277	2	2	2	298	550	375	4794	4422	.	.	.	.	3	0,246,442	153,114,108
chr19:4834752-4844037	chr19	4844037	4834752	2	3	2	295.25	9285	2145	.	7541	.	.	.	.	4	0,2636,7673,9091	844,683,424,194
chr2:128618206-128621792	chr2	128621792	128618206	2	2	0	298.75	3586	419	2476	2650	.	.	.	.	4	0,1126,2628,3505	154,87,97,81
chr2:179576822-179581747	chr2	179581747	179576822	2	1	1	297.5	4925	526	1976	35458	.	.	.	.	4	0,862,3381,4764	123,121,121,161
chr3:122541538-122542126	chr3	122542126	122541538	2	0	2	296	588	588	17232	12400	.	.	.	.	1	0	588
chr4:58175931-58179707	chr4	58179707	58175931	2	0	5	296	3776	433	29257	26135	.	.	.	.	2	0,3520	177,256
chr4:72075700-72089007	chr4	72089007	72075700	2	0	1	299	13307	362	12042	27002	.	.	.	.	4	0,749,11658,13244	17,206,76,63
