circID	Cons_coords	seqnames	start	end	width	Ntools	CIRI2	Terrace	circExplorer2	find_circ	starchip
cRNA_0802	chr9:32157743-32162083	chr9	32157743	32162083	4341	5	chr9:32157743-32162083	chr9:32157743-32162083	chr9:32157743-32162083	chr9:32157743-32162083	chr9:32157743-32162083
cRNA_0803	chr9:41968567-41983642	chr9	41968567	41983642	15076	4	chr9:41968567-41983642	NA	chr9:41968567-41983642	chr9:41968567-41983642	chr9:41968567-41983642
cRNA_0804	chr9:42348411-42363058	chr9	42348411	42363058	14648	3	chr9:42348411-42363058	NA	chr9:42348411-42363058	NA	chr9:42348411-42363058
cRNA_0805	chr9:45802102-45809789	chr9	45802102	45809789	7688	4	chr9:45802102-45809789	NA	chr9:45802102-45809789	chr9:45802102-45809789	chr9:45802102-45809789
cRNA_0806	chr9:48628583-48744399	chr9	48628583	48744399	115817	2	chr9:48628583-48744399	NA	chr9:48628583-48744399	NA	NA
cRNA_0807	chr9:50531055-50532490	chr9	50531055	50532490	1436	3	chr9:50531055-50532490	NA	chr9:50531055-50532490	NA	chr9:50531055-50532490
cRNA_0808	chr9:55083475-55093044	chr9	55083475	55093044	9570	2	NA	NA	chr9:55083475-55093044	NA	chr9:55083475-55093044
cRNA_0809	chr9:55714297-55767202	chr9	55714297	55767202	52906	4	chr9:55714297-55767202	NA	chr9:55714297-55767202	chr9:55714297-55767202	chr9:55714297-55767202
cRNA_0810	chr9:55745404-55767202	chr9	55745404	55767202	21799	4	chr9:55745404-55767202	NA	chr9:55745404-55767202	chr9:55745404-55767202	chr9:55745404-55767202
cRNA_0811	chr9:55765365-55767202	chr9	55765365	55767202	1838	4	chr9:55765365-55767202	NA	chr9:55765365-55767202	chr9:55765365-55767202	chr9:55765365-55767202
cRNA_0812	chr9:56052773-56054862	chr9	56052773	56054862	2090	3	chr9:56052773-56054862	NA	chr9:56052773-56054862	NA	chr9:56052773-56054862
cRNA_0813	chr9:56164811-56168046	chr9	56164811	56168046	3236	3	chr9:56164811-56168046	NA	chr9:56164811-56168046	NA	chr9:56164811-56168046
cRNA_0814	chr9:59333406-59361752	chr9	59333406	59361752	28347	3	chr9:59333406-59361752	NA	chr9:59333406-59361752	NA	chr9:59333406-59361752
cRNA_0815	chr9:60757412-60761785	chr9	60757412	60761785	4374	3	chr9:60757412-60761785	NA	chr9:60757412-60761785	NA	chr9:60757412-60761785
cRNA_0816	chr9:63523968-63526513	chr9	63523968	63526513	2546	4	chr9:63523968-63526513	NA	chr9:63523968-63526513	chr9:63523968-63526513	chr9:63523968-63526513
cRNA_0817	chr9:64632784-64635711	chr9	64632784	64635711	2928	3	chr9:64632784-64635711	NA	chr9:64632784-64635711	NA	chr9:64632784-64635711
cRNA_0818	chr9:65593478-65595255	chr9	65593478	65595255	1778	3	chr9:65593478-65595255	NA	chr9:65593478-65595255	NA	chr9:65593478-65595255
cRNA_0819	chr9:65701904-65702777	chr9	65701904	65702777	874	5	chr9:65701904-65702777	chr9:65701904-65702777	chr9:65701904-65702777	chr9:65701904-65702777	chr9:65701904-65702777
cRNA_0820	chr9:66447344-66455237	chr9	66447344	66455237	7894	3	chr9:66447344-66455237	NA	chr9:66447344-66455237	NA	chr9:66447344-66455237
cRNA_0821	chr9:66447344-66474185	chr9	66447344	66474185	26842	4	chr9:66447344-66474185	NA	chr9:66447344-66474185	chr9:66447344-66474185	chr9:66447344-66474185
cRNA_0822	chr9:66469836-66474185	chr9	66469836	66474185	4350	3	chr9:66469836-66474185	NA	chr9:66469836-66474185	NA	chr9:66469836-66474185
cRNA_0823	chr9:66939309-66940075	chr9	66939309	66940075	767	2	NA	NA	chr9:66939309-66940075	NA	chr9:66939309-66940075
cRNA_0824	chr9:70223874-70234558	chr9	70223874	70234558	10685	3	chr9:70223874-70234558	NA	chr9:70223874-70234558	NA	chr9:70223874-70234558
cRNA_0825	chr9:70376637-70383950	chr9	70376637	70383950	7314	3	chr9:70376637-70383950	NA	chr9:70376637-70383950	NA	chr9:70376637-70383950
cRNA_0826	chr9:70466319-70470143	chr9	70466319	70470143	3825	3	chr9:70466319-70470143	NA	chr9:70466319-70470143	NA	chr9:70466319-70470143
cRNA_0827	chr9:71422351-71463019	chr9	71422351	71463019	40669	4	chr9:71422351-71463019	NA	chr9:71422351-71463019	chr9:71422351-71463019	chr9:71422351-71463019
cRNA_0828	chr9:72577234-72593396	chr9	72577234	72593396	16163	2	chr9:72577234-72593396	NA	chr9:72577234-72593396	NA	chr9:72577237-72593399
cRNA_0829	chr9:79994712-80000923	chr9	79994712	80000923	6212	4	chr9:79994712-80000923	NA	chr9:79994712-80000923	chr9:79994712-80000923	chr9:79994712-80000923
cRNA_0830	chr9:79994712-80011046	chr9	79994712	80011046	16335	4	chr9:79994712-80011046	NA	chr9:79994712-80011046	chr9:79994712-80011046	chr9:79994712-80011046
cRNA_0831	chr9:79994712-80018735	chr9	79994712	80018735	24024	3	chr9:79994712-80018735	NA	chr9:79994712-80018735	NA	chr9:79994712-80018735
cRNA_0832	chr9:83834577-83873875	chr9	83834577	83873875	39299	4	chr9:83834577-83873875	NA	chr9:83834577-83873875	chr9:83834577-83873875	chr9:83834577-83873875
cRNA_0833	chr9:83870829-83894672	chr9	83870829	83894672	23844	4	chr9:83870829-83894672	NA	chr9:83870829-83894672	chr9:83870829-83894672	chr9:83870829-83894672
cRNA_0834	chr9:88302304-88305071	chr9	88302304	88305071	2768	3	chr9:88302304-88305071	NA	chr9:88302304-88305071	NA	chr9:88302304-88305071
cRNA_0835	chr9:96084184-96114801	chr9	96084184	96114801	30618	3	chr9:96084184-96114801	NA	chr9:96084184-96114801	NA	chr9:96084184-96114801
cRNA_0836	chr9:96084184-96155995	chr9	96084184	96155995	71812	4	chr9:96084184-96155995	NA	chr9:96084184-96155995	chr9:96084184-96155995	chr9:96084184-96155995
cRNA_0837	chr9:96169654-96192741	chr9	96169654	96192741	23088	3	chr9:96169654-96192741	NA	chr9:96169654-96192741	chr9:96169654-96192741	NA
cRNA_0838	chr9:96458339-96493552	chr9	96458339	96493552	35214	3	chr9:96458339-96493552	NA	chr9:96458339-96493552	NA	chr9:96458339-96493552
cRNA_0839	chr9:96474003-96493552	chr9	96474003	96493552	19550	5	chr9:96474003-96493552	chr9:96474003-96493552	chr9:96474003-96493552	chr9:96474003-96493552	chr9:96474003-96493552
cRNA_0840	chr9:96484766-96493552	chr9	96484766	96493552	8787	4	chr9:96484766-96493552	NA	chr9:96484766-96493552	chr9:96484766-96493552	chr9:96484766-96493552
cRNA_0841	chr9:100658809-100685407	chr9	100658809	100685407	26599	3	chr9:100658809-100685407	NA	chr9:100658809-100685407	NA	chr9:100658809-100685407
cRNA_0842	chr9:101052527-101071624	chr9	101052527	101071624	19098	3	chr9:101052527-101071624	NA	chr9:101052527-101071624	NA	chr9:101052527-101071624
cRNA_0843	chr9:106311729-106313419	chr9	106311729	106313419	1691	3	chr9:106311729-106313419	NA	chr9:106311729-106313419	NA	chr9:106311729-106313419
cRNA_0844	chr9:107642694-107644907	chr9	107642694	107644907	2214	3	chr9:107642694-107644907	NA	chr9:107642694-107644907	NA	chr9:107642694-107644907
cRNA_0845	chr9:107724467-107730602	chr9	107724467	107730602	6136	3	chr9:107724467-107730602	NA	chr9:107724467-107730602	NA	chr9:107724467-107730602
cRNA_0846	chr9:108405788-108411817	chr9	108405788	108411817	6030	4	chr9:108405788-108411817	NA	chr9:108405788-108411817	chr9:108405788-108411817	chr9:108405788-108411817
cRNA_0847	chr9:108418887-108422176	chr9	108418887	108422176	3290	3	chr9:108418887-108422176	NA	chr9:108418887-108422176	NA	chr9:108418887-108422176
cRNA_0848	chr9:108521225-108522193	chr9	108521225	108522193	969	2	NA	NA	chr9:108521225-108522193	NA	chr9:108521225-108522193
cRNA_0849	chr9:110402680-110403342	chr9	110402680	110403342	663	4	chr9:110402680-110403342	NA	chr9:110402680-110403342	chr9:110402680-110403342	chr9:110402680-110403342
cRNA_0850	chr9:113590658-113615702	chr9	113590658	113615702	25045	3	chr9:113590658-113615702	NA	chr9:113590658-113615702	NA	chr9:113590658-113615702
cRNA_0851	chr9:115958884-115960781	chr9	115958884	115960781	1898	3	chr9:115958884-115960781	NA	chr9:115958884-115960781	NA	chr9:115958884-115960781
cRNA_0852	chr9:121960959-121966667	chr9	121960959	121966667	5709	4	chr9:121960959-121966667	chr9:121960959-121966667	chr9:121960959-121966667	NA	chr9:121960959-121966667
cRNA_0853	chr9:121989389-121993117	chr9	121989389	121993117	3729	4	chr9:121989389-121993117	NA	chr9:121989389-121993117	chr9:121989389-121993117	chr9:121989389-121993117
cRNA_0854	chr8:3308383-3308934	chr8	3308383	3308934	552	5	chr8:3308383-3308934	chr8:3308383-3308934	chr8:3308383-3308934	chr8:3308383-3308934	chr8:3308383-3308934
cRNA_0855	chr8:8689206-8689489	chr8	8689206	8689489	284	4	chr8:8689206-8689489	NA	chr8:8689206-8689489	chr8:8689206-8689489	chr8:8689206-8689489
cRNA_0856	chr8:13186796-13192598	chr8	13186796	13192598	5803	3	chr8:13186796-13192598	NA	chr8:13186796-13192598	NA	chr8:13186796-13192598
cRNA_0857	chr8:13236883-13242208	chr8	13236883	13242208	5326	3	chr8:13236883-13242208	NA	chr8:13236883-13242208	NA	chr8:13236883-13242208
cRNA_0858	chr8:25468444-25472138	chr8	25468444	25472138	3695	4	chr8:25468444-25472138	NA	chr8:25468444-25472138	chr8:25468444-25472138	chr8:25468444-25472138
cRNA_0859	chr8:26045524-26045790	chr8	26045524	26045790	267	4	chr8:26045524-26045790	NA	chr8:26045524-26045790	chr8:26045524-26045790	chr8:26045524-26045790
cRNA_0860	chr8:26130593-26139719	chr8	26130593	26139719	9127	4	chr8:26130593-26139719	NA	chr8:26130593-26139719	chr8:26130593-26139719	chr8:26130593-26139719
cRNA_0861	chr8:26149757-26156172	chr8	26149757	26156172	6416	3	chr8:26149757-26156172	NA	chr8:26149757-26156172	NA	chr8:26149757-26156172
cRNA_0862	chr8:26557878-26562448	chr8	26557878	26562448	4571	3	chr8:26557878-26562448	NA	chr8:26557878-26562448	NA	chr8:26557878-26562448
cRNA_0863	chr8:41529269-41537877	chr8	41529269	41537877	8609	4	chr8:41529269-41537877	NA	chr8:41529269-41537877	chr8:41529269-41537877	chr8:41529269-41537877
cRNA_0864	chr8:41535651-41537877	chr8	41535651	41537877	2227	4	chr8:41535651-41537877	NA	chr8:41535651-41537877	chr8:41535651-41537877	chr8:41535651-41537877
cRNA_0865	chr8:45403233-45406518	chr8	45403233	45406518	3286	2	chr8:45403233-45406518	NA	chr8:45403233-45406518	NA	chr8:45403234-45406519
cRNA_0866	chr8:46212090-46228740	chr8	46212090	46228740	16651	4	chr8:46212090-46228740	NA	chr8:46212090-46228740	chr8:46212090-46228740	chr8:46212090-46228740
cRNA_0867	chr8:46243013-46258890	chr8	46243013	46258890	15878	3	chr8:46243013-46258890	NA	chr8:46243013-46258890	NA	chr8:46243013-46258890
cRNA_0868	chr8:47966318-47967912	chr8	47966318	47967912	1595	4	chr8:47966318-47967912	NA	chr8:47966318-47967912	chr8:47966318-47967912	chr8:47966318-47967912
cRNA_0869	chr8:58036801-58037261	chr8	58036801	58037261	461	4	chr8:58036801-58037261	NA	chr8:58036801-58037261	chr8:58036801-58037261	chr8:58036801-58037261
cRNA_0870	chr8:61782253-61783052	chr8	61782253	61783052	800	4	chr8:61782253-61783052	NA	chr8:61782253-61783052	chr8:61782253-61783052	chr8:61782253-61783052
cRNA_0871	chr8:68335633-68361541	chr8	68335633	68361541	25909	4	chr8:68335633-68361541	NA	chr8:68335633-68361541	chr8:68335633-68361541	chr8:68335633-68361541
cRNA_0872	chr8:68356769-68361541	chr8	68356769	68361541	4773	4	chr8:68356769-68361541	NA	chr8:68356769-68361541	chr8:68356769-68361541	chr8:68356769-68361541
cRNA_0873	chr8:68746955-68749477	chr8	68746955	68749477	2523	3	chr8:68746955-68749477	NA	chr8:68746955-68749477	NA	chr8:68746955-68749477
cRNA_0874	chr8:73121748-73134150	chr8	73121748	73134150	12403	4	chr8:73121748-73134150	NA	chr8:73121748-73134150	chr8:73121748-73134150	chr8:73121748-73134150
cRNA_0875	chr8:73333407-73333988	chr8	73333407	73333988	582	4	chr8:73333407-73333988	NA	chr8:73333407-73333988	chr8:73333407-73333988	chr8:73333407-73333988
cRNA_0876	chr8:78003777-78091789	chr8	78003777	78091789	88013	3	chr8:78003777-78091789	NA	chr8:78003777-78091789	NA	chr8:78003777-78091789
cRNA_0877	chr8:78037360-78091789	chr8	78037360	78091789	54430	4	chr8:78037360-78091789	NA	chr8:78037360-78091789	chr8:78037360-78091789	chr8:78037360-78091789
cRNA_0878	chr8:78071269-78078301	chr8	78071269	78078301	7033	4	chr8:78071269-78078301	NA	chr8:78071269-78078301	chr8:78071269-78078301	chr8:78071269-78078301
cRNA_0879	chr8:78071269-78085263	chr8	78071269	78085263	13995	4	chr8:78071269-78085263	NA	chr8:78071269-78085263	chr8:78071269-78085263	chr8:78071269-78085263
cRNA_0880	chr8:78071269-78091789	chr8	78071269	78091789	20521	4	chr8:78071269-78091789	NA	chr8:78071269-78091789	chr8:78071269-78091789	chr8:78071269-78091789
cRNA_0881	chr8:78085176-78115364	chr8	78085176	78115364	30189	3	chr8:78085176-78115364	NA	chr8:78085176-78115364	NA	chr8:78085176-78115364
cRNA_0882	chr8:78136177-78140256	chr8	78136177	78140256	4080	4	chr8:78136177-78140256	NA	chr8:78136177-78140256	chr8:78136177-78140256	chr8:78136177-78140256
cRNA_0883	chr8:79786879-79863292	chr8	79786879	79863292	76414	2	chr8:79786879-79863292	NA	chr8:79786879-79863292	NA	NA
cRNA_0884	chr8:79844804-79863292	chr8	79844804	79863292	18489	5	chr8:79844804-79863292	chr8:79844804-79863292	chr8:79844804-79863292	chr8:79844804-79863292	chr8:79844804-79863292
cRNA_0885	chr8:80098413-80098993	chr8	80098413	80098993	581	5	chr8:80098413-80098993	chr8:80098413-80098993	chr8:80098413-80098993	chr8:80098413-80098993	chr8:80098413-80098993
cRNA_0886	chr8:81526730-81527024	chr8	81526730	81527024	295	4	chr8:81526730-81527024	NA	chr8:81526730-81527024	chr8:81526730-81527024	chr8:81526730-81527024
cRNA_0887	chr8:85498413-85498944	chr8	85498413	85498944	532	5	chr8:85498413-85498944	chr8:85498413-85498944	chr8:85498413-85498944	chr8:85498413-85498944	chr8:85498413-85498944
cRNA_0888	chr8:85590687-85591181	chr8	85590687	85591181	495	4	chr8:85590687-85591181	NA	chr8:85590687-85591181	chr8:85590687-85591181	chr8:85590687-85591181
cRNA_0889	chr8:87587054-87588738	chr8	87587054	87588738	1685	4	chr8:87587054-87588738	NA	chr8:87587054-87588738	chr8:87587054-87588738	chr8:87587054-87588738
cRNA_0890	chr8:91658877-91660490	chr8	91658877	91660490	1614	4	chr8:91658877-91660490	NA	chr8:91658877-91660490	chr8:91658877-91660490	chr8:91658877-91660490
cRNA_0891	chr8:92194945-92211906	chr8	92194945	92211906	16962	3	chr8:92194945-92211906	NA	chr8:92194945-92211906	NA	chr8:92194945-92211906
cRNA_0892	chr8:96091942-96093050	chr8	96091942	96093050	1109	4	chr8:96091942-96093050	NA	chr8:96091942-96093050	chr8:96091942-96093050	chr8:96091942-96093050
cRNA_0893	chr8:105905225-105929179	chr8	105905225	105929179	23955	4	chr8:105905225-105929179	NA	chr8:105905225-105929179	chr8:105905225-105929179	chr8:105905225-105929179
cRNA_0894	chr8:105905225-105929210	chr8	105905225	105929210	23986	4	chr8:105905225-105929210	NA	chr8:105905225-105929210	chr8:105905225-105929210	chr8:105905225-105929210
cRNA_0895	chr8:106822796-106835761	chr8	106822796	106835761	12966	4	chr8:106822796-106835761	NA	chr8:106822796-106835761	chr8:106822796-106835761	chr8:106822796-106835761
cRNA_0896	chr8:109518834-109527323	chr8	109518834	109527323	8490	3	chr8:109518834-109527323	NA	chr8:109518834-109527323	NA	chr8:109518834-109527323
cRNA_0897	chr8:112557502-112571843	chr8	112557502	112571843	14342	4	chr8:112557502-112571843	NA	chr8:112557502-112571843	chr8:112557502-112571843	chr8:112557502-112571843
cRNA_0898	chr8:124109266-124110182	chr8	124109266	124110182	917	4	chr8:124109266-124110182	NA	chr8:124109266-124110182	chr8:124109266-124110182	chr8:124109266-124110182
cRNA_0899	chr8:126650757-126654445	chr8	126650757	126654445	3689	4	chr8:126650757-126654445	NA	chr8:126650757-126654445	chr8:126650757-126654445	chr8:126650757-126654445
cRNA_0900	chrY:1129870-1158634	chrY	1129870	1158634	28765	3	chrY:1129870-1158634	NA	chrY:1129870-1158634	NA	chrY:1129870-1158634
cRNA_0901	chrX:37513144-37531017	chrX	37513144	37531017	17874	4	chrX:37513144-37531017	NA	chrX:37513144-37531017	chrX:37513144-37531017	chrX:37513144-37531017
cRNA_0902	chrX:70274997-70303432	chrX	70274997	70303432	28436	3	chrX:70274997-70303432	NA	chrX:70274997-70303432	NA	chrX:70274997-70303432
cRNA_0903	chrX:84754657-84756964	chrX	84754657	84756964	2308	3	chrX:84754657-84756964	NA	chrX:84754657-84756964	NA	chrX:84754657-84756964
cRNA_0904	chrX:93423532-93434446	chrX	93423532	93434446	10915	2	NA	NA	chrX:93423532-93434446	NA	chrX:93423532-93434446
cRNA_0905	chrX:95541454-95544325	chrX	95541454	95544325	2872	3	chrX:95541454-95544325	NA	chrX:95541454-95544325	NA	chrX:95541454-95544325
cRNA_0906	chrX:100257380-100259184	chrX	100257380	100259184	1805	4	chrX:100257380-100259184	NA	chrX:100257380-100259184	chrX:100257380-100259184	chrX:100257380-100259184
cRNA_0907	chrX:150159744-150182799	chrX	150159744	150182799	23056	3	chrX:150159744-150182799	NA	chrX:150159744-150182799	NA	chrX:150159744-150182799
cRNA_0908	chrX:150829656-150830964	chrX	150829656	150830964	1309	3	chrX:150829656-150830964	NA	chrX:150829656-150830964	NA	chrX:150829656-150830964
cRNA_0909	chrX:151028098-151029409	chrX	151028098	151029409	1312	3	chrX:151028098-151029409	NA	chrX:151028098-151029409	NA	chrX:151028098-151029409
cRNA_0910	chr13:8892766-8899705	chr13	8892766	8899705	6940	3	chr13:8892766-8899705	NA	chr13:8892766-8899705	NA	chr13:8892766-8899705
cRNA_0911	chr13:9770809-9785502	chr13	9770809	9785502	14694	4	chr13:9770809-9785502	NA	chr13:9770809-9785502	chr13:9770809-9785502	chr13:9770809-9785502
cRNA_0912	chr13:17913502-17947542	chr13	17913502	17947542	34041	4	chr13:17913502-17947542	NA	chr13:17913502-17947542	chr13:17913502-17947542	chr13:17913502-17947542
cRNA_0913	chr13:32409118-32418380	chr13	32409118	32418380	9263	3	chr13:32409118-32418380	NA	chr13:32409118-32418380	NA	chr13:32409118-32418380
cRNA_0914	chr13:43573052-43578690	chr13	43573052	43578690	5639	3	chr13:43573052-43578690	NA	chr13:43573052-43578690	NA	chr13:43573052-43578690
cRNA_0915	chr13:45055702-45056734	chr13	45055702	45056734	1033	2	NA	NA	chr13:45055702-45056734	NA	chr13:45055702-45056734
cRNA_0916	chr13:45851297-46110051	chr13	45851297	46110051	258755	2	NA	NA	chr13:45851297-46110051	chr13:45851297-46110051	NA
cRNA_0917	chr13:45948985-46110051	chr13	45948985	46110051	161067	3	chr13:45948985-46110051	NA	chr13:45948985-46110051	chr13:45948985-46110051	NA
cRNA_0918	chr13:46005804-46110051	chr13	46005804	46110051	104248	3	chr13:46005804-46110051	NA	chr13:46005804-46110051	chr13:46005804-46110051	NA
cRNA_0919	chr13:58339536-58346884	chr13	58339536	58346884	7349	4	chr13:58339536-58346884	NA	chr13:58339536-58346884	chr13:58339536-58346884	chr13:58339536-58346884
cRNA_0920	chr13:58544741-58545566	chr13	58544741	58545566	826	1	NA	NA	chr13:58544741-58545566	NA	NA
cRNA_0921	chr13:63018980-63023125	chr13	63018980	63023125	4146	4	chr13:63018980-63023125	NA	chr13:63018980-63023125	chr13:63018980-63023125	chr13:63018980-63023125
cRNA_0922	chr13:69661009-69664022	chr13	69661009	69664022	3014	4	chr13:69661009-69664022	NA	chr13:69661009-69664022	chr13:69661009-69664022	chr13:69661009-69664022
cRNA_0923	chr13:77340673-77341342	chr13	77340673	77341342	670	3	chr13:77340673-77341342	NA	chr13:77340673-77341342	NA	chr13:77340673-77341342
cRNA_0924	chr13:92386335-92402499	chr13	92386335	92402499	16165	3	chr13:92386335-92402499	NA	chr13:92386335-92402499	NA	chr13:92386335-92402499
cRNA_0925	chr13:98083311-98090471	chr13	98083311	98090471	7161	3	chr13:98083311-98090471	NA	chr13:98083311-98090471	NA	chr13:98083311-98090471
cRNA_0926	chr13:98180308-98190482	chr13	98180308	98190482	10175	3	chr13:98180308-98190482	NA	chr13:98180308-98190482	NA	chr13:98180308-98190482
cRNA_0927	chr13:98871527-98882412	chr13	98871527	98882412	10886	3	chr13:98871527-98882412	NA	chr13:98871527-98882412	NA	chr13:98871527-98882412
cRNA_0928	chr13:104004551-104020768	chr13	104004551	104020768	16218	3	chr13:104004551-104020768	NA	chr13:104004551-104020768	NA	chr13:104004551-104020768
cRNA_0929	chr13:110070402-110075895	chr13	110070402	110075895	5494	3	chr13:110070402-110075895	NA	chr13:110070402-110075895	NA	chr13:110070402-110075895
cRNA_0930	chr13:111570082-111577350	chr13	111570082	111577350	7269	3	chr13:111570082-111577350	NA	chr13:111570082-111577350	NA	chr13:111570082-111577350
cRNA_0931	chr12:3492474-3524613	chr12	3492474	3524613	32140	4	chr12:3492474-3524613	NA	chr12:3492474-3524613	chr12:3492474-3524613	chr12:3492474-3524613
cRNA_0932	chr12:4680637-4683562	chr12	4680637	4683562	2926	3	chr12:4680637-4683562	NA	chr12:4680637-4683562	NA	chr12:4680637-4683562
cRNA_0933	chr12:21274306-21280957	chr12	21274306	21280957	6652	3	chr12:21274306-21280957	NA	chr12:21274306-21280957	NA	chr12:21274306-21280957
cRNA_0934	chr12:24928190-24974293	chr12	24928190	24974293	46104	4	chr12:24928190-24974293	NA	chr12:24928190-24974293	chr12:24928190-24974293	chr12:24928190-24974293
cRNA_0935	chr12:44329361-44337443	chr12	44329361	44337443	8083	2	NA	NA	chr12:44329361-44337443	NA	chr12:44329361-44337443
cRNA_0936	chr12:51763725-51769831	chr12	51763725	51769831	6107	4	chr12:51763725-51769831	NA	chr12:51763725-51769831	chr12:51763725-51769831	chr12:51763725-51769831
cRNA_0937	chr12:52589272-52609210	chr12	52589272	52609210	19939	3	chr12:52589272-52609210	NA	chr12:52589272-52609210	NA	chr12:52589272-52609210
cRNA_0938	chr12:55454254-55459150	chr12	55454254	55459150	4897	3	chr12:55454254-55459150	NA	chr12:55454254-55459150	NA	chr12:55454254-55459150
cRNA_0939	chr12:59191485-59196354	chr12	59191485	59196354	4870	3	chr12:59191485-59196354	NA	chr12:59191485-59196354	NA	chr12:59191485-59196354
cRNA_0940	chr12:69367147-69369124	chr12	69367147	69369124	1978	4	chr12:69367147-69369124	NA	chr12:69367147-69369124	chr12:69367147-69369124	chr12:69367147-69369124
cRNA_0941	chr12:77324135-77412133	chr12	77324135	77412133	87999	3	chr12:77324135-77412133	NA	chr12:77324135-77412133	NA	chr12:77324135-77412133
cRNA_0942	chr12:77370619-77379103	chr12	77370619	77379103	8485	3	chr12:77370619-77379103	NA	chr12:77370619-77379103	NA	chr12:77370619-77379103
cRNA_0943	chr12:77378670-77379103	chr12	77378670	77379103	434	3	chr12:77378670-77379103	NA	chr12:77378670-77379103	NA	chr12:77378670-77379103
cRNA_0944	chr12:78551391-78637445	chr12	78551391	78637445	86055	4	chr12:78551391-78637445	NA	chr12:78551391-78637445	chr12:78551391-78637445	chr12:78551391-78637445
cRNA_0945	chr12:80395094-80423505	chr12	80395094	80423505	28412	3	chr12:80395094-80423505	NA	chr12:80395094-80423505	NA	chr12:80395094-80423505
cRNA_0946	chr12:80444427-80451472	chr12	80444427	80451472	7046	4	chr12:80444427-80451472	NA	chr12:80444427-80451472	chr12:80444427-80451472	chr12:80444427-80451472
cRNA_0947	chr12:84339058-84344976	chr12	84339058	84344976	5919	3	chr12:84339058-84344976	NA	chr12:84339058-84344976	NA	chr12:84339058-84344976
cRNA_0948	chr12:85168761-85170645	chr12	85168761	85170645	1885	4	chr12:85168761-85170645	NA	chr12:85168761-85170645	chr12:85168761-85170645	chr12:85168761-85170645
cRNA_0949	chr12:86307351-86315835	chr12	86307351	86315835	8485	4	chr12:86307351-86315835	NA	chr12:86307351-86315835	chr12:86307351-86315835	chr12:86307351-86315835
cRNA_0950	chr12:101631812-101660932	chr12	101631812	101660932	29121	4	chr12:101631812-101660932	NA	chr12:101631812-101660932	chr12:101631812-101660932	chr12:101631812-101660932
cRNA_0951	chr12:102774159-102779102	chr12	102774159	102779102	4944	4	chr12:102774159-102779102	NA	chr12:102774159-102779102	chr12:102774159-102779102	chr12:102774159-102779102
cRNA_0952	chr12:105793203-105795536	chr12	105793203	105795536	2334	3	chr12:105793203-105795536	NA	chr12:105793203-105795536	NA	chr12:105793203-105795536
cRNA_0953	chr12:111302460-111312057	chr12	111302460	111312057	9598	3	chr12:111302460-111312057	NA	chr12:111302460-111312057	NA	chr12:111302460-111312057
cRNA_0954	chr11:3170244-3171294	chr11	3170244	3171294	1051	3	chr11:3170244-3171294	NA	chr11:3170244-3171294	NA	chr11:3170244-3171294
cRNA_0955	chr11:4477836-4481305	chr11	4477836	4481305	3470	3	chr11:4477836-4481305	NA	chr11:4477836-4481305	NA	chr11:4477836-4481305
cRNA_0956	chr11:19948120-19958477	chr11	19948120	19958477	10358	4	chr11:19948120-19958477	NA	chr11:19948120-19958477	chr11:19948120-19958477	chr11:19948120-19958477
cRNA_0957	chr11:23211835-23221205	chr11	23211835	23221205	9371	3	chr11:23211835-23221205	NA	chr11:23211835-23221205	NA	chr11:23211835-23221205
cRNA_0958	chr11:44511241-44534296	chr11	44511241	44534296	23056	3	chr11:44511241-44534296	NA	chr11:44511241-44534296	NA	chr11:44511241-44534296
cRNA_0959	chr11:46112163-46115032	chr11	46112163	46115032	2870	4	chr11:46112163-46115032	NA	chr11:46112163-46115032	chr11:46112163-46115032	chr11:46112163-46115032
cRNA_0960	chr11:50198297-50199756	chr11	50198297	50199756	1460	4	chr11:50198297-50199756	NA	chr11:50198297-50199756	chr11:50198297-50199756	chr11:50198297-50199756
cRNA_0961	chr11:51162627-51164453	chr11	51162627	51164453	1827	3	chr11:51162627-51164453	NA	chr11:51162627-51164453	NA	chr11:51162627-51164453
cRNA_0962	chr11:52127664-52135948	chr11	52127664	52135948	8285	4	chr11:52127664-52135948	NA	chr11:52127664-52135948	chr11:52127664-52135948	chr11:52127664-52135948
cRNA_0963	chr11:60149682-60165828	chr11	60149682	60165828	16147	3	chr11:60149682-60165828	NA	chr11:60149682-60165828	NA	chr11:60149682-60165828
cRNA_0964	chr11:70791298-70799343	chr11	70791298	70799343	8046	4	chr11:70791298-70799343	NA	chr11:70791298-70799343	chr11:70791298-70799343	chr11:70791298-70799343
cRNA_0965	chr11:75280898-75282053	chr11	75280898	75282053	1156	4	chr11:75280898-75282053	NA	chr11:75280898-75282053	chr11:75280898-75282053	chr11:75280898-75282053
cRNA_0966	chr11:80528700-80561845	chr11	80528700	80561845	33146	4	chr11:80528700-80561845	NA	chr11:80528700-80561845	chr11:80528700-80561845	chr11:80528700-80561845
cRNA_0967	chr11:85217690-85223201	chr11	85217690	85223201	5512	3	chr11:85217690-85223201	NA	chr11:85217690-85223201	NA	chr11:85217690-85223201
cRNA_0968	chr11:86551949-86556704	chr11	86551949	86556704	4756	3	chr11:86551949-86556704	NA	chr11:86551949-86556704	NA	chr11:86551949-86556704
cRNA_0969	chr11:86932614-86950386	chr11	86932614	86950386	17773	4	chr11:86932614-86950386	NA	chr11:86932614-86950386	chr11:86932614-86950386	chr11:86932614-86950386
