chrom	start	end	ID	n_reads	strand	n_uniq	uniq_bridges	signal	strandmatch	category	Tube_1	Tube_10	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_11	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_2	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_3	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_4	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_5	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_6	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_7	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_8	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_9	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99
chr11	61423343	61426209	chr11:61423343-61426209	302	-	190	21	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	1	3	10	14	11	13	21	5	8	4	0	7	21	4	8	5	2	2	0	0	0	6	1	1	0	0	2	1	1	5	1	2	4	2	0	2	4	1	1	1	1	1	6	0	0	0	0	1	8	4	7	6	5	6	1	5	6	2	5	5	2	6	0	5	1	1	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	2	0	1	1	5	0	3	0	0	1	6	0	0	6	1	2	4	0	1	0	0	1
chr11	62037131	62052736	chr11:62037131-62052736	250	+	167	34	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	2	1	4	5	8	6	2	1	1	1	8	9	9	35	2	17	1	5	0	0	2	1	2	0	1	0	0	2	1	8	0	0	2	0	8	0	0	6	9	0	4	6	2	2	3	3	2	0	3	1	0	0	1	0	0	4	3	2	0	0	0	1	2	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	5	4	1	4	0	0	0	0	0	2	1	0	1	0	1	2	2	5	0	0	2	2	1	0	3	1	2	0	6	0	0	0	0	1
chr11	62174422	62183044	chr11:62174422-62183044	277	+	192	16	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	0	16	12	6	10	7	3	8	3	2	0	10	7	9	14	10	0	0	1	0	2	1	0	0	1	2	0	1	1	4	0	2	0	0	3	0	0	0	0	0	1	2	0	2	0	0	0	2	5	5	8	5	3	5	4	5	6	0	0	2	11	11	8	5	7	8	3	8	0	6	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	3	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0
chr11	65109354	65124010	chr11:65109354-65124010	1056	-	431	135	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1	0	0	99	137	55	99	84	97	68	78	22	0	34	62	32	85	51	0	4	1	2	2	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	5	0	0	6	0	3	0	0	0	1	0	0	0
chr11	68720740	68736250	chr11:68720740-68736250	214	-	146	26	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	1	1	0	0	0	2	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	12	10	21	13	7	10	26	10	12	2	8	3	6	4	3	8	7	4	2	5	0	9	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	69540553	69542549	chr11:69540553-69542549	583	+	413	19	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	7	9	4	4	5	0	4	7	3	3	2	1	7	0	3	6	10	5	3	1	4	2	5	4	4	8	4	1	4	5	5	12	19	1	16	12	7	7	10	6	9	14	7	10	13	11	1	4	4	4	9	6	4	6	1	4	6	4	4	6	16	1	5	4	6	5	2	1	2	4	7	3	8	8	4	2	8	2	1	6	5	2	5	3	3	2	2	2	1	3	0	3	12	3	6	6	10	5	2	0	8	3	6	4	6	7	1	4	7	1	2	3	9	5
chr11	70765571	70775794	chr11:70765571-70775794	1927	+	1255	47	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	9	6	28	32	18	14	26	26	12	20	28	14	26	45	19	34	47	16	16	11	26	33	20	19	25	13	19	20	34	22	46	15	21	17	16	24	20	21	21	29	32	30	23	19	13	25	17	16	10	20	5	8	12	8	10	11	11	6	6	14	5	11	8	16	5	16	9	9	6	16	3	10	17	20	8	3	10	12	12	11	6	17	34	24	38	32	19	22	30	15	41	9	23	18	9	2	16	13	0	11	11	7	7	24	19	13	7	13	5	14	10	4	1
chr11	70765571	70777997	chr11:70765571-70777997	1566	+	1037	39	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	12	8	35	14	11	17	19	33	6	5	15	21	8	17	23	31	20	25	25	6	21	13	10	4	14	10	10	16	9	20	24	21	15	22	15	16	23	24	19	14	41	18	19	13	12	12	7	6	8	4	8	13	2	6	11	15	8	10	8	10	6	22	14	17	20	11	6	6	8	23	10	8	10	3	17	6	1	9	12	2	6	8	28	31	19	14	22	19	25	17	18	22	24	15	8	9	10	11	0	8	5	9	9	17	14	28	13	14	6	7	4	6	5
chr11	70765571	70784514	chr11:70765571-70784514	312	+	209	13	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	9	2	7	3	2	5	1	2	0	0	1	0	2	1	2	1	7	2	1	3	0	3	0	0	2	1	9	1	5	10	5	7	5	1	4	5	10	8	2	6	3	7	5	3	0	4	3	0	3	3	1	0	0	1	2	1	0	5	0	0	0	0	1	0	4	2	1	0	1	3	4	3	0	3	5	0	12	3	9	3	4	1	7	2	0	5	2	4	5	1	5	2	1	3	0	6	3	0	3	13	0	0	4	2	6	1	1	0	0	0	0	0
chr11	70808140	70816738	chr11:70808140-70816738	222	+	149	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	2	0	2	7	0	1	1	8	5	1	0	1	2	1	0	2	2	0	4	4	0	2	1	0	3	3	0	2	1	7	12	7	7	9	2	6	2	9	2	4	9	1	3	8	3	2	2	0	0	0	2	0	2	0	1	1	0	1	3	4	2	1	2	1	3	0	1	0	0	0	3	3	1	4	0	1	1	0	0	6	2	0	2	1	5	3	1	2	1	0	1	1	1	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
chr11	72602982	72605309	chr11:72602982-72605309	289	+	193	25	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	1	2	1	1	4	1	9	6	1	4	1	1	5	0	9	1	4	1	0	0	0	4	2	2	3	2	1	3	4	6	10	3	18	23	6	3	0	25	13	3	4	1	6	12	0	1	3	3	1	3	0	1	0	0	0	0	1	0	4	4	5	0	0	0	0	5	4	0	0	0	0	0	0	1	0	0	0	5	1	0	0	3	0	0	0	0	0	4	0	0	3	2	0	1	1	1	1	3	0	2	2	3	1	2	4	3	1	0	0	2	0	1	0
chr11	74547248	74548165	chr11:74547248-74548165	262	+	179	9	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	1	4	7	6	3	4	4	5	4	5	0	2	3	6	2	5	1	3	2	0	2	0	1	3	4	0	0	2	1	1	0	5	7	0	0	2	5	4	9	4	5	8	2	5	3	1	1	2	6	2	1	2	3	1	2	0	1	0	2	0	2	0	1	3	0	0	0	1	2	1	4	6	0	0	5	3	6	3	0	0	1	0	1	2	8	4	0	0	0	2	3	0	0	0	3	2	0	0	7	5	2	0	4	0	5	2	7	0	1	1	1	0
chr11	74819818	74881041	chr11:74819818-74881041	369	+	256	16	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	3	1	10	4	4	7	7	16	5	7	6	4	6	1	10	8	5	0	1	1	0	2	2	2	0	5	3	4	4	7	8	12	7	3	11	11	1	7	2	10	11	1	13	3	2	6	6	3	2	3	0	1	0	2	0	1	0	6	1	2	0	0	0	4	2	0	0	0	0	0	0	1	1	0	0	0	1	3	0	3	3	0	1	0	1	1	0	3	1	1	0	2	0	6	3	4	4	3	6	2	6	0	4	2	2	7	0	3	5	0	4	1	8
chr11	75280897	75282053	chr11:75280897-75282053	321	+	217	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	1	6	13	3	3	5	9	9	2	10	4	1	4	6	0	5	10	1	3	0	0	2	0	0	1	3	1	3	2	7	7	2	3	6	3	5	0	3	5	2	10	2	6	1	4	2	4	1	1	4	11	3	0	8	3	1	8	3	1	4	3	3	11	2	2	2	0	2	6	0	6	1	3	0	1	1	3	4	0	1	0	0	3	1	0	0	2	0	2	0	1	1	2	3	4	8	1	0	0	0	2	3	0	0	0	1	0	0	0	6	3	0	0
chr11	77462432	77476320	chr11:77462432-77476320	425	-	290	17	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	3	2	0	5	12	3	1	7	13	3	5	4	0	0	6	12	12	3	11	0	1	1	4	0	2	2	6	3	3	6	10	15	9	17	7	8	12	5	9	2	7	10	5	14	6	3	5	7	2	12	0	1	4	1	0	0	0	5	2	3	3	1	1	2	4	5	0	5	0	1	5	0	1	7	0	1	1	0	0	2	1	5	0	1	2	1	1	1	1	4	0	0	2	0	2	0	5	6	4	0	9	0	3	5	2	2	6	1	4	2	0	0	4	1
chr11	80141033	80141952	chr11:80141033-80141952	265	+	181	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	0	0	1	1	1	2	6	2	4	2	2	4	3	3	2	6	5	1	1	0	2	0	1	0	0	2	3	10	5	3	5	8	9	6	6	0	1	11	11	12	10	5	1	5	4	4	0	0	2	1	0	0	0	1	4	1	3	0	1	3	3	0	1	0	4	3	0	2	1	3	0	0	1	3	1	1	3	1	1	0	1	1	0	4	2	2	3	0	5	5	5	8	1	0	3	1	0	0	0	1	1	0	0	1	1	3	0	3	0	0	0	0
chr11	80528699	80561845	chr11:80528699-80561845	163	-	116	10	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	4	1	1	3	0	0	0	2	0	0	3	4	0	1	0	3	0	3	0	2	5	7	4	4	0	3	1	0	0	0	2	5	0	3	0	0	4	6	5	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	4	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	9	1	6	4	3	0	2	3	1	0	4	1	2	10	6	0	3	0	0	1
chr11	84083904	84086513	chr11:84083904-84086513	275	+	179	27	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	1	2	1	0	0	2	2	2	1	0	0	1	1	0	2	1	1	2	2	0	1	1	0	0	1	4	0	2	1	2	1	0	0	1	2	5	7	2	2	1	0	2	0	0	1	0	2	0	23	8	0	17	2	3	2	11	3	4	28	0	2	2	3	2	3	1	0	0	3	1	3	5	2	2	3	1	1	3	1	3	2	4	6	7	2	6	2	3	5	7	1	12	0	0	2	4	3	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0
chr11	87940802	87942158	chr11:87940802-87942158	306	+	207	15	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	1	0	0	9	0	2	3	7	1	3	1	0	0	2	4	0	0	1	0	0	1	0	0	2	0	2	0	8	5	12	9	2	4	12	5	11	3	15	2	3	9	0	3	2	0	3	1	2	0	5	3	3	2	6	8	0	2	13	6	9	5	0	0	0	3	0	3	0	5	5	3	0	2	0	0	0	1	4	2	0	1	5	4	1	6	0	5	0	6	1	2	1	1	0	1	1	1	3	0	1	7	0	2	3	5	2	0	2	0	0	1	2	0
chr11	87963882	87969381	chr11:87963882-87969381	204	+	140	16	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	1	0	8	2	5	3	9	1	0	2	4	0	0	2	0	5	1	1	1	3	0	1	2	0	0	0	0	2	3	7	7	6	13	16	2	0	0	17	5	0	5	2	0	7	3	0	2	3	0	1	4	0	4	2	0	3	0	1	0	0	0	1	4	2	6	1	3	0	2	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	3	0	2	0	0	0	1	0	0	2	0	2	0	2	0	0	0	0	0	0	0
chr11	88060390	88061000	chr11:88060390-88061000	190	+	131	11	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	0	4	6	3	7	4	0	7	1	2	0	7	0	8	2	7	0	5	0	0	3	0	1	0	0	0	0	3	0	1	1	5	0	0	3	2	4	0	0	2	1	1	0	4	5	0	1	2	3	1	0	0	3	2	6	1	0	2	6	5	3	2	11	6	5	4	1	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	2	0	3	0	2	0	0	1	3	0
chr11	88740251	88741020	chr11:88740251-88741020	270	-	188	14	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	5	5	3	1	5	5	1	2	0	0	1	0	0	0	6	2	0	0	0	1	0	0	1	0	0	3	6	8	2	3	10	14	13	0	0	6	0	4	4	1	7	3	2	2	3	0	2	3	1	3	1	2	5	0	3	6	0	8	0	0	6	0	0	2	2	0	3	0	6	6	4	4	2	1	11	9	2	6	0	3	2	4	3	2	0	4	7	0	0	1	7	1	0	1	0	3	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0
chr11	93795984	93803284	chr11:93795984-93803284	241	+	169	13	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	1	0	5	2	2	13	8	3	1	2	3	2	4	1	2	3	5	1	3	2	3	2	2	2	8	0	1	3	3	8	5	6	2	2	2	0	1	6	5	5	5	5	6	3	2	2	0	0	2	1	2	1	1	3	1	4	0	2	0	7	1	1	1	1	0	0	3	0	4	0	0	0	0	0	0	1	0	1	0	1	0	1	3	4	0	2	1	0	4	0	2	0	2	3	2	0	5	0	0	2	4	2	0	0	5	1	1	4	2	1	0	0	0
chr11	93795988	93803284	chr11:93795988-93803284	177	+	117	10	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	0	6	4	0	2	3	2	0	2	1	1	0	2	2	10	8	3	4	0	1	0	0	1	1	0	0	1	1	2	4	1	0	6	1	1	2	4	5	2	1	1	5	0	2	1	2	0	1	0	1	1	6	0	1	2	0	3	3	0	7	4	3	3	0	2	8	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	2	0	2	0	3	1	1	1	0	0	0	0	0	4	0	2	2	1	3	0	1	1	0	3	1	1	0	0	0
chr11	93927425	93939384	chr11:93927425-93939384	178	+	125	9	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	0	3	0	5	5	6	6	1	5	5	0	2	3	1	6	6	0	0	0	0	4	2	0	1	0	0	2	1	2	1	2	2	4	3	1	1	9	0	4	3	0	6	1	6	4	3	0	2	0	0	0	0	2	2	2	2	1	1	3	0	2	0	0	1	0	1	0	0	2	0	3	1	0	2	1	1	0	2	0	0	0	0	6	0	0	4	4	1	3	6	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0
chr11	95966382	100252960	chr11:95966382-100252960	273	-	194	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	3	21	12	9	0	4	16	10	13	6	0	25	14	9	30	10	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	2	5	0	0	0	6	0	0	0	0	0	6	9	0	3	0	0	0	6	1	0	0	0	10	10	0	0	5	7	4	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	97268761	97269537	chr11:97268761-97269537	298	+	212	16	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	1	0	9	12	9	16	14	13	8	4	5	0	11	13	8	10	5	2	2	0	0	4	3	2	1	0	0	6	3	0	1	5	2	4	1	3	0	0	3	6	1	2	5	0	1	0	1	0	0	3	1	4	4	8	1	4	5	5	1	2	1	4	2	2	7	2	3	6	6	0	4	1	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	2	2	0	0	1	1	1	0	0	1	0	2	0	0	0	0	1	0	2	0	3	0	0	0
chr11	98154295	98158684	chr11:98154295-98158684	1140	+	734	33	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	3	9	4	13	19	18	24	32	18	15	22	12	13	8	16	16	19	34	7	11	5	8	13	8	6	7	4	4	16	11	19	17	10	12	23	12	4	13	19	11	25	16	14	15	16	6	11	4	5	6	12	2	0	13	8	9	16	7	12	7	10	3	4	22	9	3	9	6	2	10	11	12	14	9	9	4	4	2	3	8	10	2	1	15	7	10	11	8	5	11	4	4	10	21	2	11	9	5	9	2	5	7	3	7	11	6	15	6	11	7	3	6	0	3
chr11	98154396	98155019	chr11:98154396-98155019	521	+	363	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	5	2	5	10	6	10	11	9	7	11	1	12	2	12	8	6	11	2	3	1	2	8	4	6	8	0	6	8	8	11	11	4	10	8	7	1	8	6	1	3	9	7	7	12	8	7	1	5	2	7	1	4	4	0	7	6	1	5	3	1	2	6	4	4	2	5	4	6	4	2	4	5	3	3	2	0	0	1	6	2	2	0	2	3	3	4	2	3	3	1	6	0	9	1	7	2	5	7	0	5	4	4	0	3	2	5	3	5	6	2	3	0	1
chr11	100261605	100261970	chr11:100261605-100261970	165	+	127	9	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	3	0	4	0	0	1	2	0	0	0	2	3	0	0	3	0	1	0	6	0	1	0	3	4	0	3	0	0	2	0	6	0	0	1	6	2	0	10	0	2	1	4	0	0	1	0	0	4	2	0	0	0	2	0	2	0	1	0	0	0	2	1	4	0	0	6	0	3	0	2	0	2	0	0	0	0	3	3	0	6	0	0	0	0	0	0	0	0	0	0	3	0	2	4	4	8	0	0	0	3	3	4	3	5	1	2	3	0	0	0	0	6
chr11	102937204	102946115	chr11:102937204-102946115	672	+	434	18	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	1	1	7	7	17	11	10	2	0	9	9	3	11	14	17	13	10	14	5	1	7	14	3	3	7	1	0	2	3	1	9	4	18	2	10	8	6	5	3	9	14	4	9	5	4	3	9	8	2	13	6	8	11	6	8	9	5	3	4	11	12	13	12	9	6	13	5	8	12	4	8	2	2	0	2	2	3	3	5	4	5	1	0	3	2	2	6	6	3	1	4	5	8	0	6	3	5	9	0	3	3	5	2	11	5	6	9	5	3	4	1	0	0
chr11	105131186	105138421	chr11:105131186-105138421	164	+	122	11	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	0	1	2	0	1	8	3	4	1	3	3	5	0	6	2	0	6	1	0	0	1	0	0	0	0	2	1	3	0	1	0	0	4	2	6	1	1	2	0	1	1	2	8	0	5	0	0	1	6	4	1	3	1	2	1	0	2	3	11	0	3	1	1	4	4	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	2	0	0	2	1	6	0	0	1	0	0	0	0	0	1	0	1	1	0	2	2	0
chr11	106229979	106236555	chr11:106229979-106236555	150	-	109	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	11	6	3	4	7	6	6	0	6	13	15	4	11	6	5	10	3	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	106570374	106576074	chr11:106570374-106576074	174	-	115	13	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	1	0	3	8	5	16	8	13	2	8	4	0	6	10	1	9	3	0	1	0	0	1	0	0	0	0	2	1	0	0	0	3	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	2	1	0	3	6	3	0	6	0	7	4	0	3	3	0	4	2	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	3	0	2	0	1	0	0	0
chr11	116070603	116071116	chr11:116070603-116071116	217	-	166	11	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	3	5	1	2	0	0	1	1	0	3	0	0	0	1	0	0	0	1	5	0	0	1	0	0	0	1	0	2	3	4	1	3	1	1	2	1	7	1	0	0	0	0	1	2	0	1	6	1	1	6	0	0	2	0	1	3	1	1	2	4	1	2	0	0	1	0	0	4	0	0	4	1	9	7	6	8	2	2	11	0	2	0	1	6	1	1	2	9	6	6	5	9	0	6	0	1	0	2	0	0	4	0	5	2	3	2	0	3	0	0	0	0	0	0
chr11	116124211	116125349	chr11:116124211-116125349	266	-	183	17	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	4	1	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	10	5	4	10	15	6	2	2	0	4	2	2	7	2	5	2	3	3	5	9	4	4	10	17	4	7	0	1	3	2	2	2	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	14	0	5	2	4	4	8	2	4	3	3	0	2	2	5	5	5	6	8	0	1	2
chr11	119041853	119044901	chr11:119041853-119044901	219	-	147	15	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	3	0	3	9	2	3	1	5	4	1	2	8	2	4	1	1	2	0	0	0	4	0	0	0	3	0	0	5	0	1	2	5	0	4	0	0	5	4	2	0	0	0	0	0	2	0	1	9	12	7	1	3	7	9	7	4	0	4	8	6	5	0	15	2	0	7	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	4	1	0	1	0	0	0	0	0	2	0	1	4
chr11	120704866	120705302	chr11:120704866-120705302	329	-	226	31	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	1	4	0	0	0	0	1	0	0	0	0	1	1	0	0	0	4	0	3	1	1	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0	2	3	3	0	0	0	3	0	1	0	0	2	0	15	25	0	30	12	5	6	27	0	0	33	1	1	2	1	2	0	0	0	1	0	1	3	15	7	1	5	3	4	1	0	0	1	1	4	6	3	10	4	2	6	3	2	7	0	6	3	2	2	0	1	4	0	0	0	1	2	1	10	1	2	3	4	0
chr11	120710026	120710628	chr11:120710026-120710628	353	-	214	40	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	5	0	0	0	1	3	0	0	1	0	1	29	14	0	42	17	5	0	29	1	2	25	7	0	5	2	2	3	0	0	0	0	0	4	16	10	1	11	0	4	4	0	0	3	9	6	20	2	12	3	1	1	6	6	8	0	0	4	0	0	0	1	0	0	1	0	0	0	0	8	0	1	1	2	0
