Sex	gene_id	gene_name	gene_type	CorrDir	corrTissueN	corrTissues	medianEstimate
Female	ENSMUSG00000109783	Gm45338	lncRNA	1	1	Lung	0.9121593238215746
Female	ENSMUSG00000109807	Gm45244	TEC	-1	1	Pancreas	-0.8076454080357874
Female	ENSMUSG00000109812	Gm45640	TEC	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000109841	E330011O21Rik	lncRNA	1	1	Pancreas	0.8443565629465051
Female	ENSMUSG00000109863	Gm45643	TEC	1	1	Skin	0.8827348295047496
Female	ENSMUSG00000109866	Gm45714	TEC	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000109868	Gm39244	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000109873	Gm45407	TEC	1	1	Pancreas	0.7709342531250698
Female	ENSMUSG00000109909	Gm45663	TEC	1	1	Skin	0.9710083124552245
Female	ENSMUSG00000109910	Gm45240	TEC	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000109945	Gm45601	lncRNA	1	1	Small_intestine	0.8099531445617963
Female	ENSMUSG00000109997	9430099M06Rik	TEC	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000109999	Gm35368	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000110071	Gm45512	TEC	-1	1	Pancreas	-0.9177788727679403
Female	ENSMUSG00000110080	Gm6145	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000110097	Zscan4a	unprocessed_pseudogene	1	1	Marrow	0.9561828874675149
Female	ENSMUSG00000110138	4831440D22Rik	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000110148	5830408C22Rik	lncRNA	1	3	Pancreas, Brain, Gonadal_adipose	0.8260009854911462
Female	ENSMUSG00000110231	Gm6329	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000110235	Gm5086	lncRNA	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000110235	Gm5086	lncRNA	1	2	Lung, Brain	0.7926176949496622
Female	ENSMUSG00000110246	C130073E24Rik	lncRNA	1	1	Skin	0.9710083124552245
Female	ENSMUSG00000110249	9330121K16Rik	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000110279	Gm45552	lncRNA	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000110308	Gm45516	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000110311	Gm45410	TEC	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000110318	Gm2767	processed_pseudogene	-1	1	Liver	-0.8783100656536801
Female	ENSMUSG00000110357	A030001D20Rik	lncRNA	-1	1	Liver	-0.9759000729485333
Female	ENSMUSG00000110362	Gm45554	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000110365	Gm38947	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000110401	Gm5740	processed_pseudogene	1	1	Pancreas	0.8994232953125814
Female	ENSMUSG00000110403	Gm45553	TEC	1	1	Spleen	1
Female	ENSMUSG00000110411	Gm45457	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000110424	Zbed5-ps	lncRNA	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000110440	Gm45894	lncRNA	-1	2	Marrow, Liver	-0.8928489747368841
Female	ENSMUSG00000110440	Gm45894	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000110462	Gm35572	lncRNA	1	1	Mesenteric_adipose	0.8295150620062532
Female	ENSMUSG00000110504	Gm45797	TEC	-1	1	Skin	-0.8827348295047496
Female	ENSMUSG00000110537	Gm4316	lncRNA	1	1	Liver	0.9759000729485333
Female	ENSMUSG00000110554	Gm35256	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000110556	Gm45762	TEC	1	1	Lung	0.9710083124552245
Female	ENSMUSG00000110557	Gm5159	transcribed_unprocessed_pseudogene	1	1	Skin	0.8533103351879245
Female	ENSMUSG00000110558	Gm45779	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000110559	Gm26843	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000110598	Gm45854	TEC	1	1	Pancreas	0.7709342531250698
Female	ENSMUSG00000110613	Lncbate1	lncRNA	-1	2	Mesenteric_adipose, Gonadal_adipose	-0.9027075674773932
Female	ENSMUSG00000110613	Lncbate1	lncRNA	1	1	Small_intestine	0.8295150620062532
Female	ENSMUSG00000110631	Gm42047	lncRNA	1	2	Limb_muscle, Marrow	0.9172464765605974
Female	ENSMUSG00000110633	Gm32122	lncRNA	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000110652	Gm33023	lncRNA	1	1	Gonadal_adipose	0.7319250547113999
Female	ENSMUSG00000110670	Gm30132	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000110670	Gm30132	lncRNA	1	2	Liver, Brain	0.7563225565351133
Female	ENSMUSG00000110676	Gm45897	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000110682	A530010L16Rik	lncRNA	1	2	Pancreas, Liver	0.8217160993803452
Female	ENSMUSG00000110697	Gm31718	lncRNA	1	2	Marrow, Spleen	0.9183300132670378
Female	ENSMUSG00000110735	Gm47173	TEC	1	2	Marrow, Skin	0.874409675177825
Female	ENSMUSG00000110758	Gm48092	TEC	1	2	Liver, Brain	0.7319250547113999
Female	ENSMUSG00000110790	Gm47079	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000110814	Gm38661	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000110866	Gm48362	lncRNA	1	1	Limb_muscle	0.8783100656536801
Female	ENSMUSG00000110869	Gm49628	TEC	1	1	Spleen	1
Female	ENSMUSG00000110874	D030045P18Rik	lncRNA	1	1	Skin	0.8533103351879245
Female	ENSMUSG00000110891	Gm40639	lncRNA	-1	1	Liver	-0.8295150620062532
Female	ENSMUSG00000110894	Gm48335	TEC	-1	1	Skin	-0.8827348295047496
Female	ENSMUSG00000110903	Gm47857	TEC	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000110914	Gm48611	TEC	-1	1	Mesenteric_adipose	-0.7807200583588266
Female	ENSMUSG00000110914	Gm48611	TEC	1	2	Pancreas, Gonadal_adipose	0.7850049444696277
Female	ENSMUSG00000110924	Gm40518	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000110945	Gm9856	lncRNA	-1	2	Marrow, Liver	-0.8574850460938778
Female	ENSMUSG00000110972	5830462O15Rik	TEC	1	1	Spleen	1
Female	ENSMUSG00000111000	Gm47108	TEC	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000111003	Gm47122	TEC	1	1	Mesenteric_adipose	0.9271050693011067
Female	ENSMUSG00000111047	Gm4780	transcribed_processed_pseudogene	1	1	Lung	0.9121593238215746
Female	ENSMUSG00000111067	Gm48714	TEC	1	1	Brain	0.8295150620062532
Female	ENSMUSG00000111077	Gm48743	TEC	1	1	Brain	0.8295150620062532
Female	ENSMUSG00000111080	Gm20300	lncRNA	-1	2	Marrow, Spleen	-0.9780914437337574
Female	ENSMUSG00000111083	Gm48274	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000111083	Gm48274	TEC	1	1	Marrow	0.9561828874675149
Female	ENSMUSG00000111090	Gm30698	TEC	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111097	Gm34069	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000111116	Gm48065	lncRNA	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000111128	Gm49338	TEC	-1	1	Gonadal_adipose	-0.8783100656536801
Female	ENSMUSG00000111147	Gm33699	lncRNA	1	2	Pancreas, Mesenteric_adipose	0.8613333143000925
Female	ENSMUSG00000111155	Gm47197	TEC	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111189	Gm48293	lncRNA	-1	1	Skin	-0.8827348295047496
Female	ENSMUSG00000111202	Gm48275	lncRNA	1	1	Brain	0.8837879163470618
Female	ENSMUSG00000111212	5330432J10Rik	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000111212	5330432J10Rik	TEC	1	1	Small_intestine	0.7319250547113999
Female	ENSMUSG00000111229	Gm39323	lncRNA	1	1	Pancreas	0.7892898305804287
Female	ENSMUSG00000111238	Gm19113	processed_pseudogene	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000111246	4930517E14Rik	lncRNA	-1	1	Brain	-0.7319250547113999
Female	ENSMUSG00000111250	Gm47818	lncRNA	-1	1	Brown_adipose	-0.8827348295047496
Female	ENSMUSG00000111264	E030022I16Rik	TEC	-1	2	Marrow, Spleen	-0.9780914437337574
Female	ENSMUSG00000111293	Gm34006	lncRNA	1	1	Pancreas	0.9728456051340167
Female	ENSMUSG00000111308	Gm48710	TEC	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111312	Gm47205	TEC	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000111329	A830035O19Rik	lncRNA	-1	1	Skin	-0.9710083124552245
Female	ENSMUSG00000111329	A830035O19Rik	lncRNA	1	1	WBC	0.7807200583588266
Female	ENSMUSG00000111334	Gm30015	lncRNA	1	1	Limb_muscle	0.7807200583588266
Female	ENSMUSG00000111340	Gm47171	TEC	1	1	Skin	0.9710083124552245
Female	ENSMUSG00000111342	4933404K13Rik	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000111348	Gm19531	lncRNA	-1	1	Mesenteric_adipose	-0.8783100656536801
Female	ENSMUSG00000111371	Gm47162	lncRNA	1	1	Pancreas	0.7871720232376758
Female	ENSMUSG00000111379	Gm48346	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000111390	Gm48796	lncRNA	-1	1	Gonadal_adipose	-0.7319250547113999
Female	ENSMUSG00000111394	Gm49759	TEC	1	1	Skin	0.9710083124552245
Female	ENSMUSG00000111398	D330037F02Rik	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000111424	Gm48478	TEC	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000111429	Gm32511	lncRNA	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000111442	Gm48334	TEC	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000111470	Gm31822	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000111481	Gm47652	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000111491	Gm47503	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000111504	Gm48284	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000111521	Gm48529	lncRNA	-1	2	Pancreas, Liver	-0.7881408088289525
Female	ENSMUSG00000111535	Gm35154	lncRNA	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000111551	Gm48128	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000111583	Gm47962	lncRNA	1	1	Pancreas	0.7709342531250698
Female	ENSMUSG00000111585	Gm47355	processed_pseudogene	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111641	Gm47388	TEC	1	1	Spleen	1
Female	ENSMUSG00000111646	Gm40621	lncRNA	1	1	Marrow	0.9561828874675149
Female	ENSMUSG00000111652	Gm48726	TEC	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111662	Gm7435	transcribed_processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000111673	Gm29724	lncRNA	-1	2	Liver, Spleen	-0.9391550328268401
Female	ENSMUSG00000111673	Gm29724	lncRNA	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000111696	Gm47932	processed_pseudogene	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111728	Gm48850	processed_pseudogene	1	1	Brown_adipose	0.8827348295047496
Female	ENSMUSG00000111740	Gm49783	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000111752	Gm38575	lncRNA	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111763	Gm34973	lncRNA	1	1	Gonadal_adipose	0.8295150620062532
Female	ENSMUSG00000111765	Gm10635	lncRNA	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000111774	Gm38398	lncRNA	1	1	Mesenteric_adipose	0.7807200583588266
Female	ENSMUSG00000111787	Gm5035	unprocessed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000111792	Gm33858	lncRNA	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000111808	Gm18225	unprocessed_pseudogene	1	1	Limb_muscle	0.7319250547113999
Female	ENSMUSG00000111840	Gm48832	lncRNA	-1	2	Mesenteric_adipose, Gonadal_adipose	-0.7807200583588266
Female	ENSMUSG00000111854	Gm48740	lncRNA	-1	1	Gonadal_adipose	-0.7319250547113999
Female	ENSMUSG00000111862	Gm47828	lncRNA	1	1	Liver	0.9271050693011067
Female	ENSMUSG00000111868	Gm47398	lncRNA	1	1	Lung	0.9121593238215746
Female	ENSMUSG00000111912	Gm48521	lncRNA	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000111929	Gm48780	lncRNA	1	1	Skin	0.8533103351879245
Female	ENSMUSG00000111977	Gm47163	lncRNA	-1	1	Brain	-0.7807200583588266
Female	ENSMUSG00000111979	Gm47522	TEC	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000111990	Gm47033	lncRNA	1	1	Pancreas	0.8260009854911462
Female	ENSMUSG00000111999	Gm5080	processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000112006	Gm48633	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000112071	5430401H09Rik	lncRNA	1	1	Kidney	0.9177788727679403
Female	ENSMUSG00000112074	Gm48278	lncRNA	1	1	Pancreas	0.7892898305804287
Female	ENSMUSG00000112082	Gm35035	lncRNA	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000112122	Gm47628	processed_pseudogene	1	1	Brain	0.8783100656536801
Female	ENSMUSG00000112135	Gm9029	processed_pseudogene	1	1	Lung	0.8754275592730114
Female	ENSMUSG00000112139	Gm47431	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000112150	9530018F02Rik	lncRNA	-1	1	Brown_adipose	-0.8827348295047496
Female	ENSMUSG00000112150	9530018F02Rik	lncRNA	1	1	Marrow	0.9561828874675149
Female	ENSMUSG00000112164	Gm19990	lncRNA	-1	1	Liver	-0.8783100656536801
Female	ENSMUSG00000112168	Gm34776	lncRNA	1	1	Brain	0.9759000729485333
Female	ENSMUSG00000112188	Gm47708	lncRNA	-1	1	WBC	-0.7319250547113999
Female	ENSMUSG00000112193	Gm48206	TEC	1	1	Spleen	1
Female	ENSMUSG00000112197	Gm47337	TEC	-1	1	Brain	-0.7319250547113999
Female	ENSMUSG00000112203	Gm49167	TEC	-1	1	Gonadal_adipose	-0.8318003918560581
Female	ENSMUSG00000112203	Gm49167	TEC	1	1	Spleen	1
Female	ENSMUSG00000112254	Gm47690	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000112255	Gm47594	TEC	1	1	Spleen	1
Female	ENSMUSG00000112275	Gm47078	lncRNA	1	2	Lung, Pancreas	0.8507245772010017
Female	ENSMUSG00000112276	5033421B08Rik	lncRNA	1	1	Small_intestine	0.8783100656536801
Female	ENSMUSG00000112297	Gm17816	processed_pseudogene	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000112307	Gm48751	TEC	1	2	Small_intestine, Lung	0.9002616872307388
Female	ENSMUSG00000112324	Gm47939	lncRNA	1	1	Limb_muscle	0.9271050693011067
Female	ENSMUSG00000112327	Gm36827	lncRNA	1	1	Mesenteric_adipose	0.9759000729485333
Female	ENSMUSG00000112332	4930466K18Rik	TEC	1	1	Pancreas	0.7892898305804287
Female	ENSMUSG00000112336	Gm47766	lncRNA	-1	1	Pancreas	-0.8627121404018638
Female	ENSMUSG00000112342	Gm47031	lncRNA	1	1	Small_intestine	0.7319250547113999
Female	ENSMUSG00000112343	Sfta3-ps	lncRNA	-1	1	Liver	-0.8295150620062532
Female	ENSMUSG00000112366	C730027H18Rik	lncRNA	-1	1	Small_intestine	-0.7319250547113999
Female	ENSMUSG00000112391	Gm48230	TEC	1	3	Small_intestine, Pancreas, Spleen	0.8443565629465051
Female	ENSMUSG00000112410	B230217J21Rik	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000112442	Gm47992	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000112448	Gm48182	TEC	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000112466	Gm29674	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000112476	Gm32365	lncRNA	1	1	Lung	0.8359140076371449
Female	ENSMUSG00000112478	Gm47761	lncRNA	1	2	Limb_muscle, Marrow	0.9660414802080242
Female	ENSMUSG00000112483	Gm48542	TEC	-1	1	Mesenteric_adipose	-0.8783100656536801
Female	ENSMUSG00000112496	Gm48764	lncRNA	1	1	Skin	0.9121593238215746
Female	ENSMUSG00000112505	Gm48610	lncRNA	1	1	Gonadal_adipose	0.7319250547113999
Female	ENSMUSG00000112522	Gm47632	processed_pseudogene	1	1	Small_intestine	0.8295150620062532
Female	ENSMUSG00000112545	1300014J16Rik	lncRNA	-1	2	Marrow, Mesenteric_adipose	-0.8684514729131707
Female	ENSMUSG00000112547	Gm47096	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000112550	Gm6627	processed_pseudogene	1	1	Brain	0.9271050693011067
Female	ENSMUSG00000112571	Gm48207	TEC	-1	1	Skin	-0.8827348295047496
Female	ENSMUSG00000112593	Gm48882	lncRNA	-1	1	Liver	-0.7807200583588266
Female	ENSMUSG00000112601	Gm47590	TEC	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000112627	4933412E12Rik	lncRNA	-1	1	Lung	-0.8533103351879245
Female	ENSMUSG00000112637	Gm48225	TEC	1	1	Mesenteric_adipose	0.8783100656536801
Female	ENSMUSG00000112707	D830005E20Rik	lncRNA	-1	1	Lung	-0.8827348295047496
Female	ENSMUSG00000112731	Gm47739	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000112734	Gm47644	lncRNA	-1	2	Lung, Gonadal_adipose	-0.8758641854070255
Female	ENSMUSG00000112734	Gm47644	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000112759	Gm47615	TEC	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000112800	Gm40604	lncRNA	-1	1	Lung	-0.8533103351879245
Female	ENSMUSG00000112805	Gm34574	lncRNA	1	1	Lung	0.8359140076371449
Female	ENSMUSG00000112806	Gm48146	TEC	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000112808	Gm4739	processed_pseudogene	1	2	Pancreas, Liver	0.7697852313735937
Female	ENSMUSG00000112824	Gm47917	lncRNA	-1	1	Mesenteric_adipose	-0.7807200583588266
Female	ENSMUSG00000112841	Gm48752	TEC	1	1	Spleen	1
Female	ENSMUSG00000112844	Gm47036	processed_pseudogene	1	1	Small_intestine	0.8099531445617963
Female	ENSMUSG00000112866	Gm47704	TEC	1	1	Pancreas	0.8260009854911462
Female	ENSMUSG00000112880	Gm20337	lncRNA	-1	1	Liver	-0.8783100656536801
Female	ENSMUSG00000112895	Gm47567	TEC	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000112907	Gm47015	lncRNA	1	1	Pancreas	0.8994232953125814
Female	ENSMUSG00000112922	Gm47572	TEC	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000112928	Gm47710	lncRNA	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000112944	Gm48885	TEC	1	1	Small_intestine	0.8295150620062532
Female	ENSMUSG00000112955	Gm48889	TEC	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000112980	D430020J02Rik	lncRNA	-1	1	Brown_adipose	-0.8827348295047496
Female	ENSMUSG00000112990	Gm47372	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000113001	Gm40538	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000113003	Gm47138	TEC	-1	1	Skin	-0.8827348295047496
Female	ENSMUSG00000113004	Gm47951	processed_pseudogene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000113010	Gm34084	lncRNA	1	2	Lung, Spleen	0.9560796619107873
Female	ENSMUSG00000113012	Gm47196	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000113020	Gm48063	TEC	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000113029	Gm40578	lncRNA	-1	1	Brain	-0.7319250547113999
Female	ENSMUSG00000113035	5830428M24Rik	lncRNA	1	2	Pancreas, Gonadal_adipose	0.8217160993803452
Female	ENSMUSG00000113045	Gm48621	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000113047	Gm47469	lncRNA	1	1	Pancreas	0.7892898305804287
Female	ENSMUSG00000113053	Gm18262	processed_pseudogene	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000113067	Gm47166	TEC	1	1	Small_intestine	0.7319250547113999
Female	ENSMUSG00000113098	Gm2912	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000113126	Gm47588	TEC	-1	1	Brain	-0.7319250547113999
Female	ENSMUSG00000113126	Gm47588	TEC	1	1	Brown_adipose	0.9710083124552245
Female	ENSMUSG00000113159	Gm48771	TEC	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000113159	Gm48771	TEC	1	1	Spleen	1
Female	ENSMUSG00000113165	Gm47863	lncRNA	1	1	Mesenteric_adipose	0.8783100656536801
Female	ENSMUSG00000113184	Gm49654	lncRNA	-1	1	Brain	-0.7319250547113999
Female	ENSMUSG00000113195	Gm48586	TEC	-1	1	Mesenteric_adipose	-0.8295150620062532
Female	ENSMUSG00000113195	Gm48586	TEC	1	1	Skin	0.8827348295047496
Female	ENSMUSG00000113200	Gm48632	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000113216	Gm40841	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000113216	Gm40841	lncRNA	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000113311	Gm47428	lncRNA	1	1	Liver	0.8783100656536801
Female	ENSMUSG00000113326	Gm47586	TEC	-1	1	Gonadal_adipose	-0.7807200583588266
Female	ENSMUSG00000113328	Gm47260	TEC	-1	1	Mesenteric_adipose	-0.7807200583588266
Female	ENSMUSG00000113339	Gm17915	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000113353	Gm18878	processed_pseudogene	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000113355	Gm48888	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000113361	B930059L03Rik	lncRNA	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000113361	B930059L03Rik	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000113366	Gm47259	TEC	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000113387	Gm31508	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000113410	Gm20043	lncRNA	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000113424	Gm48161	lncRNA	1	1	Kidney	0.8443565629465051
Female	ENSMUSG00000113429	Gm20063	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000113434	3200001D21Rik	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000113440	Gm46404	lncRNA	-1	1	Limb_muscle	-0.7807200583588266
Female	ENSMUSG00000113454	Gm47373	lncRNA	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000113502	Gm47411	TEC	1	1	Lung	0.8754275592730114
Female	ENSMUSG00000113507	Gm48613	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000113523	Gm48366	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000113535	AU015791	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000113542	Gm19154	processed_pseudogene	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000113557	Gm47657	TEC	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000113569	Gm48035	processed_pseudogene	1	2	Lung, Pancreas	0.9149690982947575
Female	ENSMUSG00000113581	Dio3os	lncRNA	-1	1	Liver	-0.8295150620062532
Female	ENSMUSG00000113585	Gm19605	lncRNA	-1	1	Mesenteric_adipose	-0.8295150620062532
Female	ENSMUSG00000113585	Gm19605	lncRNA	1	2	Lung, WBC	0.8464396910902006
Female	ENSMUSG00000113601	Gm48735	TEC	-1	1	Spleen	-1
Female	ENSMUSG00000113601	Gm48735	TEC	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000113626	Gm7240	transcribed_processed_pseudogene	1	2	Marrow, Spleen	0.9780914437337574
Female	ENSMUSG00000113650	Gm47826	TEC	-1	1	Brain	-0.8295150620062532
Female	ENSMUSG00000113655	Gm47454	TEC	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000113662	Gm35558	TEC	-1	2	Liver, Gonadal_adipose	-0.8539125638299667
Female	ENSMUSG00000113665	Gm47603	TEC	-1	1	Brain	-0.7807200583588266
Female	ENSMUSG00000113665	Gm47603	TEC	1	1	Spleen	1
Female	ENSMUSG00000113666	Gm35725	lncRNA	1	1	Lung	0.9553302944424514
Female	ENSMUSG00000113669	Gm36723	lncRNA	1	1	Pancreas	0.8443565629465051
Female	ENSMUSG00000113679	Gm10432	lncRNA	1	1	Brain	0.8295150620062532
Female	ENSMUSG00000113682	Gm48630	TEC	-1	1	Pancreas	-0.8627121404018638
Female	ENSMUSG00000113684	Gm48418	processed_pseudogene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000113688	A930027P06Rik	TEC	1	1	Brain	0.8295150620062532
Female	ENSMUSG00000113691	Gm38699	unprocessed_pseudogene	1	1	Pancreas	0.8627121404018638
Female	ENSMUSG00000113697	Gm47890	TEC	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000113701	B230303A05Rik	transcribed_processed_pseudogene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000113716	Gm47518	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000113789	Gm47322	TEC	-1	1	Limb_muscle	-0.7319250547113999
Female	ENSMUSG00000113792	Gm10933	TEC	1	1	Liver	0.8295150620062532
Female	ENSMUSG00000113800	2210039B01Rik	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000113836	Gm3325	transcribed_processed_pseudogene	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000113842	Gm48138	TEC	-1	1	Skin	-0.9710083124552245
Female	ENSMUSG00000113852	Gm48062	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000113854	Gm2099	transcribed_processed_pseudogene	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000113917	Gm48382	TEC	1	1	Limb_muscle	0.7319250547113999
Female	ENSMUSG00000113918	Gm6566	lncRNA	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000113965	A730091E23Rik	TEC	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000114007	Gm48660	processed_pseudogene	1	1	Skin	0.9710083124552245
Female	ENSMUSG00000114048	4930549C15Rik	lncRNA	-1	2	Marrow, Spleen	-0.9183300132670378
Female	ENSMUSG00000114083	Gm47860	transcribed_processed_pseudogene	-1	1	Brain	-0.8783100656536801
Female	ENSMUSG00000114104	Gm47585	TEC	-1	1	Pancreas	-0.8627121404018638
Female	ENSMUSG00000114118	Gm48829	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000114130	Gm18954	processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000114138	Gm36423	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000114189	9330199G10Rik	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000114196	Gm47547	lncRNA	-1	2	Brain, Gonadal_adipose	-0.7807200583588265
Female	ENSMUSG00000114196	Gm47547	lncRNA	1	1	Pancreas	0.8627121404018638
