Tissue	circID	Cons_coords	type	gene_id	gene_type	gene_name	Change	circAtlas	circBase	circPedia	NtoolsDE	medianLFC	medianPadj	medianStat	LFC_lineal	padj_lineal	changeLineal	NtissuesDE	Tissues
Heart	cRNA_0981	chr10:55999607-56027949	JNC-JNC	ENSMUSG00000038122.10	protein_coding	Tbc1d32	UP	mmu-Tbc1d32_0014	mm9_circ_014615	MMU_CIRCpedia_23481	3	2.2105431848848824	0.00391252030388964	3.936059507298528	0.1288056883714992	0.6619622600075534	NS	1	Heart
Heart	cRNA_1011	chr16:3955230-3972897	JNC-JNC	ENSMUSG00000022521.11	protein_coding	Crebbp	UP	mmu-Crebbp_0013	NA	MMU_CIRCpedia_19623	3	1.3438236478302945	0.0194074981453683	3.4237243366535237	0.06107396926850474	0.9144622094192658	NS	1	Heart
Heart	cRNA_1043	chr14:47253734-47254252	FULLEX	ENSMUSG00000021838.18	protein_coding	Samd4	UP	mmu-Samd4_0001	mm9_circ_005305	MMU_CIRCpedia_21017	3	1.0158461789255684	0.03367931222981323	3.157040768554517	0.143022663184232	0.6606289649748099	NS	1	Heart
Heart	cRNA_1063	chr18:39360421-39379977	JNC-JNC	ENSMUSG00000036452.19	protein_coding	Arhgap26	UP	mmu-Arhgap26_0014	mm9_circ_013712	MMU_CIRCpedia_19089	3	2.40486265595602	2.707008829087772e-4	4.745059322230279	0.4001044336249901	0.039780780638951685	UP	1	Heart
Heart	cRNA_1088	chr19:40325430-40353610	JNC-JNC	ENSMUSG00000025006.19	protein_coding	Sorbs1	UP	mmu-Sorbs1_0055	NA	MMU_CIRCpedia_19320	3	1.5533983734030734	0.01191791713258766	3.570572562970988	0.39699211857509725	0.2518830056088069	NS	1	Heart
Heart	cRNA_1141	chr5:72579368-72611849	JNC-JNC	ENSMUSG00000005220.11	protein_coding	Corin	UP	mmu-Corin_0004	NA	MMU_CIRCpedia_214900	4	1.9242975537067013	1.7400209346471793e-4	4.801547972755001	0.42303600490955257	0.07076400240416748	UP	1	Heart
Heart	cRNA_1148	chr5:106783476-106786501	FULLEX	ENSMUSG00000049606.17	protein_coding	Zfp644	UP	mmu-Zfp644_0016	NA	MMU_CIRCpedia_1799	4	2.1286611424338826	4.786205993236864e-4	4.523859149515406	0.11101303798840353	0.48513174113585156	NS	2	Heart, Kidney
Heart	cRNA_1149	chr5:107912542-107938374	JNC-JNC	ENSMUSG00000011831.17	protein_coding	Evi5	UP	mmu-Evi5_0012	NA	MMU_CIRCpedia_2169	3	1.4699299789797131	5.582711278889018e-4	4.488736939810222	-0.06141758685505942	0.8331301201192977	NS	1	Heart
Heart	cRNA_1252	chr1:24750593-24770980	JNC-JNC	ENSMUSG00000073725.9	protein_coding	Lmbrd1	UP	mmu-Lmbrd1_0001	NA	MMU_CIRCpedia_14215	4	1.552801258606606	0.0201355204819145	3.385903476908904	0.26641633247876184	0.2973743093147804	NS	1	Heart
Heart	cRNA_1311	chr9:78464739-78468088	JNC-JNC	ENSMUSG00000049624.15	protein_coding	Slc17a5	UP	mmu-Slc17a5_0011	NA	MMU_CIRCpedia_29939	4	2.266380187878324	4.7700496695878296e-4	4.5436172044247325	0.07773643635773538	0.8433416766435909	NS	2	Heart, Kidney
Heart	cRNA_1317	chr9:100587206-100620195	JNC-JNC	ENSMUSG00000037286.16	protein_coding	Stag1	UP	mmu-Stag1_0055	mm9_circ_007796	MMU_CIRCpedia_260	4	1.731681411203363	0.00783728192026997	3.69814105825805	0.36662016069007375	0.17526443696351726	NS	1	Heart
Heart	cRNA_1497	chr2:68189158-68199449	JNC-JNC	ENSMUSG00000027030.16	protein_coding	Stk39	UP	mmu-Stk39_0018	NA	MMU_CIRCpedia_26987	3	1.7161755431802883	1.9675600320550164e-4	4.83776790046732	0.222048973395278	0.1960675970144412	NS	2	Heart, Kidney
Heart	cRNA_1517	chr1:179826927-179867765	JNC-JNC	ENSMUSG00000026490.19	protein_coding	Cdc42bpa	UP	mmu-Cdc42bpa_0014	NA	MMU_CIRCpedia_12236	3	1.770024462520788	0.02336997976564615	3.293491463121704	-0.0037582620541715722	0.9928557605180663	NS	1	Heart
Heart	cRNA_1534	chr8:48352471-48353891	JNC-JNC	ENSMUSG00000031563.9	protein_coding	Wwc2	UP	mmu-Wwc2_0002	mm9_circ_013863	MMU_CIRCpedia_21227	4	1.229618499798678	0.03076506546535098	3.1745721000605	0.19077221148468415	0.46547662033953646	NS	1	Heart
Heart	cRNA_1537	chr8:87358014-87399697	JNC-JNC	ENSMUSG00000047866.21	protein_coding	Lonp2	UP	mmu-Lonp2_0014	NA	MMU_CIRCpedia_32521	3	2.43016990919113	0.00206994226809845	4.123119673698139	0.06570335039471321	0.752879092836993	NS	1	Heart
Heart	cRNA_1608	chr10:91911032-91972552	JNC-JNC	ENSMUSG00000112117.4	lncRNA	Rmst	UP	mmu-Rmst_0001	mm9_circ_005214	NA	4	1.6780371345429337	0.00139289212336199	4.239607472166198	1.1091856193500207	4.6569909176462284e-4	UP	1	Heart
Heart	cRNA_1653	chr18:4649075-4649405	FULLEX	ENSMUSG00000033960.7	protein_coding	Jcad	UP	mmu-9430020K01Rik_0001	NA	MMU_CIRCpedia_20885	3	1.2052667435364974	0.00250225454240836	4.087132097332682	0.025405806656279492	0.9395649783194358	NS	1	Heart
Heart	cRNA_1662	chr18:39259886-39283171	JNC-JNC	ENSMUSG00000036452.19	protein_coding	Arhgap26	UP	mmu-Arhgap26_0015	mm9_circ_013976	MMU_CIRCpedia_19068	3	1.4906913602466876	0.00395468766518458	3.953101071911219	0.4001044336249901	0.039780780638951685	UP	1	Heart
Heart	cRNA_1664	chr18:65311990-65331797	JNC-JNC	ENSMUSG00000024589.19	protein_coding	Nedd4l	UP	mmu-Nedd4l_0014	NA	MMU_CIRCpedia_26090	3	1.1659714153925511	0.01520084789198599	3.490168081412303	-0.0195372362871127	0.9616886303530807	NS	1	Heart
Heart	cRNA_1690	chr7:64011688-64021407	JNC-JNC	ENSMUSG00000033458.18	protein_coding	Fan1	UP	mmu-Fan1_0001,mmu-Fan1_0013	NA	MMU_CIRCpedia_216998	3	1.294803551012912	0.00112939644847939	4.302637904646358	0.46847068611557974	0.015358048850917762	UP	1	Heart
Heart	cRNA_1691	chr7:67653558-67654103	FULLEX	ENSMUSG00000005533.11	protein_coding	Igf1r	UP	mmu-Igf1r_0001	mm9_circ_010252	MMU_CIRCpedia_26913	4	2.365844241082709	0.00917686437301931	3.6309146636811063	0.6379907194634935	0.01710731538733928	UP	2	Heart, Muscle
Heart	cRNA_1761	chr3:97700055-97704124	JNC-JNC	ENSMUSG00000038170.16	protein_coding	Pde4dip	UP	mmu-Pde4dip_0028	NA	MMU_CIRCpedia_35644	3	1.041894150027771	0.03852000160403977	3.084531550821359	0.11933131281382689	0.8079349508720499	NS	2	Heart, Kidney
Heart	cRNA_1786	chr2:76683949-76686710	JNC-JNC	ENSMUSG00000051747.16	protein_coding	Ttn	UP	mmu-Ttn_0122	NA	NA	4	2.8458843827653135	0.00140142186944698	4.230483333432885	-0.265276438129819	0.6036839797424639	NS	2	Heart, Muscle
Heart	cRNA_1791	chr2:76853790-76861051	JNC-JNC	ENSMUSG00000044033.17	protein_coding	Ccdc141	UP	mmu-Ccdc141_0024	NA	MMU_CIRCpedia_29482	4	1.9576988940280553	3.225536451564403e-4	4.687000719701281	-0.0707812681879116	0.8746041398442864	NS	1	Heart
Heart	cRNA_1794	chr2:76919414-76938823	JNC-JNC	ENSMUSG00000044033.17	protein_coding	Ccdc141	UP	mmu-Ccdc141_0018	NA	MMU_CIRCpedia_29512	4	1.390136355272108	5.790169806905469e-4	4.4254015138343465	-0.0707812681879116	0.8746041398442864	NS	1	Heart
Heart	cRNA_1819	chr1:118470832-118479886	JNC-JNC	ENSMUSG00000064302.14	protein_coding	Clasp1	UP	mmu-Clasp1_0017,mmu-Clasp1_0073	NA	MMU_CIRCpedia_4537	3	1.597932418021065	0.00516012983831237	3.8292750687585766	-0.7763834983214756	0.005648932830976056	DOWN	1	Heart
Heart	cRNA_1845	chr9:77072047-77098019	JNC-JNC	ENSMUSG00000032355.17	protein_coding	Mlip	UP	mmu-Mlip_0029	mm9_circ_012617	MMU_CIRCpedia_29558	3	1.3475989233280754	9.830535803003624e-5	5.024537333810517	-0.0182207431571944	0.9510864765007914	NS	1	Heart
Heart	cRNA_1862	chr9:110808538-110810031	JNC-JNC	ENSMUSG00000032495.9	protein_coding	Lrrc2	UP	mmu-Lrrc2_0003	NA	NA	3	1.4420548213652749	0.0373960224951007	3.1059568729941605	0.15695126479575705	0.6060226401836709	NS	1	Heart
Heart	cRNA_1869	chr8:3223480-3224888	JNC-JNC	ENSMUSG00000005534.11	protein_coding	Insr	UP	mmu-Insr_0007	NA	MMU_CIRCpedia_16239	4	1.859115223276725	4.802357394259115e-5	5.263997595414073	0.8025784301291329	0.01575938202776191	UP	1	Heart
Heart	cRNA_1873	chr8:37404714-37405912	FULLEX	ENSMUSG00000031523.17	protein_coding	Dlc1	UP	mmu-Dlc1_0001	mm9_circ_011180	MMU_CIRCpedia_18324	3	0.7074645262048675	0.01267860170496157	3.578969522433225	0.21078274593220844	0.4216235994721985	NS	1	Heart
Heart	cRNA_1879	chr8:78037360-78085263	JNC-JNC	ENSMUSG00000037148.9	protein_coding	Arhgap10	UP	mmu-Arhgap10_0024	NA	MMU_CIRCpedia_29608	3	1.829863997259419	0.00246375178441367	4.059913282299336	0.21554268435911608	0.24027601969435378	NS	1	Heart
Heart	cRNA_1886	chr13:51832870-51833989	JNC-JNC	ENSMUSG00000035139.15	protein_coding	Secisbp2	UP	mmu-Secisbp2_0001	NA	MMU_CIRCpedia_215458	3	1.606921590457284	0.02142415680276497	3.3714022095823437	0.11522664449672898	0.6707032277738054	NS	1	Heart
Heart	cRNA_2118	chr17:6187486-6189431	JNC-JNC	ENSMUSG00000034377.11	protein_coding	Tulp4	UP	mmu-Tulp4_0008,mmu-Tulp4_0033	mm9_circ_008009	NA	3	0.6626681633629514	1.3038730974793356e-4	4.934586544519402	0.43270026989296617	0.002687096071329016	UP	1	Heart
Heart	cRNA_2382	chr12:52562862-52566750	FULLEX	ENSMUSG00000035133.10	protein_coding	Arhgap5	UP	mmu-Arhgap5_0009,mmu-Arhgap5_0019	mm9_circ_011007	MMU_CIRCpedia_22395	3	1.3788399709550432	1.5642873248079915e-8	6.658706453411364	0.20464461673990103	0.3433855700515664	NS	4	Heart, Kidney, Liver, Muscle
Heart	cRNA_2807	chr13:64343966-64344489	EX-JNC	ENSMUSG00000033102.16	protein_coding	Cdc14b	UP	mmu-Cdc14b_0024,mmu-Cdc14b_0043	NA	NA	3	1.7087639292982015	8.631498158123589e-4	4.24584910398375	-0.12125563144002562	0.5800316146714893	NS	1	Heart
Ileon	cRNA_0061	chr12:37397258-37464988	JNC-JNC	ENSMUSG00000050103.19	protein_coding	Agmo	UP	mmu-Agmo_0001	NA	MMU_CIRCpedia_38820	3	1.8583860324341048	0.02653713877208453	3.352270831284523	1.2644070041188509	0.004555583554244404	UP	1	Ileon
Ileon	cRNA_0078	chr12:82387436-82389273	FULLEX	ENSMUSG00000042700.17	protein_coding	Sipa1l1	UP	mmu-Sipa1l1_0031	mm9_circ_007155	MMU_CIRCpedia_31036	4	1.1295760592803712	0.01076005955819479	3.813963494327768	-0.08824688193057753	0.6619235661736057	NS	4	Colon, Ileon, Kidney, Liver
Ileon	cRNA_0107	chr11:12259614-12328359	JNC-JNC	ENSMUSG00000020173.18	protein_coding	Cobl	UP	mmu-Cobl_0007	NA	MMU_CIRCpedia_5972	4	1.9904923791738187	0.03282333804805989	3.2411592297817022	1.5431871066593648	1.3411073423529679e-6	UP	1	Ileon
Ileon	cRNA_0108	chr11:12293744-12328359	JNC-JNC	ENSMUSG00000020173.18	protein_coding	Cobl	UP	mmu-Cobl_0002	mm9_circ_018049	MMU_CIRCpedia_6080	4	2.5408421104843995	5.603933359811435e-5	5.136637848205772	1.5431871066593648	1.3411073423529679e-6	UP	2	Colon, Ileon
Ileon	cRNA_0109	chr11:12315105-12328359	JNC-JNC	ENSMUSG00000020173.18	protein_coding	Cobl	UP	mmu-Cobl_0001	NA	MMU_CIRCpedia_6175	3	1.7364415178424135	0.02195208214616181	3.4104250846246624	1.5431871066593648	1.3411073423529679e-6	UP	1	Ileon
Ileon	cRNA_0155	chr10:12312025-12331308	JNC-JNC	ENSMUSG00000019820.12	protein_coding	Utrn	DOWN	mmu-Utrn_0025	mm9_circ_009056	MMU_CIRCpedia_6294	4	-1.2754573589868616	3.6195637942863503e-6	-5.9075034389610614	0.22312487513863896	0.27111689160306107	NS	2	Colon, Ileon
Ileon	cRNA_0163	chr10:26203585-26228273	JNC-JNC	ENSMUSG00000039089.16	protein_coding	L3mbtl3	DOWN	mmu-L3mbtl3_0001	NA	MMU_CIRCpedia_14744	3	-1.1590413529621126	0.04491200595282321	-3.0894516297109904	-0.3687239168529418	0.009197660421107333	DOWN	1	Ileon
Ileon	cRNA_0195	chr17:26958517-26962105	JNC-JNC	ENSMUSG00000048249.15	protein_coding	Crebrf	UP	mmu-Crebrf_0009	mm9_circ_004122	MMU_CIRCpedia_14835	3	0.8664108617825027	1.3404791252995485e-4	4.937293698482442	0.4981501646931666	0.0014896514775499835	UP	5	Heart, Ileon, Kidney, Liver, Muscle
Ileon	cRNA_0234	chr16:13515197-13516939	JNC-JNC	ENSMUSG00000022684.16	protein_coding	Bfar	UP	mmu-Bfar_0002	mm9_circ_009604	MMU_CIRCpedia_8487	4	2.0709555700287896	1.4823195305252956e-5	5.441460147978315	0.43689893840065647	0.003767427343892323	UP	5	Colon, Ileon, Kidney, Liver, Muscle
Ileon	cRNA_0285	chr15:99717375-99724718	JNC-JNC	ENSMUSG00000023022.15	protein_coding	Lima1	UP	mmu-Lima1_0003	NA	MMU_CIRCpedia_36196	3	1.060473704232595	0.03737606671571902	3.2051844658786015	0.40054386716734874	0.008263198770887584	UP	2	Colon, Ileon
Ileon	cRNA_0308	chr14:54995896-54997202	JNC-JNC	ENSMUSG00000022180.8	protein_coding	Slc7a8	UP	mmu-Slc7a8_0001	mm9_circ_001412	MMU_CIRCpedia_22951	4	2.7193346256497533	0.00660516972948068	3.9258715797664743	3.2368056378030934	1.2912774803485997e-10	UP	1	Ileon
Ileon	cRNA_0311	chr14:57971335-57971875	FULLEX	ENSMUSG00000021959.17	protein_coding	Lats2	UP	mmu-Lats2_0001	NA	MMU_CIRCpedia_23936	4	1.4434445365396449	0.04010322501456603	3.05539543795364	0.5814619796509225	0.005431476487026224	UP	2	Ileon, Kidney
Ileon	cRNA_0321	chr18:5063194-5088814	JNC-JNC	ENSMUSG00000024236.19	protein_coding	Svil	UP	mmu-Svil_0007	NA	MMU_CIRCpedia_212770	3	1.5993911566428134	0.02988109629393524	3.301592956048614	0.8832001955190893	0.0036021970902083648	UP	1	Ileon
Ileon	cRNA_0336	chr18:39230683-39244953	JNC-JNC	ENSMUSG00000036452.19	protein_coding	Arhgap26	UP	mmu-Arhgap26_0012	mm9_circ_018468	MMU_CIRCpedia_19041	3	1.142472150304384	0.01807378172164107	3.50139936619035	0.2040372216677332	0.4279906000883071	NS	2	Ileon, Kidney
Ileon	cRNA_0348	chr18:79129766-79130395	FULLEX	ENSMUSG00000024548.12	protein_coding	Setbp1	DOWN	mmu-Setbp1_0001	mm9_circ_012515	MMU_CIRCpedia_30067	4	-1.3521696692014222	0.01035868422128267	-3.7475989578804585	-0.1612081015711469	0.6664454074296929	NS	1	Ileon
Ileon	cRNA_0363	chr19:43798910-43803253	JNC-JNC	ENSMUSG00000025194.6	protein_coding	Abcc2	UP	mmu-Abcc2_0001	NA	MMU_CIRCpedia_39335	4	2.2707048183492353	5.603933359811435e-5	5.137031486692503	3.8899437221941287	1.7358967566426723e-11	UP	2	Ileon, Kidney
Ileon	cRNA_0364	chr19:43798910-43806620	JNC-JNC	ENSMUSG00000025194.6	protein_coding	Abcc2	UP	mmu-Abcc2_0003	NA	NA	4	2.1596526045206077	0.00114915076465012	4.460062165136368	3.8899437221941287	1.7358967566426723e-11	UP	1	Ileon
Ileon	cRNA_0399	chr7:97310020-97320089	JNC-JNC	ENSMUSG00000035623.15	protein_coding	Rsf1	UP	mmu-Rsf1_0002	NA	MMU_CIRCpedia_35604	3	1.227278211520739	0.03532854667009905	3.230061446793231	0.29000560964707667	0.09135553015231324	UP	1	Ileon
Ileon	cRNA_0436	chr6:37880468-37908435	JNC-JNC	ENSMUSG00000029833.18	protein_coding	Trim24	DOWN	mmu-Trim24_0002	NA	MMU_CIRCpedia_18697	3	-1.2474867051580782	0.04479756230460029	-3.1153501469189835	0.09984477539319382	0.5257081210245548	NS	1	Ileon
Ileon	cRNA_0449	chr6:50120699-50140629	JNC-JNC	ENSMUSG00000038388.15	protein_coding	Pals2	DOWN	mmu-Mpp6_0011	mm9_circ_010146	MMU_CIRCpedia_21740	3	-1.0966058384676876	0.01975649008601531	-3.445136124254972	-0.28303279078155175	0.10425419374283314	NS	1	Ileon
Ileon	cRNA_0466	chr6:119029562-119034476	JNC-JNC	ENSMUSG00000051331.17	protein_coding	Cacna1c	DOWN	mmu-Cacna1c_0026	mm9_circ_006741	MMU_CIRCpedia_4657	4	-1.4624408797170534	0.01658806672879034	-3.5660069680858246	0.3155158387170926	0.4516145381670868	NS	1	Ileon
Ileon	cRNA_0467	chr6:119897071-119897989	JNC-JNC	ENSMUSG00000030166.15	protein_coding	Rad52	DOWN	mmu-Rad52_0003,mmu-Rad52_0005	mm9_circ_012490	MMU_CIRCpedia_4990,MMU_CIRCpedia_4991	3	-0.9408741652304728	0.018467814809788	-3.5378800760182276	0.22462293858058008	0.12525202800411217	NS	1	Ileon
Ileon	cRNA_0491	chr5:34000456-34003611	JNC-JNC	ENSMUSG00000057406.17	protein_coding	Nsd2	DOWN	mmu-Whsc1_0009	mm9_circ_003195	MMU_CIRCpedia_17008	4	-0.909233314637185	0.01022614723903386	-3.744861652990852	-0.24841063524519383	0.101552659812996	NS	1	Ileon
Ileon	cRNA_0494	chr5:36728640-36729381	FULLEX	ENSMUSG00000029192.18	protein_coding	Tbc1d14	UP	mmu-Tbc1d14_0003	NA	MMU_CIRCpedia_18130	4	1.235485499564019	0.00604887075246704	3.9627544047055583	0.10987552266783657	0.6845272670957742	NS	1	Ileon
Ileon	cRNA_0510	chr5:77415779-77416670	FULLEX	ENSMUSG00000029249.16	protein_coding	Rest	UP	mmu-Rest_0001	mm9_circ_012626	MMU_CIRCpedia_29594	4	1.4277559170817948	0.01638619818937889	3.5802138678191104	0.039773748888548746	0.7112461420421963	NS	1	Ileon
Ileon	cRNA_0518	chr5:101929241-101946382	JNC-JNC	ENSMUSG00000029330.9	protein_coding	Cds1	DOWN	mmu-Cds1_0002	mm9_circ_004198	MMU_CIRCpedia_572	4	-0.9982598909665772	0.01188278175976896	-3.74560223643104	0.10415033277459762	0.6935860911744057	NS	1	Ileon
Ileon	cRNA_0530	chr5:117472833-117482078	JNC-JNC	ENSMUSG00000066894.15	protein_coding	Vsig10	UP	mmu-Vsig10_0001	NA	MMU_CIRCpedia_213768	4	0.9575627754695708	0.00368097173258049	4.09305283882628	-0.24553822496675165	0.27921795596083976	NS	1	Ileon
Ileon	cRNA_0600	chr4:141033825-141036391	JNC-JNC	ENSMUSG00000006445.4	protein_coding	Epha2	UP	mmu-Epha2_0002	mm9_circ_005186	MMU_CIRCpedia_9054	4	1.7832718379606514	0.00766260569565782	3.873502753060971	-0.4838991684556881	0.17760282037049388	NS	2	Colon, Ileon
Ileon	cRNA_0602	chr4:150078926-150080838	JNC-JNC	ENSMUSG00000028980.15	protein_coding	H6pd	UP	mmu-H6pd_0001	NA	MMU_CIRCpedia_10043	4	1.48539756369551	0.01648088483017727	3.5045372464194213	0.37753274945186016	0.07724538032638019	UP	1	Ileon
Ileon	cRNA_0629	chr3:88909080-88915184	JNC-JNC	ENSMUSG00000028053.14	protein_coding	Ash1l	UP	mmu-Ash1l_0015	mm9_circ_009027	MMU_CIRCpedia_33267	3	0.8921007113617815	0.04305414774734546	3.117360996328395	0.25147407826325513	0.1585076468081935	NS	2	Ileon, Kidney
Ileon	cRNA_0645	chr3:122575216-122611716	JNC-JNC	ENSMUSG00000053965.11	protein_coding	Pde5a	UP	mmu-Pde5a_0007	mm9_circ_007474	MMU_CIRCpedia_5887	4	2.6351915672437887	4.5479496872747914e-8	6.710844363513973	-0.2299452673661914	0.19372486401987643	NS	3	Colon, Ileon, Kidney
Ileon	cRNA_0664	chr2:13386569-13463938	JNC-JNC	ENSMUSG00000026726.11	protein_coding	Cubn	UP	mmu-Cubn_0007	NA	NA	4	3.435063225918042	8.831309748897649e-5	5.024880264919298	0.7739835076591017	0.20806376559983028	NS	2	Ileon, Kidney
Ileon	cRNA_0665	chr2:13408777-13463938	JNC-JNC	ENSMUSG00000026726.11	protein_coding	Cubn	UP	mmu-Cubn_0001	NA	NA	3	2.3156931095270306	0.01015978635170318	3.834023566969507	0.7739835076591017	0.20806376559983028	NS	2	Ileon, Kidney
Ileon	cRNA_0678	chr2:48760301-48763485	JNC-JNC	ENSMUSG00000052155.6	protein_coding	Acvr2a	DOWN	mmu-Acvr2a_0010	mm9_circ_002037	MMU_CIRCpedia_21408	3	-0.7559364675281477	0.04305414774734546	-3.1448944610986165	0.4098605533023258	0.02810266700907927	UP	1	Ileon
Ileon	cRNA_0698	chr2:104301094-104302192	FULLEX	ENSMUSG00000027177.15	protein_coding	Hipk3	DOWN	mmu-Hipk3_0011	mm9_circ_013422	MMU_CIRCpedia_1229	4	-1.1656028556807727	6.542640767368889e-6	-5.574588638258011	0.08730491974461606	0.5734434505821671	NS	1	Ileon
Ileon	cRNA_0739	chr1:7190418-7190839	FULLEX	ENSMUSG00000051285.18	protein_coding	Pcmtd1	UP	mmu-Pcmtd1_0002	NA	MMU_CIRCpedia_27728	4	1.407053579469567	0.01694228153480496	3.6282231097492894	0.08570487604774324	0.577002412578169	NS	3	Ileon, Kidney, Liver
Ileon	cRNA_0809	chr9:55714297-55767202	JNC-JNC	ENSMUSG00000034007.11	protein_coding	Scaper	UP	mmu-Scaper_0012	NA	MMU_CIRCpedia_23308	4	1.0189604372392091	0.01993841206985532	3.460531237484789	-0.05774533921691572	0.6712338412696608	NS	2	Ileon, Kidney
Ileon	cRNA_0839	chr9:96474003-96493552	JNC-JNC	ENSMUSG00000032413.13	protein_coding	Rasa2	DOWN	mmu-Rasa2_0027	mm9_circ_001729	MMU_CIRCpedia_35405	4	-0.9297603462132076	0.01513562477496684	-3.5759301901275045	0.030777382591710138	0.9100429138625157	NS	1	Kidney
Ileon	cRNA_0839	chr9:96474003-96493552	JNC-JNC	ENSMUSG00000032413.13	protein_coding	Rasa2	DOWN	mmu-Rasa2_0027	mm9_circ_001729	MMU_CIRCpedia_35405	4	-0.9297603462132076	0.01513562477496684	-3.5759301901275045	0.030777382591710138	0.9100429138625157	NS	1	Ileon
Ileon	cRNA_0854	chr8:3308383-3308934	FULLEX	ENSMUSG00000005534.11	protein_coding	Insr	UP	mmu-Insr_0016	NA	MMU_CIRCpedia_16558	4	1.0460828048388628	0.02685652306304494	3.2778456675348284	1.2383673694101471	1.6452761563351579e-6	UP	4	Heart, Ileon, Kidney, Muscle
Ileon	cRNA_0855	chr8:8689206-8689489	FULLEX	ENSMUSG00000001300.17	protein_coding	Efnb2	UP	mmu-Efnb2_0001	NA	MMU_CIRCpedia_32422	3	1.1341971099987564	0.04479756230460029	3.098199307470062	-0.5046356617171055	0.004854523367670966	DOWN	3	Heart, Ileon, Kidney
Ileon	cRNA_0917	chr13:45948985-46110051	JNC-JNC	ENSMUSG00000046876.17	protein_coding	Atxn1	DOWN	mmu-Atxn1_0001,mmu-Atxn1_0002	NA	MMU_CIRCpedia_20702	3	-1.1270584098692784	0.01854179535699709	-3.5079310559717753	1.1397357563810528	1.3792803237189221e-5	UP	2	Ileon, Liver
Ileon	cRNA_1072	chr18:70713724-70726411	JNC-JNC	ENSMUSG00000024513.17	protein_coding	Mbd2	DOWN	mmu-Mbd2_0007	NA	MMU_CIRCpedia_27522	3	-1.3043730878946018	0.01793797609634414	-3.517405193008418	-0.1771261161676446	0.3300290815760284	NS	1	Ileon
Ileon	cRNA_1192	chr4:121039803-121047455	JNC-JNC	ENSMUSG00000049878.14	protein_coding	Rlf	DOWN	mmu-Rlf_0002	mm9_circ_018293	MMU_CIRCpedia_5350	4	-1.1437556834868123	0.03069196052521942	-3.2008409929252073	-0.01030631597082542	0.9418794651501138	NS	1	Ileon
Ileon	cRNA_1327	chr8:23351533-23352817	JNC-JNC	ENSMUSG00000031540.15	protein_coding	Kat6a	UP	mmu-Kat6a_0008	NA	MMU_CIRCpedia_13622	3	1.3741604603584692	0.01821023558301862	3.4926389098003177	0.08969108175252302	0.6989700636879743	NS	1	Ileon
Ileon	cRNA_1358	chr13:98211507-98213828	JNC-JNC	ENSMUSG00000021662.12	protein_coding	Arhgef28	DOWN	mmu-Arhgef28_0010,mmu-Arhgef28_0023	NA	MMU_CIRCpedia_35725	3	-1.4423410897967528	0.01494346587265213	-3.655741032295437	-0.44155134644450317	0.18203088253645403	NS	1	Ileon
Ileon	cRNA_1392	chr16:96187686-96199164	JNC-JNC	ENSMUSG00000000159.17	protein_coding	Igsf5	DOWN	mmu-Igsf5_0002	NA	MMU_CIRCpedia_35356	3	-1.7473830457464432	0.01263636961398238	-3.7097968341632312	-0.41187284812929825	0.05833080641175212	DOWN	1	Ileon
Ileon	cRNA_1421	chr19:42550991-42552780	FULLEX	ENSMUSG00000025184.11	protein_coding	R3hcc1l	DOWN	mmu-R3hcc1l_0002	mm9_circ_011137	MMU_CIRCpedia_19886	4	-1.9528792596365616	5.924225439199687e-7	-6.074077224267152	-0.07043422470969504	0.7473068603528906	NS	4	Colon, Ileon, Kidney, Liver
Ileon	cRNA_1573	chr12:51436065-51440693	JNC-JNC	ENSMUSG00000020952.11	protein_coding	Scfd1	DOWN	mmu-Scfd1_0013	NA	MMU_CIRCpedia_22070	3	-1.3834024174701518	0.04604630115145167	-3.077686529164159	-0.46857941679571474	0.010620599938703939	DOWN	1	Kidney
Ileon	cRNA_1573	chr12:51436065-51440693	JNC-JNC	ENSMUSG00000020952.11	protein_coding	Scfd1	DOWN	mmu-Scfd1_0013	NA	MMU_CIRCpedia_22070	3	-1.3834024174701518	0.04604630115145167	-3.077686529164159	-0.46857941679571474	0.010620599938703939	DOWN	1	Ileon
Ileon	cRNA_1609	chr10:94584803-94586521	JNC-JNC	ENSMUSG00000020024.8	protein_coding	Cep83	DOWN	mmu-Cep83_0005	mm9_circ_004012	MMU_CIRCpedia_34946	3	-1.322435475467052	0.02892448874337233	-3.316475534802275	-0.2524237629037787	0.05631574649632723	DOWN	1	Ileon
Ileon	cRNA_1639	chr15:73263608-73266593	JNC-JNC	ENSMUSG00000022607.19	protein_coding	Ptk2	DOWN	mmu-Ptk2_0057	mm9_circ_004905	MMU_CIRCpedia_28409	3	-1.4147922770979944	0.04866389192723856	-3.0415697957991035	-0.4359533334121479	0.0015937507199995365	DOWN	2	Ileon, Muscle
Ileon	cRNA_2021	chr5:137903792-137910214	JNC-JNC	ENSMUSG00000029727.8	protein_coding	Cyp3a13	UP	mmu-Cyp3a13_0003	NA	MMU_CIRCpedia_8568	3	1.5918206292980823	0.04305414774734546	3.143868401567126	1.6223047615223893	1.4054043462576057e-4	UP	1	Ileon
Ileon	cRNA_2374	chr11:87940803-87942158	JNC-EX	ENSMUSG00000018379.18	protein_coding	Srsf1	UP	mmu-Srsf1_0001	NA	NA	3	1.4150336378457826	0.03101956706339927	3.1015867877222396	-0.1759148381947568	0.11606424811312006	NS	2	Ileon, Kidney
