circID	Cons_coords	type	gene_id	gene_type	gene_name	Change	circAtlas	circBase	circPedia	NtissuesDE	Tissues	medianLFC	medianPadj	medianBMean
cRNA_0584	chr4:108574986-108584742	JNC-JNC	ENSMUSG00000034557.15	protein_coding	Zfyve9	DOWN	mmu-Zfyve9_0032	mm9_circ_005300	MMU_CIRCpedia_2501	1	Kidney	-0.8245162870154683	0.028532734121417866	11.634277625256205
cRNA_0594	chr4:130445465-130446662	JNC-JNC	ENSMUSG00000028580.16	protein_coding	Pum1	DOWN	mmu-Pum1_0001,mmu-Pum1_0003	mm9_circ_000251,mm9_circ_008018	MMU_CIRCpedia_7562	1	Liver	-0.8755182643430635	0.02036968065327328	8.200793206523082
cRNA_0597	chr4:133446848-133450362	JNC-JNC	ENSMUSG00000007880.17	protein_coding	Arid1a	UP	mmu-Arid1a_0006	mm9_circ_007893	MMU_CIRCpedia_8008	1	Liver	1.2393923382715053	0.01344760461988325	7.27474186639206
cRNA_0600	chr4:141033825-141036391	JNC-JNC	ENSMUSG00000006445.4	protein_coding	Epha2	UP	mmu-Epha2_0002	mm9_circ_005186	MMU_CIRCpedia_9054	1	Ileon	2.42316327986897	0.0010763408581567389	5.384460135681967
cRNA_0603	chr4:150490653-150491121	FULLEX	ENSMUSG00000039852.18	protein_coding	Rere	UP	mmu-Rere_0029	mm9_circ_006017	MMU_CIRCpedia_10055	1	Kidney	1.4884288131561536	0.01769294562177748	5.935166727362272
cRNA_0629	chr3:88909080-88915184	JNC-JNC	ENSMUSG00000028053.14	protein_coding	Ash1l	UP	mmu-Ash1l_0015	mm9_circ_009027	MMU_CIRCpedia_33267	2	Ileon, Kidney	0.8912624525904708	0.012418335347077921	18.32613632553428
cRNA_0634	chr3:90248963-90249301	FULLEX	ENSMUSG00000042390.10	protein_coding	Gatad2b	UP	mmu-Gatad2b_0002	NA	MMU_CIRCpedia_33735	2	Kidney, Muscle	1.6566140020794817	0.016732124611426005	3.7356311801392894
cRNA_0639	chr3:103217625-103218829	JNC-JNC	ENSMUSG00000033014.13	protein_coding	Trim33	UP	mmu-Trim33_0028	mm9_circ_015990	MMU_CIRCpedia_935	2	Kidney, Muscle	1.269281903684107	0.009078918227132832	8.122547396556918
cRNA_0640	chr3:106438453-106446919	JNC-JNC	ENSMUSG00000040774.16	protein_coding	Cept1	DOWN	mmu-Cept1_0002	mm9_circ_007135	MMU_CIRCpedia_1783	1	Liver	-1.1786757244686084	0.02809598373378665	4.686539592121307
cRNA_0643	chr3:122541538-122542126	FULLEX	ENSMUSG00000053965.11	protein_coding	Pde5a	UP	mmu-Pde5a_0009	mm9_circ_007906	MMU_CIRCpedia_5878	2	Colon, Ileon	1.3909758932960077	0.010363423863459863	11.52447988720596
cRNA_0645	chr3:122575216-122611716	JNC-JNC	ENSMUSG00000053965.11	protein_coding	Pde5a	UP	mmu-Pde5a_0007	mm9_circ_007474	MMU_CIRCpedia_5887	2	Colon, Ileon	2.439472245969151	1.4511890654643074e-5	13.418583450567464
cRNA_0664	chr2:13386569-13463938	JNC-JNC	ENSMUSG00000026726.11	protein_coding	Cubn	UP	mmu-Cubn_0007	NA	NA	1	Ileon	5.497640471928387	6.903843283403405e-5	5.259898658307629
cRNA_0665	chr2:13408777-13463938	JNC-JNC	ENSMUSG00000026726.11	protein_coding	Cubn	UP	mmu-Cubn_0001	NA	NA	1	Ileon	3.636009307851241	5.471123621688807e-4	3.6092461525050505
cRNA_0686	chr2:68221258-68240485	JNC-JNC	ENSMUSG00000027030.16	protein_coding	Stk39	UP	mmu-Stk39_0035,mmu-Stk39_0058	mm9_circ_017329	MMU_CIRCpedia_27003	1	Kidney	0.40804753067684796	0.034903931457701	62.131655450177576
cRNA_0692	chr2:72800499-72801858	FULLEX	ENSMUSG00000027109.17	protein_coding	Sp3	UP	mmu-Sp3_0005	NA	MMU_CIRCpedia_28256	2	Colon, Ileon	1.4922037744388186	0.023160067149061547	4.955538312830727
cRNA_0697	chr2:92044394-92061069	JNC-JNC	ENSMUSG00000058318.16	protein_coding	Phf21a	DOWN	mmu-Phf21a_0029	mm9_circ_006097	MMU_CIRCpedia_34310	2	Liver, Muscle	-0.785729579293947	0.01152595359234271	19.684363533043005
cRNA_0698	chr2:104301094-104302192	FULLEX	ENSMUSG00000027177.15	protein_coding	Hipk3	DOWN	mmu-Hipk3_0011	mm9_circ_013422	MMU_CIRCpedia_1229	1	Ileon	-1.08745562584489	3.7267480272185283e-4	14.914866036017955
cRNA_0701	chr2:110447019-110454593	JNC-JNC	ENSMUSG00000041644.15	protein_coding	Slc5a12	UP	mmu-Slc5a12_0012,mmu-Slc5a12_0015	NA	NA	1	Kidney	2.3774515498319007	5.058810887017894e-4	5.02916473050954
cRNA_0708	chr2:126922450-126928002	JNC-JNC	ENSMUSG00000001999.16	protein_coding	Blvra	DOWN	mmu-Blvra_0001	NA	MMU_CIRCpedia_6849	1	Kidney	-1.6117725713957702	0.0384572711514015	3.2241652444577915
cRNA_0709	chr2:128578483-128580289	JNC-JNC	ENSMUSG00000014361.6	protein_coding	Mertk	UP	mmu-Mertk_0004	NA	MMU_CIRCpedia_7276	1	Ileon	1.4433802497703652	0.02421708778804122	5.312828203818467
cRNA_0714	chr2:139884014-139899419	JNC-JNC	ENSMUSG00000039033.12	protein_coding	Tasp1	UP	mmu-Tasp1_0032	mm9_circ_002123	MMU_CIRCpedia_8889	1	Kidney	0.5740891995277574	0.01590407402049624	43.04643022803175
cRNA_0733	chr2:168547043-168552896	JNC-JNC	ENSMUSG00000027546.16	protein_coding	Atp9a	DOWN	mmu-Atp9a_0004	NA	MMU_CIRCpedia_11742	1	Liver	-2.1033756342031555	0.005087403895180014	2.824648815599055
cRNA_0739	chr1:7190418-7190839	FULLEX	ENSMUSG00000051285.18	protein_coding	Pcmtd1	UP	mmu-Pcmtd1_0002	NA	MMU_CIRCpedia_27728	3	Ileon, Kidney, Liver	2.1855526576692488	0.0013935722027652551	9.967090615231342
cRNA_0760	chr1:74020073-74036263	JNC-JNC	ENSMUSG00000055322.17	protein_coding	Tns1	UP	mmu-Tns1_0020	NA	MMU_CIRCpedia_40011	2	Heart, Muscle	1.9856464185229274	0.008978658465736216	6.688335486482134
cRNA_0770	chr1:138981084-138990709	JNC-JNC	ENSMUSG00000056268.16	protein_coding	Dennd1b	DOWN	mmu-Dennd1b_0009	mm9_circ_009558	MMU_CIRCpedia_8747	1	Liver	-1.501363208673808	0.0130212069068225	3.8820946374650753
cRNA_0791	chr1:185118443-185129464	JNC-JNC	ENSMUSG00000026615.15	protein_coding	Eprs	UP	mmu-Eprs_0019,mmu-Eprs_0023	mm9_circ_005659	MMU_CIRCpedia_12532	1	Kidney	1.0311379055497958	0.00309885599732557	20.917875585551087
cRNA_0793	chr1:190603789-190631768	JNC-JNC	ENSMUSG00000089872.11	protein_coding	Rps6kc1	UP	mmu-Rps6kc1_0012	mm9_circ_012003	MMU_CIRCpedia_12649	1	Ileon	1.2685403297890456	0.01635564975509994	6.814767087409275
cRNA_0798	chr9:16286245-16289550	FULLEX	ENSMUSG00000074505.7	protein_coding	Fat3	DOWN	mmu-intergenic_001109	mm9_circ_012434	NA	1	Muscle	-2.182151857247659	0.03725011380564189	2.318394341307128
cRNA_0800	chr9:22555041-22590360	JNC-JNC	ENSMUSG00000035919.17	protein_coding	Bbs9	UP	mmu-Bbs9_0016	mm9_circ_006404	MMU_CIRCpedia_13587	1	Muscle	1.0830923476152796	0.04137179184498618	8.116328582975996
cRNA_0802	chr9:32157743-32162083	JNC-JNC	ENSMUSG00000041444.15	protein_coding	Arhgap32	UP	mmu-Arhgap32_0014	NA	MMU_CIRCpedia_16463	1	Heart	0.8002823151414726	0.02219922465419234	31.586120289545537
cRNA_0802	chr9:32157743-32162083	JNC-JNC	ENSMUSG00000041444.15	protein_coding	Arhgap32	DOWN	mmu-Arhgap32_0014	NA	MMU_CIRCpedia_16463	1	Colon	-1.566672620595289	0.01354394981090716	5.360817540443236
cRNA_0803	chr9:41968567-41983642	JNC-JNC	ENSMUSG00000049313.9	protein_coding	Sorl1	UP	mmu-Sorl1_0006	NA	MMU_CIRCpedia_19786	1	Muscle	2.0976420315958406	0.00227942327217502	4.483700015514308
cRNA_0805	chr9:45802102-45809789	JNC-JNC	ENSMUSG00000042790.17	protein_coding	Rnf214	UP	mmu-Rnf214_0001	NA	MMU_CIRCpedia_20731	2	Colon, Liver	1.1888157650212192	0.016004965144382804	7.19600924901531
cRNA_0809	chr9:55714297-55767202	JNC-JNC	ENSMUSG00000034007.11	protein_coding	Scaper	UP	mmu-Scaper_0012	NA	MMU_CIRCpedia_23308	2	Ileon, Kidney	1.34448736948715	0.012678490041557678	6.615918569168213
cRNA_0816	chr9:63523968-63526513	JNC-JNC	ENSMUSG00000037257.9	protein_coding	Aagab	DOWN	mmu-Aagab_0002	mm9_circ_005795	MMU_CIRCpedia_25619	1	Muscle	-1.6144371373070507	0.02586161594712901	2.780038597952652
cRNA_0819	chr9:65701904-65702777	FULLEX	ENSMUSG00000040524.10	protein_coding	Zfp609	UP	mmu-Zfp609_0001	mm9_circ_004501	MMU_CIRCpedia_26291	3	Colon, Kidney, Muscle	1.3795260575819768	6.072485006122193e-5	14.965251610033302
cRNA_0821	chr9:66447344-66474185	JNC-JNC	ENSMUSG00000032376.13	protein_coding	Usp3	DOWN	mmu-Usp3_0002	mm9_circ_008057	MMU_CIRCpedia_26585	1	Kidney	-0.8046635306734292	0.00292780063640345	19.42269103264698
cRNA_0828	chr9:72577234-72593396	JNC-JNC	ENSMUSG00000032216.16	protein_coding	Nedd4	UP	mmu-Nedd4_0006	NA	MMU_CIRCpedia_28127	1	Muscle	1.4416294663917002	0.01149081567503789	5.030164240948565
cRNA_0832	chr9:83834577-83873875	JNC-JNC	ENSMUSG00000032263.15	protein_coding	Bckdhb	UP	mmu-Bckdhb_0003	NA	MMU_CIRCpedia_31466	3	Kidney, Liver, Muscle	1.6638758373185163	2.5316069052236578e-5	20.800330930862625
cRNA_0833	chr9:83870829-83894672	JNC-JNC	ENSMUSG00000032263.15	protein_coding	Bckdhb	UP	mmu-Bckdhb_0002	mm9_circ_009629	MMU_CIRCpedia_31491	1	Muscle	1.6157639256112142	0.002457111422438995	9.035658151446853
cRNA_0835	chr9:96084184-96114801	JNC-JNC	ENSMUSG00000032411.16	protein_coding	Tfdp2	UP	mmu-Tfdp2_0001	NA	MMU_CIRCpedia_35316	2	Heart, Muscle	1.5903533705526003	0.02973230217433041	9.264504078740023
cRNA_0836	chr9:96084184-96155995	JNC-JNC	ENSMUSG00000032411.16	protein_coding	Tfdp2	UP	mmu-Tfdp2_0026	NA	MMU_CIRCpedia_35318	1	Heart	1.1500578508565873	0.01217333510300195	22.453717501797353
cRNA_0837	chr9:96169654-96192741	JNC-JNC	ENSMUSG00000032411.16	protein_coding	Tfdp2	UP	mmu-Tfdp2_0004	NA	MMU_CIRCpedia_35342	1	Kidney	1.682424340871368	0.03212445305568917	3.712286408979251
cRNA_0839	chr9:96474003-96493552	JNC-JNC	ENSMUSG00000032413.13	protein_coding	Rasa2	DOWN	mmu-Rasa2_0027	mm9_circ_001729	MMU_CIRCpedia_35405	1	Ileon	-0.7472825643700399	0.001408716856931255	112.70632139263924
cRNA_0840	chr9:96484766-96493552	JNC-JNC	ENSMUSG00000032413.13	protein_coding	Rasa2	DOWN	mmu-Rasa2_0026	mm9_circ_004870	MMU_CIRCpedia_35407	1	Ileon	-0.6337500407242177	0.00832550238064196	44.94683414891193
cRNA_0852	chr9:121960959-121966667	JNC-JNC	ENSMUSG00000038145.18	protein_coding	Snrk	DOWN	mmu-Snrk_0006	NA	MMU_CIRCpedia_5705	1	Liver	-0.7482566345197398	0.01238848953281309	19.013564109872377
cRNA_0854	chr8:3308383-3308934	FULLEX	ENSMUSG00000005534.11	protein_coding	Insr	UP	mmu-Insr_0016	NA	MMU_CIRCpedia_16558	3	Ileon, Kidney, Muscle	1.368567552232295	0.006188831715432585	14.605384610751582
cRNA_0855	chr8:8689206-8689489	FULLEX	ENSMUSG00000001300.17	protein_coding	Efnb2	UP	mmu-Efnb2_0001	NA	MMU_CIRCpedia_32422	3	Heart, Ileon, Kidney	1.4856697760580786	0.010796220407083976	5.1175515980065
cRNA_0859	chr8:26045524-26045790	FULLEX	ENSMUSG00000031565.19	protein_coding	Fgfr1	UP	mmu-Fgfr1_0008	NA	NA	1	Muscle	1.280016782687227	0.01686357920606759	8.423784467965998
cRNA_0863	chr8:41529269-41537877	JNC-JNC	ENSMUSG00000045636.17	protein_coding	Mtus1	UP	mmu-Mtus1_0003	NA	MMU_CIRCpedia_19543	1	Muscle	1.9143092211463717	0.001506477307457575	6.644351354472569
cRNA_0864	chr8:41535651-41537877	FULLEX	ENSMUSG00000045636.17	protein_coding	Mtus1	UP	mmu-Mtus1_0010	NA	MMU_CIRCpedia_19545	1	Liver	1.4134944812202546	0.020349074978913688	4.461283558667828
cRNA_0869	chr8:58036801-58037261	FULLEX	ENSMUSG00000031608.14	protein_coding	Galnt7	UP	mmu-Galnt7_0001	NA	MMU_CIRCpedia_23862	1	Colon	2.351578524728576	7.149331306737262e-4	6.463104922679625
cRNA_0870	chr8:61782253-61783052	JNC-JNC	ENSMUSG00000031642.10	protein_coding	Sh3rf1	UP	mmu-Sh3rf1_0001	NA	MMU_CIRCpedia_25056	1	Kidney	0.7431750008913885	0.002879909380480585	23.660199736293485
cRNA_0872	chr8:68356769-68361541	JNC-JNC	ENSMUSG00000030465.20	protein_coding	Psd3	DOWN	mmu-Psd3_0011,mmu-Psd3_0009	mm9_circ_001914	MMU_CIRCpedia_26900	1	Muscle	-1.0858292192544814	0.00831149403479772	8.979008151443105
cRNA_0874	chr8:73121748-73134150	JNC-JNC	ENSMUSG00000006276.11	protein_coding	Eps15l1	UP	mmu-Eps15l1_0005	mm9_circ_003878	MMU_CIRCpedia_28052	1	Kidney	0.8343014791506056	0.002833708325551385	24.59309696417391
cRNA_0879	chr8:78071269-78085263	JNC-JNC	ENSMUSG00000037148.9	protein_coding	Arhgap10	UP	mmu-Arhgap10_0013	NA	MMU_CIRCpedia_29632	1	Heart	1.1122535040666328	0.009142759167364515	25.574316081969826
cRNA_0886	chr8:81526730-81527024	FULLEX	ENSMUSG00000031714.10	protein_coding	Gab1	UP	mmu-Gab1_0001	mm9_circ_015224	MMU_CIRCpedia_30620	2	Heart, Muscle	1.5171075668793677	0.022015791706944322	6.4043879598673055
cRNA_0887	chr8:85498413-85498944	FULLEX	ENSMUSG00000001911.17	protein_coding	Nfix	DOWN	mmu-Nfix_0002	mm9_circ_002886	MMU_CIRCpedia_31796	2	Kidney, Liver	-0.7405737906957599	0.00012425375994894668	43.39756851555806
cRNA_0890	chr8:91658877-91660490	FULLEX	ENSMUSG00000056608.15	protein_coding	Chd9	UP	mmu-Chd9_0021	mm9_circ_003987	MMU_CIRCpedia_33874	1	Liver	1.3697380096578784	0.02432319014209726	3.685954262934599
cRNA_0892	chr8:96091942-96093050	JNC-JNC	ENSMUSG00000031790.9	protein_coding	Mmp15	DOWN	mmu-Mmp15_0002	mm9_circ_012938	MMU_CIRCpedia_35067	1	Muscle	-1.5715303322836818	7.090940811442218e-5	12.542894803886012
cRNA_0901	chrX:37513144-37531017	JNC-JNC	ENSMUSG00000016534.16	protein_coding	Lamp2	UP	mmu-Lamp2_0006	NA	MMU_CIRCpedia_18878	1	Muscle	1.519384304765512	0.01532042059825986	4.155232746727945
cRNA_0938	chr12:55454254-55459150	JNC-JNC	ENSMUSG00000021024.15	protein_coding	Psma6	UP	mmu-Psma6_0003	NA	MMU_CIRCpedia_23152	1	Kidney	1.6775915679083797	0.04118684299346362	4.738826164874173
cRNA_0958	chr11:44511241-44534296	JNC-JNC	ENSMUSG00000057098.15	protein_coding	Ebf1	UP	mmu-Ebf1_0004	NA	MMU_CIRCpedia_20355	1	Muscle	3.93031446029775	4.319146864045548e-5	3.86124662733236
cRNA_0984	chr10:75520126-75535929	JNC-JNC	ENSMUSG00000020196.11	protein_coding	Cabin1	DOWN	mmu-Cabin1_0005	mm9_circ_010009	MMU_CIRCpedia_29116	1	Kidney	-1.2082014315429617	0.03888951784584776	4.595596562843755
cRNA_0994	chr17:5090855-5177299	JNC-JNC	ENSMUSG00000069729.15	protein_coding	Arid1b	UP	mmu-Arid1b_0002	NA	MMU_CIRCpedia_21839	1	Muscle	2.616170580214053	0.01295888479183354	2.71340655888746
cRNA_0994	chr17:5090855-5177299	JNC-JNC	ENSMUSG00000069729.15	protein_coding	Arid1b	DOWN	mmu-Arid1b_0002	NA	MMU_CIRCpedia_21839	1	Liver	-1.9382134209845934	0.002227347171948265	5.789555264068266
cRNA_1016	chr16:32437036-32437994	JNC-JNC	ENSMUSG00000022797.17	protein_coding	Tfrc	DOWN	mmu-Tfrc_0002	NA	MMU_CIRCpedia_16575	1	Heart	-2.348030070092916	0.00217486006116841	13.443504455087274
cRNA_1046	chr14:60944163-60947018	JNC-JNC	ENSMUSG00000021990.17	protein_coding	Spata13	DOWN	mmu-Spata13_0002	mm9_circ_001751	MMU_CIRCpedia_24950	1	Kidney	-1.3532368260445526	0.003579780043094795	6.549972704710292
cRNA_1063	chr18:39360421-39379977	JNC-JNC	ENSMUSG00000036452.19	protein_coding	Arhgap26	UP	mmu-Arhgap26_0014	mm9_circ_013712	MMU_CIRCpedia_19089	1	Heart	2.704472151052983	0.00136859874052109	7.1288480142588
cRNA_1065	chr18:45725073-45725491	FULLEX	ENSMUSG00000054477.17	protein_coding	Kcnn2	UP	mmu-Kcnn2_0003	mm9_circ_008701	MMU_CIRCpedia_20606	1	Liver	2.399614494880333	2.2699523989227476e-5	5.575387082387833
cRNA_1067	chr18:56940736-56945147	JNC-JNC	ENSMUSG00000032656.15	protein_coding	Marchf3	DOWN	mmu-March3_0001	NA	MMU_CIRCpedia_23642	1	Heart	-1.950636151051219	0.03830551141157538	10.499393104680033
cRNA_1072	chr18:70713724-70726411	JNC-JNC	ENSMUSG00000024513.17	protein_coding	Mbd2	DOWN	mmu-Mbd2_0007	NA	MMU_CIRCpedia_27522	1	Ileon	-1.5590675900574709	0.02330870475156395	3.6403127799542823
cRNA_1088	chr19:40325430-40353610	JNC-JNC	ENSMUSG00000025006.19	protein_coding	Sorbs1	UP	mmu-Sorbs1_0055	NA	MMU_CIRCpedia_19320	1	Heart	1.4406271448465686	0.04319279539268735	7.086894946445749
cRNA_1136	chr5:25552359-25554938	JNC-JNC	ENSMUSG00000038056.16	protein_coding	Kmt2c	UP	mmu-Kmt2c_0021,mmu-Kmt2c_0074	mm9_circ_001796	MMU_CIRCpedia_14486	1	Kidney	1.8462155530795528	0.03564406626812781	3.373388790256086
cRNA_1141	chr5:72579368-72611849	JNC-JNC	ENSMUSG00000005220.11	protein_coding	Corin	UP	mmu-Corin_0004	NA	MMU_CIRCpedia_214900	1	Heart	1.868578485831573	0.003107225576087145	9.105400821599627
cRNA_1147	chr5:106767406-106786501	JNC-JNC	ENSMUSG00000049606.17	protein_coding	Zfp644	UP	mmu-Zfp644_0004	NA	MMU_CIRCpedia_1795	2	Liver, Muscle	1.9652287335275824	0.003448464737123418	6.965421780876794
cRNA_1148	chr5:106783476-106786501	FULLEX	ENSMUSG00000049606.17	protein_coding	Zfp644	UP	mmu-Zfp644_0016	NA	MMU_CIRCpedia_1799	1	Heart	2.810258700613854	0.01585111603080807	3.3178378413799616
cRNA_1151	chr5:118731398-118731635	FULLEX	ENSMUSG00000018076.13	protein_coding	Med13l	DOWN	mmu-Med13l_0005	mm9_circ_005281	MMU_CIRCpedia_4551	1	Kidney	-0.969657802327386	0.0144121892153993	10.10536144120092
cRNA_1164	chr4:8169596-8189392	JNC-JNC	ENSMUSG00000041261.10	protein_coding	Car8	UP	mmu-Car8_0004	NA	MMU_CIRCpedia_30916	1	Liver	1.766794849620872	0.01180164044625201	2.747293601267395
cRNA_1175	chr4:53127597-53133015	JNC-JNC	ENSMUSG00000015243.5	protein_coding	Abca1	UP	mmu-Abca1_0011	NA	MMU_CIRCpedia_22530	1	Muscle	1.8616422391308463	7.261833210059741e-4	6.928621606596222
cRNA_1212	chr3:86198734-86235663	JNC-JNC	ENSMUSG00000028080.17	protein_coding	Lrba	DOWN	mmu-Lrba_0063	NA	MMU_CIRCpedia_32376	1	Muscle	-1.478883141102469	0.01896968762060001	5.318368492072851
cRNA_1229	chr2:48976602-49060025	JNC-JNC	ENSMUSG00000036792.13	protein_coding	Mbd5	UP	mmu-Mbd5_0017	NA	MMU_CIRCpedia_21483	1	Kidney	2.248263064840243	0.03060069843050947	2.5283675181237415
cRNA_1235	chr2:118462240-118465758	JNC-JNC	ENSMUSG00000040084.10	protein_coding	Bub1b	DOWN	mmu-Bub1b_0011,mmu-Bub1b_0014	mm9_circ_001283	MMU_CIRCpedia_37655	1	Heart	-2.1693541295713046	0.0271991769994165	10.0852053261585
cRNA_1238	chr2:126665896-126667709	JNC-JNC	ENSMUSG00000027365.15	protein_coding	Trpm7	UP	mmu-Trpm7_0041	mm9_circ_004417	MMU_CIRCpedia_6705	1	Kidney	1.61562333806504	0.00477828975410793	4.833345128294367
cRNA_1243	chr2:139850619-139899419	JNC-JNC	ENSMUSG00000039033.12	protein_coding	Tasp1	UP	mmu-Tasp1_0033	mm9_circ_017947	MMU_CIRCpedia_8887	1	Kidney	1.1798341772793592	0.04088403685935193	5.551411633109901
cRNA_1292	chr9:14482919-14486735	JNC-JNC	ENSMUSG00000013076.18	protein_coding	Amotl1	DOWN	mmu-Amotl1_0005	mm9_circ_000340	MMU_CIRCpedia_9611	1	Muscle	-1.1439415034138674	0.00169835608353967	21.713026624345893
cRNA_1296	chr9:32093138-32101357	JNC-JNC	ENSMUSG00000041444.15	protein_coding	Arhgap32	DOWN	mmu-Arhgap32_0015	mm9_circ_017246	MMU_CIRCpedia_16401	1	Kidney	-0.6273699780332596	0.02426982473709801	21.829717799269382
cRNA_1297	chr9:32093138-32119561	JNC-JNC	ENSMUSG00000041444.15	protein_coding	Arhgap32	DOWN	mmu-Arhgap32_0013	mm9_circ_014997	MMU_CIRCpedia_16402	1	Kidney	-1.0712669040844873	0.00528588132505563	13.1036682639763
cRNA_1311	chr9:78464739-78468088	JNC-JNC	ENSMUSG00000049624.15	protein_coding	Slc17a5	UP	mmu-Slc17a5_0011	NA	MMU_CIRCpedia_29939	1	Kidney	1.8545959843134039	0.008458319028637105	4.188166793826872
cRNA_1331	chr8:65264332-65287220	JNC-JNC	ENSMUSG00000031605.9	protein_coding	Klhl2	UP	mmu-Klhl2_0001	mm9_circ_016108	MMU_CIRCpedia_25937	1	Muscle	1.6342157456677016	0.01753483597111253	4.530093252532974
cRNA_1339	chr8:86602263-86606439	JNC-JNC	ENSMUSG00000036879.16	protein_coding	Phkb	DOWN	mmu-Phkb_0012	NA	MMU_CIRCpedia_32179	1	Muscle	-1.6717435011437471	0.0016671205486896603	13.606587175702265
cRNA_1342	chr8:87392319-87399697	JNC-JNC	ENSMUSG00000047866.21	protein_coding	Lonp2	DOWN	mmu-Lonp2_0012	NA	MMU_CIRCpedia_32535	1	Liver	-1.885690347499588	4.5482702931823457e-4	5.3560193507674745
cRNA_1352	chr13:39138085-39139912	JNC-JNC	ENSMUSG00000021432.16	protein_coding	Slc35b3	DOWN	mmu-Slc35b3_0001	NA	MMU_CIRCpedia_19006	1	Muscle	-1.828981400108056	0.02305953229037877	2.930333261265551
cRNA_1390	chr16:58305126-58327977	JNC-JNC	ENSMUSG00000022747.18	protein_coding	St3gal6	DOWN	mmu-St3gal6_0003	NA	MMU_CIRCpedia_24193	1	Colon	-2.890945514580324	0.01202162922706232	18.52789002049622
cRNA_1408	chr18:22508190-22567732	JNC-JNC	ENSMUSG00000045215.18	protein_coding	Asxl3	DOWN	mmu-Asxl3_0016	mm9_circ_002563	MMU_CIRCpedia_13511	1	Kidney	-3.113038603499315	4.694117279550046e-5	4.148730716630413
cRNA_1418	chr19:28331606-28335352	JNC-JNC	ENSMUSG00000052942.14	protein_coding	Glis3	DOWN	mmu-Glis3_0002	mm9_circ_005327	MMU_CIRCpedia_15174	1	Kidney	-0.9618927886357842	0.008642719714276239	13.630856429981227
cRNA_1420	chr19:37302547-37308011	JNC-JNC	ENSMUSG00000056999.17	protein_coding	Ide	DOWN	mmu-Ide_0007	NA	MMU_CIRCpedia_18516	2	Liver, Muscle	-1.5771559208854549	0.010007146971754047	4.484528291017253
cRNA_1421	chr19:42550991-42552780	FULLEX	ENSMUSG00000025184.11	protein_coding	R3hcc1l	DOWN	mmu-R3hcc1l_0002	mm9_circ_011137	MMU_CIRCpedia_19886	4	Colon, Ileon, Kidney, Liver	-1.9561077956459259	9.174065116910705e-4	5.109490127187396
cRNA_1422	chr19:42550991-42564640	JNC-JNC	ENSMUSG00000025184.11	protein_coding	R3hcc1l	DOWN	mmu-R3hcc1l_0003	NA	MMU_CIRCpedia_19887	1	Kidney	-1.5916723663763976	1.5074412766201417e-5	9.790245654946048
cRNA_1431	chr7:84281864-84283617	JNC-JNC	ENSMUSG00000030629.16	protein_coding	Zfand6	UP	mmu-Zfand6_0004	mm9_circ_004789	MMU_CIRCpedia_31739	1	Kidney	1.5415705798744062	0.01558700811493094	4.6627994739481995
cRNA_1453	chr5:122627301-122629848	JNC-JNC	ENSMUSG00000029467.16	protein_coding	Atp2a2	UP	mmu-Atp2a2_0031	NA	MMU_CIRCpedia_5790	1	Kidney	1.8172327830631465	0.022454597506938477	4.469472161597567
cRNA_1462	chr4:55366777-55370472	JNC-JNC	ENSMUSG00000028426.11	protein_coding	Rad23b	DOWN	mmu-Rad23b_0001	NA	MMU_CIRCpedia_23136	1	Liver	-1.3723846984503165	0.03125981508016759	3.7822678399392733
cRNA_1480	chr3:100539820-100563590	JNC-JNC	ENSMUSG00000008763.17	protein_coding	Man1a2	UP	mmu-Man1a2_0010	NA	MMU_CIRCpedia_234	1	Kidney	1.8604332736917375	0.01297453257508211	2.946498174955784
cRNA_1497	chr2:68189158-68199449	JNC-JNC	ENSMUSG00000027030.16	protein_coding	Stk39	UP	mmu-Stk39_0018	NA	MMU_CIRCpedia_26987	2	Heart, Kidney	1.3038194470746316	0.020727462482429265	10.639515645120682
cRNA_1508	chr1:66812065-66841327	JNC-JNC	ENSMUSG00000026004.16	protein_coding	Kansl1l	DOWN	mmu-Kansl1l_0021	mm9_circ_016338	MMU_CIRCpedia_26646	1	Kidney	-1.1844463742313398	5.176101272330039e-6	25.320338261844228
cRNA_1583	chr11:72290700-72294830	JNC-JNC	ENSMUSG00000045667.15	protein_coding	Smtnl2	DOWN	mmu-Smtnl2_0001	NA	MMU_CIRCpedia_28064	1	Muscle	-1.9982507025222926	1.1150656497289525e-6	12.805233371617373
cRNA_1594	chr11:109862511-109868699	JNC-JNC	ENSMUSG00000020620.15	protein_coding	Abca8b	UP	mmu-Abca8b_0001	mm9_circ_012245	MMU_CIRCpedia_2728	1	Muscle	1.994740448902227	0.00804462485787657	3.252449430491685
cRNA_1599	chr10:22540262-22541605	FULLEX	ENSMUSG00000037490.6	protein_coding	Slc2a12	DOWN	mmu-Slc2a12_0001	NA	MMU_CIRCpedia_215492	1	Muscle	-2.5967822297667853	2.8046430614890475e-5	5.373142256478859
cRNA_1608	chr10:91911032-91972552	JNC-JNC	ENSMUSG00000112117.4	lncRNA	Rmst	UP	mmu-Rmst_0001	mm9_circ_005214	NA	1	Heart	1.794642454085326	0.02169364281701636	6.475551823483762
cRNA_1611	chr10:120661013-120687997	JNC-JNC	ENSMUSG00000051236.14	protein_coding	Msrb3	DOWN	mmu-Msrb3_0001	NA	MMU_CIRCpedia_5235	1	Muscle	-2.0124659256486312	0.02189442743465846	2.5814585961042766
