Sex	gene_id	gene_name	gene_type	sign(log2FoldChange)	nTissues	signTissues	medianLFC
Male	ENSMUSG00000091661.3	Gm17021	lncRNA	1	1	Liver	1.7119004819646282
Male	ENSMUSG00000091831.7	Gm4707	processed_pseudogene	1	1	Liver	1.256155272565905
Male	ENSMUSG00000091845.2	Rpl36-ps12	processed_pseudogene	1	3	Kidney, Muscle, Liver	0.7557428482214482
Male	ENSMUSG00000091968.2	Gm17115	lncRNA	1	1	Kidney	1.1694612227439474
Male	ENSMUSG00000091985.2	Gm17354	lncRNA	-1	1	Muscle	-0.9204734625788168
Male	ENSMUSG00000091993.3	B930036N10Rik	lncRNA	1	1	Kidney	2.092714067880653
Male	ENSMUSG00000091994.3	E130317F20Rik	lncRNA	1	4	Ileon, Kidney, Muscle, Liver	0.9458564093987699
Male	ENSMUSG00000092051.3	Gm17229	transcribed_processed_pseudogene	1	1	Liver	1.28541999192767
Male	ENSMUSG00000092075.2	Serpina4-ps1	unprocessed_pseudogene	-1	1	Liver	-4.671878839792024
Male	ENSMUSG00000092171.2	4833427F10Rik	lncRNA	1	1	Muscle	2.796321476736931
Male	ENSMUSG00000092178.3	Gm45351	unprocessed_pseudogene	-1	1	Liver	-1.3783983720274748
Male	ENSMUSG00000092203.9	1110038B12Rik	lncRNA	1	3	Kidney, Muscle, Liver	0.8462416169378294
Male	ENSMUSG00000092220.2	Gm20528	lncRNA	1	3	Kidney, Liver, Colon	1.6286908803489926
Male	ENSMUSG00000092241.2	Gm20522	lncRNA	-1	1	Muscle	-0.9216173270672
Male	ENSMUSG00000092274.5	Neat1	lncRNA	1	4	Ileon, Kidney, Muscle, Heart	0.8744141447452718
Male	ENSMUSG00000092341.5	Malat1	lncRNA	1	2	Kidney, Liver	0.7804266409785399
Male	ENSMUSG00000092368.3	A930015D03Rik	lncRNA	1	2	Muscle, Liver	1.0844377481077947
Male	ENSMUSG00000092405.2	Gm20402	lncRNA	1	1	Ileon	1.101495025435971
Male	ENSMUSG00000092545.9	Gm20319	lncRNA	-1	1	Liver	-0.782178659358197
Male	ENSMUSG00000092564.4	BC051226	lncRNA	-1	1	Liver	-0.9936996269963664
Male	ENSMUSG00000092746.5	Rn7s6	misc_RNA	-1	1	Kidney	-0.488398000843037
Male	ENSMUSG00000092805.4	Gm26461	misc_RNA	-1	1	Colon	-2.206420070182065
Male	ENSMUSG00000093392.2	Gm6061	transcribed_processed_pseudogene	1	1	Liver	1.515461285534745
Male	ENSMUSG00000093436.7	Gm20646	lncRNA	1	1	Kidney	1.3120156701200778
Male	ENSMUSG00000093465.2	Gm20682	lncRNA	1	3	Ileon, Kidney, Liver	1.5024800915958254
Male	ENSMUSG00000093553.2	Gm20633	lncRNA	1	3	Ileon, Kidney, Muscle	0.861118804779148
Male	ENSMUSG00000093559.2	Gm20705	lncRNA	1	2	Kidney, Liver	1.8192900090250124
Male	ENSMUSG00000093565.3	Rab26os	lncRNA	1	1	Kidney	1.1635920172435927
Male	ENSMUSG00000093587.5	Gm20554	lncRNA	1	1	Kidney	0.937952663515707
Male	ENSMUSG00000093594.2	Gm20707	lncRNA	1	1	Liver	0.907343283239612
Male	ENSMUSG00000093606.3	B130034C11Rik	lncRNA	1	2	Kidney, Liver	1.3454067174765059
Male	ENSMUSG00000093622.3	Gm20703	lncRNA	1	2	Kidney, Colon	2.0909343159013574
Male	ENSMUSG00000093629.2	Prox2os	lncRNA	1	1	Liver	1.5222723456899427
Male	ENSMUSG00000093672.3	Gm20655	lncRNA	1	1	Heart	2.3423082494904155
Male	ENSMUSG00000093677.2	Gm20712	lncRNA	1	1	Kidney	0.8186357157299183
Male	ENSMUSG00000093858.2	Gm19967	lncRNA	1	2	Kidney, Liver	1.093127296974446
Male	ENSMUSG00000093916.3	Gm379	transcribed_processed_pseudogene	1	1	Liver	2.3160000544809995
Male	ENSMUSG00000095123.2	Gm21781	lncRNA	1	2	Kidney, Liver	1.1344624998827015
Male	ENSMUSG00000095134.3	Mid1-ps1	unprocessed_pseudogene	-1	1	Kidney	-1.2874416659299148
Male	ENSMUSG00000095328.2	Defa-ps6	unprocessed_pseudogene	-1	1	Ileon	-2.159363445495929
Male	ENSMUSG00000095366.3	Gm21860	lncRNA	-1	1	Kidney	-0.9118454276165306
Male	ENSMUSG00000095385.5	D630033O11Rik	lncRNA	-1	1	Muscle	-3.7247186100509344
Male	ENSMUSG00000095403.9	Gm21092	unprocessed_pseudogene	1	2	Ileon, Kidney	0.8450973179949872
Male	ENSMUSG00000095438.3	Mir133a-1hg	lncRNA	1	1	Heart	0.9937179734999066
Male	ENSMUSG00000095532.2	Mup-ps13	unprocessed_pseudogene	-1	1	Liver	-6.124346286546116
Male	ENSMUSG00000095562.9	Gm55594	lncRNA	1	4	Ileon, Kidney, Muscle, Liver	1.660878837169085
Male	ENSMUSG00000095959.3	Gm10845	lncRNA	-1	1	Kidney	-3.2872354070603222
Male	ENSMUSG00000096299.5	Gm21814	lncRNA	1	1	Colon	2.322497120520272
Male	ENSMUSG00000096401.3	Gm21811	unprocessed_pseudogene	1	3	Ileon, Kidney, Liver	0.8049490836305846
Male	ENSMUSG00000096553.3	Gm10097	lncRNA	1	1	Muscle	2.403907379656393
Male	ENSMUSG00000096617.4	Gm5559	processed_pseudogene	-1	1	Muscle	-1.2605911632561269
Male	ENSMUSG00000096751.4	Gm28373	lncRNA	1	1	Muscle	1.0771052384211837
Male	ENSMUSG00000096768.9	Gm47283	lncRNA	1	3	Kidney, Muscle, Liver	1.7751071553923503
Male	ENSMUSG00000096917.4	2500002B13Rik	lncRNA	-1	2	Kidney, Liver	-1.029271598586988
Male	ENSMUSG00000096929.9	A330023F24Rik	lncRNA	1	3	Kidney, Muscle, Liver	1.0840894834806163
Male	ENSMUSG00000096956.4	Snhg18	lncRNA	-1	1	Liver	-0.8523473363561996
Male	ENSMUSG00000096957.3	E230013L22Rik	lncRNA	1	1	Heart	0.8060438610021999
Male	ENSMUSG00000096965.9	3300005D01Rik	lncRNA	-1	1	Kidney	-0.9484786379887395
Male	ENSMUSG00000096967.4	Gm26621	lncRNA	1	2	Kidney, Liver	1.5793060943575157
Male	ENSMUSG00000096971.4	4930556M19Rik	lncRNA	-1	1	Liver	-0.6995212104344595
Male	ENSMUSG00000096981.3	Gm16845	lncRNA	1	2	Kidney, Liver	1.7196791722715552
Male	ENSMUSG00000096993.5	Gm26787	lncRNA	1	1	Kidney	1.205990301412023
Male	ENSMUSG00000097000.4	Gm17435	lncRNA	1	1	Muscle	0.888370582456778
Male	ENSMUSG00000097032.4	4930539J05Rik	lncRNA	1	3	Kidney, Muscle, Liver	1.4375683078665047
Male	ENSMUSG00000097039.10	Pvt1	lncRNA	-1	1	Kidney	-1.0129513572797038
Male	ENSMUSG00000097042.3	Gm17491	lncRNA	1	3	Kidney, Muscle, Liver	1.004538255494776
Male	ENSMUSG00000097047.3	1110020A21Rik	lncRNA	-1	1	Liver	-0.9632520971494618
Male	ENSMUSG00000097048.9	1600020E01Rik	lncRNA	1	4	Ileon, Kidney, Muscle, Liver	0.9850021557731569
Male	ENSMUSG00000097061.3	9330151L19Rik	lncRNA	1	1	Liver	1.001931330843795
Male	ENSMUSG00000097080.10	1700086O06Rik	lncRNA	1	2	Kidney, Liver	0.8532350660291355
Male	ENSMUSG00000097101.5	1810034E14Rik	lncRNA	-1	3	Kidney, Liver, Heart	-1.357714691879794
Male	ENSMUSG00000097113.9	Gm19705	lncRNA	1	1	Kidney	1.2825512534743662
Male	ENSMUSG00000097124.3	A530020G20Rik	lncRNA	-1	1	Liver	-1.9924299925351925
Male	ENSMUSG00000097124.3	A530020G20Rik	lncRNA	1	1	Muscle	1.7030068728137986
Male	ENSMUSG00000097125.4	Gm26885	lncRNA	-1	1	Muscle	-1.4242665947159938
Male	ENSMUSG00000097134.3	1110002J07Rik	lncRNA	-1	1	Liver	-3.7785130063037182
Male	ENSMUSG00000097141.3	Gm10524	TEC	1	4	Ileon, Kidney, Liver, Colon	1.1391627213840576
Male	ENSMUSG00000097162.4	2310010J17Rik	lncRNA	-1	1	Liver	-0.43957821822190907
Male	ENSMUSG00000097162.4	2310010J17Rik	lncRNA	1	1	Muscle	1.0318747565319744
Male	ENSMUSG00000097164.4	Cep83os	lncRNA	1	4	Ileon, Kidney, Muscle, Liver	0.9001880494956712
Male	ENSMUSG00000097166.3	9330179D12Rik	lncRNA	1	1	Heart	2.9029464499060698
Male	ENSMUSG00000097167.3	Gm16740	lncRNA	1	1	Kidney	0.5908242749173426
Male	ENSMUSG00000097184.4	4632428C04Rik	lncRNA	-1	2	Muscle, Liver	-1.7715318378016167
Male	ENSMUSG00000097194.4	9330175E14Rik	lncRNA	1	1	Liver	1.2334982707229727
Male	ENSMUSG00000097195.12	Snhg5	lncRNA	1	3	Kidney, Muscle, Liver	1.4440601370762445
Male	ENSMUSG00000097203.4	4732419C18Rik	lncRNA	-1	1	Liver	-1.2642084492899182
Male	ENSMUSG00000097204.4	Gm17690	lncRNA	1	3	Kidney, Muscle, Liver	0.8594596903664443
Male	ENSMUSG00000097217.4	Gm26549	lncRNA	1	1	Kidney	0.9492623241359378
Male	ENSMUSG00000097222.4	Gata6os	lncRNA	1	3	Ileon, Kidney, Liver	1.4597240398496472
Male	ENSMUSG00000097251.3	5033417F24Rik	lncRNA	1	1	Muscle	1.037291827384922
Male	ENSMUSG00000097254.3	C430042M11Rik	lncRNA	-1	1	Kidney	-1.5746529558133182
Male	ENSMUSG00000097286.4	Gm26684	lncRNA	-1	1	Liver	-2.7288605927088088
Male	ENSMUSG00000097287.5	D130017N08Rik	lncRNA	-1	2	Muscle, Liver	-1.000277197859764
Male	ENSMUSG00000097290.10	1300002E11Rik	lncRNA	-1	1	Liver	-0.3740153458082378
Male	ENSMUSG00000097296.2	Gm26532	lncRNA	1	1	Kidney	0.723784551463466
Male	ENSMUSG00000097305.4	Gm17276	lncRNA	1	1	Ileon	2.959103585445535
Male	ENSMUSG00000097309.3	Gm17249	lncRNA	1	1	Kidney	1.1612722203909591
Male	ENSMUSG00000097310.3	A930038B10Rik	lncRNA	1	1	Ileon	2.9235740379056923
Male	ENSMUSG00000097311.9	Gm26871	lncRNA	1	1	Liver	2.5160008668760376
Male	ENSMUSG00000097318.4	1700007L15Rik	lncRNA	1	1	Muscle	1.1325327935895189
Male	ENSMUSG00000097320.9	Tmem147os	lncRNA	1	3	Kidney, Muscle, Liver	0.9794982498907052
Male	ENSMUSG00000097321.7	1700028E10Rik	lncRNA	1	1	Muscle	1.6273374968443393
Male	ENSMUSG00000097324.10	Carmn	lncRNA	1	2	Kidney, Liver	0.9799510618219707
Male	ENSMUSG00000097327.9	E030030I06Rik	transcribed_unprocessed_pseudogene	-1	1	Liver	-1.0854433451661312
Male	ENSMUSG00000097336.9	Fendrr	lncRNA	1	2	Ileon, Liver	1.021343213297981
Male	ENSMUSG00000097346.2	Rps18-ps4	lncRNA	1	3	Kidney, Muscle, Liver	0.8214357252885911
Male	ENSMUSG00000097357.4	Gm16793	lncRNA	-1	2	Ileon, Heart	-1.5237641981087617
Male	ENSMUSG00000097365.8	C030034L19Rik	lncRNA	1	1	Kidney	0.827063741307612
Male	ENSMUSG00000097368.3	Gm10390	lncRNA	-1	1	Muscle	-1.7535103685332876
Male	ENSMUSG00000097375.4	6720427I07Rik	lncRNA	1	2	Kidney, Liver	0.7159322511800448
Male	ENSMUSG00000097391.9	Mirg	lncRNA	-1	1	Colon	-1.5431385852074213
Male	ENSMUSG00000097403.3	9230116N13Rik	lncRNA	1	2	Kidney, Liver	2.120609623078864
Male	ENSMUSG00000097413.3	A830052D11Rik	lncRNA	-1	1	Muscle	-1.351458581623867
Male	ENSMUSG00000097416.5	Gm26670	lncRNA	1	2	Ileon, Muscle	2.038084443242162
Male	ENSMUSG00000097440.3	Gm6277	lncRNA	-1	1	Kidney	-0.506044267374777
Male	ENSMUSG00000097440.3	Gm6277	lncRNA	1	1	Ileon	1.2616859413895067
Male	ENSMUSG00000097451.12	Rian	lncRNA	-1	2	Muscle, Colon	-1.0596175480930141
Male	ENSMUSG00000097451.12	Rian	lncRNA	1	1	Kidney	0.9953903948725148
Male	ENSMUSG00000097462.9	9530026P05Rik	lncRNA	1	4	Kidney, Muscle, Liver, Heart	1.485906544414251
Male	ENSMUSG00000097471.10	5830432E09Rik	lncRNA	-1	1	Muscle	-1.2244368748111714
Male	ENSMUSG00000097482.4	Gm17634	lncRNA	-1	1	Liver	-1.2276467298243008
Male	ENSMUSG00000097493.4	9930014A18Rik	lncRNA	1	1	Liver	1.064023781759585
Male	ENSMUSG00000097494.9	4933406C10Rik	lncRNA	1	1	Muscle	1.1152970442923211
Male	ENSMUSG00000097497.3	Gm26652	lncRNA	1	1	Liver	1.666779596795719
Male	ENSMUSG00000097503.4	3110045C21Rik	lncRNA	-1	3	Ileon, Kidney, Liver	-1.1257100010846686
Male	ENSMUSG00000097509.2	B230322F03Rik	lncRNA	-1	1	Kidney	-1.128095465804074
Male	ENSMUSG00000097509.2	B230322F03Rik	lncRNA	1	1	Liver	0.5447834233762082
Male	ENSMUSG00000097523.4	1700022N22Rik	lncRNA	-1	1	Kidney	-0.771977481645326
Male	ENSMUSG00000097527.4	1700112J16Rik	lncRNA	1	1	Kidney	1.7342329618838597
Male	ENSMUSG00000097534.5	Gm16675	lncRNA	1	2	Muscle, Liver	1.2587900079182988
Male	ENSMUSG00000097536.3	2610037D02Rik	lncRNA	1	3	Kidney, Muscle, Liver	1.016474090778132
Male	ENSMUSG00000097537.4	2610020C07Rik	lncRNA	1	1	Kidney	1.2423450567826828
Male	ENSMUSG00000097561.2	4632411P08Rik	lncRNA	1	2	Kidney, Muscle	1.283232656871974
Male	ENSMUSG00000097571.11	Jpx	lncRNA	1	3	Ileon, Kidney, Liver	0.9159400539521382
Male	ENSMUSG00000097577.4	6230400D17Rik	lncRNA	1	3	Kidney, Muscle, Liver	1.8373115617115765
Male	ENSMUSG00000097580.2	Gm5432	lncRNA	1	1	Kidney	1.4406029225319097
Male	ENSMUSG00000097583.3	6430590A07Rik	lncRNA	1	2	Kidney, Muscle	0.8792754407717565
Male	ENSMUSG00000097585.4	E230029C05Rik	lncRNA	1	1	Liver	0.9904476592424128
Male	ENSMUSG00000097597.3	Gm26674	lncRNA	1	1	Ileon	1.429888121273784
Male	ENSMUSG00000097601.3	Gm26660	lncRNA	1	4	Ileon, Kidney, Muscle, Liver	1.2586432214531178
Male	ENSMUSG00000097615.3	Gm2061	lncRNA	1	1	Colon	2.8040131559683874
Male	ENSMUSG00000097640.9	Gm20033	lncRNA	1	2	Kidney, Liver	1.2269128742782878
Male	ENSMUSG00000097643.2	A130051J06Rik	lncRNA	1	1	Ileon	1.3908942766091328
Male	ENSMUSG00000097673.3	Gm26608	lncRNA	1	2	Kidney, Liver	2.9068633885274586
Male	ENSMUSG00000097675.4	1700101I11Rik	lncRNA	1	1	Muscle	1.5632425941317345
Male	ENSMUSG00000097691.2	9030616G12Rik	lncRNA	-1	1	Liver	-2.6906315576861934
Male	ENSMUSG00000097709.10	2810429I04Rik	lncRNA	-1	1	Ileon	-1.7809441826086945
Male	ENSMUSG00000097724.3	Gm26850	lncRNA	-1	2	Kidney, Liver	-1.0049688004304758
Male	ENSMUSG00000097729.4	2310015A10Rik	lncRNA	1	4	Ileon, Kidney, Muscle, Liver	0.8967150272153683
Male	ENSMUSG00000097743.2	Gm16973	lncRNA	1	3	Kidney, Muscle, Liver	0.8419351464562788
Male	ENSMUSG00000097750.3	Gm4673	lncRNA	1	3	Kidney, Muscle, Liver	1.0084411065195982
Male	ENSMUSG00000097760.3	6030442K20Rik	lncRNA	1	1	Kidney	1.4672890437938484
Male	ENSMUSG00000097761.2	4930534D22Rik	lncRNA	-1	1	Liver	-2.6286340747377817
Male	ENSMUSG00000097762.2	4732463B04Rik	lncRNA	1	2	Kidney, Liver	1.9115822801047255
Male	ENSMUSG00000097767.10	Miat	lncRNA	-1	1	Muscle	-1.632951129022929
Male	ENSMUSG00000097772.9	5430416N02Rik	lncRNA	1	1	Liver	0.657571884979395
Male	ENSMUSG00000097777.9	Gm16794	lncRNA	1	1	Kidney	0.7758756945310938
Male	ENSMUSG00000097779.4	4833407H14Rik	lncRNA	-1	1	Ileon	-1.1924009661151371
Male	ENSMUSG00000097785.4	B230217O12Rik	lncRNA	1	2	Ileon, Liver	1.9455529615660065
Male	ENSMUSG00000097786.4	4933429H19Rik	lncRNA	1	1	Muscle	1.5503203608342953
Male	ENSMUSG00000097793.3	Gm17259	lncRNA	1	3	Kidney, Muscle, Liver	0.8393541902831924
Male	ENSMUSG00000097804.2	Gm16685	lncRNA	1	1	Kidney	2.457805792775464
Male	ENSMUSG00000097805.3	Gm17473	lncRNA	-1	1	Muscle	-2.160820001765418
Male	ENSMUSG00000097820.4	E530011L22Rik	lncRNA	1	1	Kidney	0.6262192129428202
Male	ENSMUSG00000097828.3	6430562O15Rik	lncRNA	-1	2	Muscle, Heart	-1.4640631633836403
Male	ENSMUSG00000097835.3	Gm26910	lncRNA	1	3	Kidney, Muscle, Liver	1.2437544225647357
Male	ENSMUSG00000097855.10	A930007I19Rik	lncRNA	1	2	Kidney, Liver	0.7972459063089579
Male	ENSMUSG00000097858.3	9530052C20Rik	lncRNA	1	1	Kidney	0.9541211491594436
Male	ENSMUSG00000097875.3	Gm26704	lncRNA	1	1	Kidney	2.8943411143231916
Male	ENSMUSG00000097876.2	Gm16892	lncRNA	1	1	Kidney	1.3664570492229158
Male	ENSMUSG00000097877.3	Gm26703	lncRNA	1	1	Muscle	1.632219581690593
Male	ENSMUSG00000097885.8	5031434O11Rik	lncRNA	1	2	Kidney, Muscle	1.6682652191001495
Male	ENSMUSG00000097908.9	4933404O12Rik	lncRNA	1	1	Ileon	2.036114025493743
Male	ENSMUSG00000097927.3	Gm6999	lncRNA	-1	1	Kidney	-1.366252257762841
Male	ENSMUSG00000097930.4	C330002G04Rik	lncRNA	1	1	Kidney	2.0302161177515594
Male	ENSMUSG00000097960.2	A330074K22Rik	lncRNA	-1	1	Muscle	-1.3039123191354467
Male	ENSMUSG00000097970.2	Gm27028	lncRNA	1	1	Kidney	1.2078082356543924
Male	ENSMUSG00000097974.3	Gm10605	lncRNA	1	2	Ileon, Liver	1.225442154954893
Male	ENSMUSG00000097994.2	Gm26982	lncRNA	1	1	Liver	1.6376174629561382
Male	ENSMUSG00000097998.2	Gm27019	lncRNA	1	3	Kidney, Muscle, Liver	1.8637185152271964
Male	ENSMUSG00000098014.2	Gm26967	lncRNA	-1	1	Liver	-2.014108730405709
Male	ENSMUSG00000098014.2	Gm26967	lncRNA	1	1	Kidney	1.1735171241040812
Male	ENSMUSG00000098050.2	Gm5345	processed_pseudogene	1	1	Muscle	2.106857354709636
Male	ENSMUSG00000098087.3	Gm17750	lncRNA	1	1	Kidney	0.9599314938391392
Male	ENSMUSG00000098097.9	6530403H02Rik	lncRNA	1	1	Kidney	1.332969181302399
Male	ENSMUSG00000098098.9	Bvht	lncRNA	1	1	Kidney	0.909723723635756
Male	ENSMUSG00000098120.2	Gm5914	lncRNA	1	2	Kidney, Muscle	1.6673862771729928
Male	ENSMUSG00000098158.4	Gm4804	transcribed_processed_pseudogene	-1	2	Kidney, Muscle	-1.4435391018711483
Male	ENSMUSG00000098183.2	Gm27010	lncRNA	1	2	Kidney, Liver	1.4404309991606177
Male	ENSMUSG00000098206.2	Mir181a-1hg	lncRNA	1	1	Kidney	1.572812101939102
Male	ENSMUSG00000098234.9	Snhg6	lncRNA	1	3	Kidney, Muscle, Liver	0.8283586862862692
Male	ENSMUSG00000098243.5	Gm4258	lncRNA	1	1	Kidney	1.0383262296359144
Male	ENSMUSG00000098404.2	Mrip-ps	unprocessed_pseudogene	1	1	Kidney	2.121424813309233
Male	ENSMUSG00000098439.2	Hm629797	lncRNA	1	1	Liver	1.351220343343702
Male	ENSMUSG00000098702.3	1500015A07Rik	lncRNA	1	2	Kidney, Liver	1.0601265563118696
Male	ENSMUSG00000098708.9	Gm27252	lncRNA	1	5	Ileon, Kidney, Muscle, Liver, Heart	2.9761388432676923
Male	ENSMUSG00000098747.9	Gm27216	lncRNA	-1	1	Kidney	-1.9182502210777117
Male	ENSMUSG00000099094.2	Gm19569	lncRNA	1	2	Kidney, Colon	1.7342533465243035
Male	ENSMUSG00000099338.3	2810030D12Rik	lncRNA	1	2	Kidney, Liver	1.3202254555534128
Male	ENSMUSG00000099364.3	5730419F03Rik	lncRNA	1	1	Muscle	2.019008305641615
Male	ENSMUSG00000099375.2	Gm28187	lncRNA	-1	1	Muscle	-1.6784991669738896
Male	ENSMUSG00000099411.3	2310015D24Rik	lncRNA	-1	1	Muscle	-0.7577944511578242
Male	ENSMUSG00000099413.2	Gm17767	lncRNA	-1	1	Liver	-2.1202475129494553
Male	ENSMUSG00000099519.2	Gm29253	lncRNA	-1	1	Kidney	-1.3101720305281486
Male	ENSMUSG00000099556.3	Gm28857	lncRNA	1	1	Liver	2.7512731807805677
Male	ENSMUSG00000099632.3	2900093K20Rik	lncRNA	1	1	Muscle	1.2539481734665268
Male	ENSMUSG00000099669.2	Gm29012	lncRNA	-1	1	Kidney	-1.8808010059419056
Male	ENSMUSG00000099681.2	1700052K11Rik	lncRNA	1	1	Kidney	0.6572083396879284
Male	ENSMUSG00000099707.8	Gm8883	lncRNA	1	1	Liver	0.5269965683411341
Male	ENSMUSG00000099708.2	Gm29361	lncRNA	1	1	Muscle	1.1375641247384785
Male	ENSMUSG00000099746.2	Ppnr	lncRNA	1	1	Liver	1.6697276331682045
Male	ENSMUSG00000099759.2	1700030C10Rik	lncRNA	1	1	Liver	1.0078305405132109
Male	ENSMUSG00000099843.3	Gm7160	lncRNA	1	1	Muscle	1.5586450992969998
Male	ENSMUSG00000099881.3	2810013P06Rik	lncRNA	1	2	Kidney, Liver	0.8891465854223786
Male	ENSMUSG00000099931.2	Gm29358	lncRNA	1	2	Kidney, Muscle	1.4639253338356832
Male	ENSMUSG00000099966.3	2810402E24Rik	lncRNA	1	3	Kidney, Muscle, Liver	0.6281953776840077
Male	ENSMUSG00000100002.4	Gm29642	lncRNA	1	2	Kidney, Liver	1.1654107203256436
Male	ENSMUSG00000100005.9	B130024G19Rik	lncRNA	1	1	Kidney	1.4424590858109774
Male	ENSMUSG00000100017.3	2410022M11Rik	lncRNA	1	5	Ileon, Kidney, Liver, Colon, Heart	0.9190981075112616
Male	ENSMUSG00000100039.2	Gm28959	lncRNA	1	1	Kidney	0.8416612001467898
Male	ENSMUSG00000100075.2	1700018L02Rik	lncRNA	-1	1	Kidney	-0.807029714854675
Male	ENSMUSG00000100094.3	1810008I18Rik	lncRNA	-1	2	Ileon, Liver	-1.9577249758354198
Male	ENSMUSG00000100106.2	Gm28856	lncRNA	1	1	Liver	4.342460575714955
Male	ENSMUSG00000100113.2	Gm28592	lncRNA	-1	1	Colon	-2.5274484813394387
Male	ENSMUSG00000100150.4	Gm19585	lncRNA	-1	1	Ileon	-1.280969401810524
Male	ENSMUSG00000100153.3	Ppp1ccb	transcribed_processed_pseudogene	1	2	Kidney, Liver	1.4497692951283816
Male	ENSMUSG00000100277.10	1810053B23Rik	lncRNA	1	1	Liver	6.438851914741152
Male	ENSMUSG00000100291.7	2310069B03Rik	lncRNA	-1	1	Muscle	-2.288263317833627
Male	ENSMUSG00000100291.7	2310069B03Rik	lncRNA	1	1	Heart	2.598124420788087
Male	ENSMUSG00000100302.2	Gm29670	lncRNA	-1	1	Colon	-1.6282971967493372
Male	ENSMUSG00000100313.2	Gm28323	lncRNA	1	3	Kidney, Muscle, Liver	1.1629092657321227
Male	ENSMUSG00000100394.2	Gm28791	lncRNA	1	3	Kidney, Muscle, Liver	1.299695047690656
Male	ENSMUSG00000100426.3	Gm4208	lncRNA	-1	1	Kidney	-3.288189695422828
Male	ENSMUSG00000100455.2	Gm29170	lncRNA	1	1	Liver	1.0229566976744071
Male	ENSMUSG00000100510.9	Hand2os1	lncRNA	1	2	Liver, Heart	1.0255368827676188
Male	ENSMUSG00000100550.3	2310039L15Rik	lncRNA	-1	1	Muscle	-2.8718172076944937
Male	ENSMUSG00000100594.3	2810414N06Rik	lncRNA	-1	1	Liver	-0.6076290469691457
Male	ENSMUSG00000100627.8	A830008E24Rik	lncRNA	1	2	Kidney, Muscle	3.275302101847971
Male	ENSMUSG00000100658.3	F730311O21Rik	lncRNA	-1	1	Muscle	-2.7773322852109685
Male	ENSMUSG00000100680.3	1810044D09Rik	lncRNA	1	1	Kidney	0.5629432622306964
Male	ENSMUSG00000100707.2	Gm28523	lncRNA	1	1	Kidney	1.862603378011035
Male	ENSMUSG00000100747.5	1700084E18Rik	lncRNA	1	1	Kidney	1.0807065194725616
Male	ENSMUSG00000100750.2	Gm29084	lncRNA	1	1	Liver	1.4112810736086898
Male	ENSMUSG00000100755.2	Rps23-ps1	processed_pseudogene	1	3	Kidney, Muscle, Liver	0.6998144094788953
Male	ENSMUSG00000100783.3	2310047D07Rik	lncRNA	-1	1	Muscle	-0.972051509474955
Male	ENSMUSG00000100801.2	Gm15459	processed_pseudogene	-1	1	Muscle	-1.177432275082296
Male	ENSMUSG00000100826.7	Snhg14	lncRNA	1	4	Ileon, Liver, Colon, Heart	1.3524657187975175
Male	ENSMUSG00000100862.2	Gm10925	unprocessed_pseudogene	-1	1	Muscle	-0.7502992388169515
Male	ENSMUSG00000100862.2	Gm10925	unprocessed_pseudogene	1	1	Kidney	0.494216304392088
Male	ENSMUSG00000100865.4	Gm9320	transcribed_processed_pseudogene	1	1	Kidney	0.9836366948618304
Male	ENSMUSG00000100876.2	2810454H06Rik	lncRNA	1	3	Kidney, Muscle, Liver	1.223675721965732
Male	ENSMUSG00000100954.7	Gm10138	lncRNA	1	2	Ileon, Liver	1.344416306129933
Male	ENSMUSG00000100967.2	Gm29666	lncRNA	1	1	Liver	1.8205430601386747
Male	ENSMUSG00000100975.3	Gm28875	lncRNA	1	3	Kidney, Muscle, Heart	1.5908144267753803
Male	ENSMUSG00000101037.3	Gm28424	lncRNA	1	1	Kidney	0.8842020074505456
Male	ENSMUSG00000101089.3	2610016A17Rik	lncRNA	1	1	Muscle	1.7165275829589504
Male	ENSMUSG00000101102.3	Gm28609	lncRNA	-1	1	Muscle	-2.155904671968908
Male	ENSMUSG00000101111.2	Gm28437	unprocessed_pseudogene	-1	4	Ileon, Kidney, Muscle, Heart	-0.8225509223336922
Male	ENSMUSG00000101122.2	Gm17971	processed_pseudogene	1	1	Liver	2.1525609744699614
Male	ENSMUSG00000101225.2	1700008J07Rik	lncRNA	1	1	Liver	0.5702391190315627
Male	ENSMUSG00000101249.2	Gm29216	unprocessed_pseudogene	-1	1	Heart	-1.1310986041654962
Male	ENSMUSG00000101249.2	Gm29216	unprocessed_pseudogene	1	1	Kidney	0.9015372096077844
Male	ENSMUSG00000101257.3	2310015K22Rik	lncRNA	-1	1	Muscle	-2.2772819856196116
Male	ENSMUSG00000101320.2	Gm28529	lncRNA	1	2	Kidney, Muscle	0.8530250025336571
Male	ENSMUSG00000101335.2	Gm28229	lncRNA	1	1	Liver	1.2639534509388797
Male	ENSMUSG00000101365.2	Gm19325	lncRNA	1	2	Ileon, Kidney	1.1617573183862762
Male	ENSMUSG00000101438.4	Gm19412	lncRNA	1	1	Kidney	0.8447680923699468
Male	ENSMUSG00000101450.2	Gm28941	lncRNA	1	1	Liver	1.5796477104680324
Male	ENSMUSG00000101493.3	2810405F17Rik	lncRNA	1	1	Kidney	0.7587099383336224
Male	ENSMUSG00000101514.3	Gm5524	lncRNA	-1	1	Liver	-1.0167122388766725
Male	ENSMUSG00000101514.3	Gm5524	lncRNA	1	1	Kidney	1.2559480421676736
