Database	pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
ORA_M2	REACTOME_ERK_MAPK_TARGETS	1	1	0	0	19	
ORA_M2	REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	1	1	0	0	9	
ORA_M2	REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	1	1	0	0	6	
ORA_M2	REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	1	1	0	0	11	
ORA_M2	REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	1	1	0	0	9	
ORA_M2	REACTOME_ER_PHAGOSOME_PATHWAY	1	1	0	0	21	
ORA_M2	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	1	1	0	0	4	
ORA_M2	REACTOME_ESR_MEDIATED_SIGNALING	1	1	0	0	104	
ORA_M2	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1	1	0	0	10	
ORA_M2	REACTOME_ESTROGEN_BIOSYNTHESIS	1	1	0	0	4	
ORA_M2	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	1	1	0	0	48	
ORA_M2	REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	1	1	0	0	9	
ORA_M2	REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	1	1	0	0	5	
ORA_M2	REACTOME_ETHANOL_OXIDATION	1	1	0	0	9	
ORA_M2	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1	1	0	0	5	
ORA_M2	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	1	1	0	0	115	
ORA_M2	REACTOME_EUKARYOTIC_TRANSLATION_TERMINATION	1	1	0	0	5	
ORA_M2	REACTOME_EXTENSION_OF_TELOMERES	1	1	0	0	44	
ORA_M2	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	1	1	0	0	57	
ORA_M2	REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	1	1	0	0	5	
ORA_M2	REACTOME_FANCONI_ANEMIA_PATHWAY	1	1	0	0	31	
ORA_M2	REACTOME_FATTY_ACIDS	1	1	0	0	18	
ORA_M2	REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	1	1	0	0	6	
ORA_M2	REACTOME_FATTY_ACID_METABOLISM	1	1	0	0	142	
ORA_M2	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1	1	0	0	25	
ORA_M2	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	1	1	0	0	25	
ORA_M2	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	1	1	0	0	28	
ORA_M2	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	1	1	0	0	73	
ORA_M2	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	1	1	0	0	76	
ORA_M2	REACTOME_FCGR_ACTIVATION	1	1	0	0	14	
ORA_M2	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	1	1	0	0	113	
ORA_M2	REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	5	
ORA_M2	REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	5	
ORA_M2	REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	5	
ORA_M2	REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	2	
ORA_M2	REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	2	
ORA_M2	REACTOME_FGFR2_ALTERNATIVE_SPLICING	1	1	0	0	17	
ORA_M2	REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	2	
ORA_M2	REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	2	
ORA_M2	REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	4	
ORA_M2	REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	1	1	0	0	4	
ORA_M2	REACTOME_FLT3_SIGNALING	1	1	0	0	28	
ORA_M2	REACTOME_FORMATION_OF_APOPTOSOME	1	1	0	0	10	
ORA_M2	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1	1	0	0	4	
ORA_M2	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1	1	0	0	28	
ORA_M2	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1	1	0	0	43	
ORA_M2	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	1	1	0	0	53	
ORA_M2	REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	1	1	0	0	11	
ORA_M2	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	1	1	0	0	49	
ORA_M2	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	1	1	0	0	24	
ORA_M2	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	1	1	0	0	20	
ORA_M2	REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	1	1	0	0	32	
ORA_M2	REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	1	1	0	0	37	
ORA_M2	REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	1	1	0	0	5	
ORA_M2	REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	1	1	0	0	7	
ORA_M2	REACTOME_FOXO_MEDIATED_TRANSCRIPTION	1	1	0	0	19	
ORA_M2	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	1	1	0	0	6	
ORA_M2	REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	1	1	0	0	9	
ORA_M2	REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	1	1	0	0	10	
ORA_M2	REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	1	1	0	0	9	
ORA_M2	REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	1	1	0	0	10	
ORA_M2	REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	1	1	0	0	11	
ORA_M2	REACTOME_FRUCTOSE_CATABOLISM	1	1	0	0	5	
ORA_M2	REACTOME_FRUCTOSE_METABOLISM	1	1	0	0	6	
ORA_M2	REACTOME_G0_AND_EARLY_G1	1	1	0	0	16	
ORA_M2	REACTOME_G2_M_CHECKPOINTS	1	1	0	0	126	
ORA_M2	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1	1	0	0	60	
ORA_M2	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	1	1	0	0	5	
ORA_M2	REACTOME_G2_PHASE	1	1	0	0	4	
ORA_M2	REACTOME_GAB1_SIGNALOSOME	1	1	0	0	14	
ORA_M2	REACTOME_GABA_B_RECEPTOR_ACTIVATION	1	1	0	0	27	
ORA_M2	REACTOME_GABA_RECEPTOR_ACTIVATION	1	1	0	0	30	
ORA_M2	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	1	1	0	0	10	
ORA_M2	REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	1	1	0	0	51	
ORA_M2	REACTOME_GAMMA_CARBOXYLATION_OF_PROTEIN_PRECURSORS	1	1	0	0	8	
ORA_M2	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	1	1	0	0	10	
ORA_M2	REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	1	1	0	0	22	
ORA_M2	REACTOME_GAP_JUNCTION_DEGRADATION	1	1	0	0	10	
ORA_M2	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	1	1	0	0	13	
ORA_M2	REACTOME_GDP_FUCOSE_BIOSYNTHESIS	1	1	0	0	6	
ORA_M2	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	1	1	0	0	18	
ORA_M2	REACTOME_GENE_SILENCING_BY_RNA	1	1	0	0	40	
ORA_M2	REACTOME_GLI3_IS_PROCESSED_TO_GLI3R_BY_THE_PROTEASOME	1	1	0	0	54	
ORA_M2	REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	1	1	0	0	81	
ORA_M2	REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	1	1	0	0	22	
ORA_M2	REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	1	1	0	0	4	
ORA_M2	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	1	1	0	0	16	
ORA_M2	REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	1	1	0	0	6	
ORA_M2	REACTOME_GLUCONEOGENESIS	1	1	0	0	17	
ORA_M2	REACTOME_GLUCOSE_METABOLISM	1	1	0	0	63	
ORA_M2	REACTOME_GLUCURONIDATION	1	1	0	0	18	
ORA_M2	REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	1	1	0	0	9	
ORA_M2	REACTOME_GLUTATHIONE_CONJUGATION	1	1	0	0	32	
ORA_M2	REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	1	1	0	0	10	
ORA_M2	REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1	1	0	0	88	
ORA_M2	REACTOME_GLYCINE_DEGRADATION	1	1	0	0	7	
ORA_M2	REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1	1	0	0	12	
ORA_M2	REACTOME_GLYCOGEN_METABOLISM	1	1	0	0	16	
ORA_M2	REACTOME_GLYCOGEN_SYNTHESIS	1	1	0	0	5	
ORA_M2	REACTOME_GLYCOPROTEIN_HORMONES	1	1	0	0	4	
ORA_M2	REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	1	1	0	0	11	
ORA_M2	REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	1	1	0	0	26	
ORA_M2	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	1	1	0	0	37	
ORA_M2	REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	1	1	0	0	7	
ORA_M2	REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	1	1	0	0	17	
ORA_M2	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	1	1	0	0	51	
ORA_M2	REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	1	1	0	0	10	
ORA_M2	REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	1	1	0	0	8	
ORA_M2	REACTOME_GPCR_LIGAND_BINDING	1	1	0	0	122	
ORA_M2	REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	1	1	0	0	31	
ORA_M2	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	1	1	0	0	9	
ORA_M2	REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	1	1	0	0	15	
ORA_M2	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	1	1	0	0	10	
ORA_M2	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1	1	0	0	121	
ORA_M2	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	1	1	0	0	20	
ORA_M2	REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	1	1	0	0	15	
ORA_M2	REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	1	1	0	0	20	
ORA_M2	REACTOME_G_PROTEIN_ACTIVATION	1	1	0	0	15	
ORA_M2	REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1	1	0	0	27	
ORA_M2	REACTOME_G_PROTEIN_MEDIATED_EVENTS	1	1	0	0	30	
ORA_M2	REACTOME_HDACS_DEACETYLATE_HISTONES	1	1	0	0	37	
ORA_M2	REACTOME_HDL_ASSEMBLY	1	1	0	0	6	
ORA_M2	REACTOME_HDL_REMODELING	1	1	0	0	9	
ORA_M2	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	1	1	0	0	51	
ORA_M2	REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	1	1	0	0	11	
ORA_M2	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	1	1	0	0	33	
ORA_M2	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	1	1	0	0	57	
ORA_M2	REACTOME_HEDGEHOG_ON_STATE	1	1	0	0	73	
ORA_M2	REACTOME_HEME_BIOSYNTHESIS	1	1	0	0	13	
ORA_M2	REACTOME_HEME_DEGRADATION	1	1	0	0	15	
ORA_M2	REACTOME_HEME_SIGNALING	1	1	0	0	13	
ORA_M2	REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	1	0	0	3	
ORA_M2	REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	1	0	0	3	
ORA_M2	REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	1	1	0	0	2	
ORA_M2	REACTOME_HISTIDINE_CATABOLISM	1	1	0	0	7	
ORA_M2	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	1	1	0	0	22	
ORA_M2	REACTOME_HOMOLOGY_DIRECTED_REPAIR	1	1	0	0	97	
ORA_M2	REACTOME_HSF1_ACTIVATION	1	1	0	0	8	
ORA_M2	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	1	1	0	0	20	
ORA_M2	REACTOME_HS_GAG_DEGRADATION	1	1	0	0	18	
ORA_M2	REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	1	1	0	0	7	
ORA_M2	REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	1	1	0	0	1	
ORA_M2	REACTOME_HYALURONAN_METABOLISM	1	1	0	0	11	
ORA_M2	REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	1	1	0	0	10	
ORA_M2	REACTOME_HYDROLYSIS_OF_LPC	1	1	0	0	4	
ORA_M2	REACTOME_HYPUSINE_SYNTHESIS_FROM_EIF5A_LYSINE	1	1	0	0	4	
ORA_M2	REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS	1	1	0	0	6	
ORA_M2	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	1	1	0	0	23	
ORA_M2	REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	1	1	0	0	10	
ORA_M2	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	1	1	0	0	16	
ORA_M2	REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	1	1	0	0	2	
ORA_M2	REACTOME_INFLAMMASOMES	1	1	0	0	13	
ORA_M2	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	1	1	0	0	18	
ORA_M2	REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	1	1	0	0	10	
ORA_M2	REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	1	1	0	0	20	
ORA_M2	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1	1	0	0	19	
ORA_M2	REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	1	1	0	0	17	
ORA_M2	REACTOME_INOSITOL_PHOSPHATE_METABOLISM	1	1	0	0	39	
ORA_M2	REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	1	1	0	0	14	
ORA_M2	REACTOME_INSULIN_PROCESSING	1	1	0	0	10	
ORA_M2	REACTOME_INSULIN_RECEPTOR_RECYCLING	1	1	0	0	24	
ORA_M2	REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1	1	0	0	29	
ORA_M2	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1	1	0	0	49	
ORA_M2	REACTOME_INTEGRIN_SIGNALING	1	1	0	0	27	
ORA_M2	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	1	1	0	0	6	
ORA_M2	REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	1	1	0	0	2	
ORA_M2	REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	1	1	0	0	21	
ORA_M2	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1	1	0	0	18	
ORA_M2	REACTOME_INTERFERON_GAMMA_SIGNALING	1	1	0	0	16	
ORA_M2	REACTOME_INTERLEUKIN_10_SIGNALING	1	1	0	0	4	
ORA_M2	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	1	1	0	0	9	
ORA_M2	REACTOME_INTERLEUKIN_12_SIGNALING	1	1	0	0	4	
ORA_M2	REACTOME_INTERLEUKIN_15_SIGNALING	1	1	0	0	11	
ORA_M2	REACTOME_INTERLEUKIN_17_SIGNALING	1	1	0	0	56	
ORA_M2	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1	1	0	0	107	
ORA_M2	REACTOME_INTERLEUKIN_1_PROCESSING	1	1	0	0	8	
ORA_M2	REACTOME_INTERLEUKIN_1_SIGNALING	1	1	0	0	98	
ORA_M2	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	1	1	0	0	10	
ORA_M2	REACTOME_INTERLEUKIN_21_SIGNALING	1	1	0	0	4	
ORA_M2	REACTOME_INTERLEUKIN_23_SIGNALING	1	1	0	0	5	
ORA_M2	REACTOME_INTERLEUKIN_27_SIGNALING	1	1	0	0	7	
ORA_M2	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	1	1	0	0	26	
ORA_M2	REACTOME_INTERLEUKIN_2_SIGNALING	1	1	0	0	8	
ORA_M2	REACTOME_INTERLEUKIN_35_SIGNALLING	1	1	0	0	7	
ORA_M2	REACTOME_INTERLEUKIN_36_PATHWAY	1	1	0	0	1	
ORA_M2	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	1	1	0	0	36	
ORA_M2	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	1	1	0	0	9	
ORA_M2	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	1	1	0	0	15	
ORA_M2	REACTOME_INTERLEUKIN_6_SIGNALING	1	1	0	0	8	
ORA_M2	REACTOME_INTERLEUKIN_7_SIGNALING	1	1	0	0	11	
ORA_M2	REACTOME_INTERLEUKIN_9_SIGNALING	1	1	0	0	4	
ORA_M2	REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	1	1	0	0	17	
ORA_M2	REACTOME_INTRA_GOLGI_TRAFFIC	1	1	0	0	34	
ORA_M2	REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	1	1	0	0	17	
ORA_M2	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1	1	0	0	19	
ORA_M2	REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	1	1	0	0	8	
ORA_M2	REACTOME_ION_CHANNEL_TRANSPORT	1	1	0	0	96	
ORA_M2	REACTOME_ION_HOMEOSTASIS	1	1	0	0	29	
ORA_M2	REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1	1	0	0	35	
ORA_M2	REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	1	1	0	0	14	
ORA_M2	REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	1	1	0	0	10	
ORA_M2	REACTOME_IRON_UPTAKE_AND_TRANSPORT	1	1	0	0	48	
ORA_M2	REACTOME_IRS_MEDIATED_SIGNALLING	1	1	0	0	24	
ORA_M2	REACTOME_ISG15_ANTIVIRAL_MECHANISM	1	1	0	0	27	
ORA_M2	REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	1	1	0	0	20	
ORA_M2	REACTOME_JOSEPHIN_DOMAIN_DUBS	1	1	0	0	11	
ORA_M2	REACTOME_KEAP1_NFE2L2_PATHWAY	1	1	0	0	75	
ORA_M2	REACTOME_KERATINIZATION	1	1	0	0	20	
ORA_M2	REACTOME_KETONE_BODY_METABOLISM	1	1	0	0	8	
ORA_M2	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	1	1	0	0	14	
ORA_M2	REACTOME_LAGGING_STRAND_SYNTHESIS	1	1	0	0	20	
ORA_M2	REACTOME_LDL_CLEARANCE	1	1	0	0	19	
ORA_M2	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	1	1	0	0	6	
ORA_M2	REACTOME_LEUKOTRIENE_RECEPTORS	1	1	0	0	3	
ORA_M2	REACTOME_LGI_ADAM_INTERACTIONS	1	1	0	0	4	
ORA_M2	REACTOME_LIGAND_RECEPTOR_INTERACTIONS	1	1	0	0	5	
ORA_M2	REACTOME_LINOLEIC_ACID_LA_METABOLISM	1	1	0	0	8	
ORA_M2	REACTOME_LIPID_PARTICLE_ORGANIZATION	1	1	0	0	5	
ORA_M2	REACTOME_LYSINE_CATABOLISM	1	1	0	0	11	
ORA_M2	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	1	1	0	0	29	
ORA_M2	REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	1	1	0	0	8	
ORA_M2	REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	1	1	0	0	172	
ORA_M2	REACTOME_MALATE_ASPARTATE_SHUTTLE	1	1	0	0	8	
ORA_M2	REACTOME_MAP2K_AND_MAPK_ACTIVATION	1	1	0	0	37	
ORA_M2	REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	1	1	0	0	13	
ORA_M2	REACTOME_MAPK1_ERK2_ACTIVATION	1	1	0	0	7	
ORA_M2	REACTOME_MAPK3_ERK1_ACTIVATION	1	1	0	0	8	
ORA_M2	REACTOME_MAPK6_MAPK4_SIGNALING	1	1	0	0	69	
ORA_M2	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	1	1	0	0	236	
ORA_M2	REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	1	1	0	0	27	
ORA_M2	REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	1	1	0	0	18	
ORA_M2	REACTOME_MELANIN_BIOSYNTHESIS	1	1	0	0	1	
ORA_M2	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	1	1	0	0	4	
ORA_M2	REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	1	1	0	0	9	
ORA_M2	REACTOME_METABOLISM_OF_COFACTORS	1	1	0	0	24	
ORA_M2	REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	1	1	0	0	17	
ORA_M2	REACTOME_METABOLISM_OF_LIPIDS	1	1	0	0	489	
ORA_M2	REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	1	1	0	0	15	
ORA_M2	REACTOME_METABOLISM_OF_NUCLEOTIDES	1	1	0	0	81	
ORA_M2	REACTOME_METABOLISM_OF_POLYAMINES	1	1	0	0	55	
ORA_M2	REACTOME_METABOLISM_OF_PORPHYRINS	1	1	0	0	27	
ORA_M2	REACTOME_METABOLISM_OF_STEROIDS	1	1	0	0	94	
ORA_M2	REACTOME_METABOLISM_OF_STEROID_HORMONES	1	1	0	0	22	
ORA_M2	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	1	1	0	0	103	
ORA_M2	REACTOME_METALLOPROTEASE_DUBS	1	1	0	0	23	
ORA_M2	REACTOME_METAL_ION_SLC_TRANSPORTERS	1	1	0	0	19	
ORA_M2	REACTOME_METHYLATION	1	1	0	0	14	
ORA_M2	REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	1	1	0	0	6	
ORA_M2	REACTOME_MET_ACTIVATES_PTPN11	1	1	0	0	5	
ORA_M2	REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	1	1	0	0	11	
ORA_M2	REACTOME_MET_ACTIVATES_RAS_SIGNALING	1	1	0	0	9	
ORA_M2	REACTOME_MET_RECEPTOR_ACTIVATION	1	1	0	0	5	
ORA_M2	REACTOME_MET_RECEPTOR_RECYCLING	1	1	0	0	10	
ORA_M2	REACTOME_MICRORNA_MIRNA_BIOGENESIS	1	1	0	0	6	
ORA_M2	REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	1	1	0	0	3	
ORA_M2	REACTOME_MIRO_GTPASE_CYCLE	1	1	0	0	7	
ORA_M2	REACTOME_MISCELLANEOUS_SUBSTRATES	1	1	0	0	17	
ORA_M2	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	1	1	0	0	18	
ORA_M2	REACTOME_MISMATCH_REPAIR	1	1	0	0	14	
ORA_M2	REACTOME_MISMATCH_REPAIR_MMR_DIRECTED_BY_MSH2_MSH3_MUTSBETA	1	1	0	0	10	
ORA_M2	REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	1	1	0	0	14	
ORA_M2	REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	1	1	0	0	28	
ORA_M2	REACTOME_MITOCHONDRIAL_BIOGENESIS	1	1	0	0	15	
ORA_M2	REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	1	1	0	0	15	
ORA_M2	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1	1	0	0	34	
ORA_M2	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	1	1	0	0	9	
ORA_M2	REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	1	1	0	0	11	
ORA_M2	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	1	1	0	0	72	
ORA_M2	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1	1	0	0	8	
ORA_M2	REACTOME_MITOCHONDRIAL_TRANSLATION	1	1	0	0	89	
ORA_M2	REACTOME_MITOCHONDRIAL_UNCOUPLING	1	1	0	0	5	
ORA_M2	REACTOME_MITOPHAGY	1	1	0	0	39	
ORA_M2	REACTOME_MITOTIC_PROPHASE	1	1	0	0	76	
ORA_M2	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	1	1	0	0	88	
